ID TIME TPS RAM CPU
0 0.024 42 6.7 17.7
0 0.107 12 6.7 17.7
0 0.206 10 6.7 17.7
0 0.307 10 6.7 17.7
0 0.407 10 6.7 17.7
0 0.515 9 6.7 17.7
0 0.616 10 6.7 17.7
0 0.707 11 6.7 17.7
0 0.806 10 6.7 17.7
0 0.907 10 6.7 17.7
0 1.008 10 6.7 17.7
0 1.113 10 6.7 17.7
0 1.215 10 6.7 17.7
0 1.309 11 6.7 17.7
0 1.41 10 6.7 17.7
0 1.515 10 6.7 17.7
0 1.63 9 6.7 17.7
0 1.706 13 6.7 17.7
0 1.813 9 6.7 17.7
0 1.911 10 6.7 17.7
0 2.011 10 6.7 17.7
0 2.115 10 6.7 17.7
0 2.225 9 6.7 17.7
0 2.315 11 6.7 17.7
0 2.413 10 6.7 17.7
0 2.514 10 6.7 17.7
0 2.619 10 6.7 17.7
0 2.726 9 6.7 17.7
0 2.812 12 6.7 17.7
0 2.913 10 6.7 17.7
0 3.012 10 6.7 17.7
0 3.112 10 6.7 17.7
0 3.23 8 6.7 17.7
0 3.315 12 6.7 17.7
0 3.416 10 6.7 17.7
0 3.514 10 6.7 17.7
0 3.612 10 6.7 17.7
0 3.714 10 6.7 17.7
0 3.832 8 6.7 17.7
0 3.913 12 6.7 17.7
0 4.017 10 6.7 17.7
0 4.114 10 6.7 17.7
0 4.218 10 6.7 17.7
0 4.332 9 6.7 17.7
0 4.416 12 6.7 17.7
0 4.515 10 6.7 17.7
0 4.615 10 6.7 17.7
0 4.715 10 6.7 17.7
0 4.825 9 6.7 17.7
0 4.922 10 6.7 17.7
0 5.346 2 6.7 17.7
0 5.353 136 6.7 17.7
0 5.461 9 6.7 17.7
0 5.557 10 6.7 17.7
0 5.654 10 6.7 17.7
0 5.754 10 6.7 17.7
0 5.867 9 6.7 17.7
0 5.966 10 6.7 17.7
0 6.056 11 6.7 17.7
0 6.155 10 6.7 17.7
0 6.256 10 6.7 17.7
0 6.355 10 6.7 17.7
0 6.473 9 6.7 17.7
0 6.556 12 6.7 17.7
0 6.661 10 6.7 17.7
0 6.758 10 6.7 17.7
0 6.859 10 6.7 17.7
0 6.96 10 6.7 17.7
0 7.068 9 6.7 17.7
0 7.158 11 6.7 17.7
0 7.258 10 6.7 17.7
0 7.414 6 6.7 17.7
0 7.46 22 6.7 17.7
0 7.559 10 6.7 17.7
0 7.668 9 6.7 17.7
0 7.758 11 6.7 17.7
0 7.857 10 6.7 17.7
0 7.966 9 6.7 17.7
0 8.061 10 6.7 17.7
0 8.17 9 6.7 17.7
0 8.259 11 6.7 17.7
0 8.359 10 6.7 17.7
0 8.464 10 6.7 17.7
0 8.563 10 6.7 17.7
0 8.671 9 6.7 17.7
0 8.76 11 6.7 17.7
0 8.861 10 6.7 17.7
0 8.962 10 6.7 17.7
0 9.065 10 6.7 17.7
0 9.17 9 6.7 17.7
0 9.265 10 6.7 17.7
0 9.423 6 6.7 17.7
0 9.465 24 6.7 17.7
0 9.565 10 6.7 17.7
0 9.669 10 6.7 17.7
0 9.763 11 6.7 17.7
0 9.865 10 6.7 17.7
0 9.966 10 6.7 17.7
0 10.31 3 3.5 17.1
0 10.316 187 3.5 17.1
0 10.529 5 3.5 17.1
0 10.537 128 3.5 17.1
0 10.642 9 3.5 17.1
0 10.75 9 3.5 17.1
0 10.844 11 3.5 17.1
0 10.94 10 3.5 17.1
0 11.042 10 3.5 17.1
0 11.145 10 3.5 17.1
0 11.244 10 3.5 17.1
0 11.348 10 3.5 17.1
0 11.5 7 3.5 17.1
0 11.541 25 3.5 17.1
0 11.641 10 3.5 17.1
0 11.748 9 3.5 17.1
0 11.856 9 3.5 17.1
0 11.945 11 3.5 17.1
0 12.046 10 3.5 17.1
0 12.144 10 3.5 17.1
0 12.243 10 3.5 17.1
0 12.356 9 3.5 17.1
0 12.441 12 3.5 17.1
0 12.601 6 3.5 17.1
0 12.645 22 3.5 17.1
0 12.745 10 3.5 17.1
0 12.858 9 3.5 17.1
0 12.942 12 3.5 17.1
0 13.043 10 3.5 17.1
0 13.146 10 3.5 17.1
0 13.244 10 3.5 17.1
0 13.353 9 3.5 17.1
0 13.502 7 3.5 17.1
0 13.545 23 3.5 17.1
0 13.644 10 3.5 17.1
0 13.746 10 3.5 17.1
0 13.846 10 3.5 17.1
0 13.96 9 3.5 17.1
0 14.047 12 3.5 17.1
0 14.145 10 3.5 17.1
0 14.247 10 3.5 17.1
0 14.347 10 3.5 17.1
0 14.447 10 3.5 17.1
0 14.612 6 3.5 17.1
0 14.645 30 3.5 17.1
0 14.748 10 3.5 17.1
0 14.848 10 3.5 17.1
0 14.948 10 3.5 17.1
0 15.049 10 3.5 17.1
0 15.413 3 3.5 17.1
0 15.417 212 3.5 17.1
0 15.578 6 3.5 17.1
0 15.629 20 3.5 17.1
0 15.725 10 3.5 17.1
0 15.828 10 3.5 17.1
0 15.931 10 3.5 17.1
0 16.027 10 3.5 17.1
0 16.13 10 3.5 17.1
0 16.222 11 3.5 17.1
0 16.33 9 3.5 17.1
0 16.436 9 3.5 17.1
0 16.526 11 3.5 17.1
0 16.688 6 3.5 17.1
0 16.729 24 3.5 17.1
0 16.828 10 3.5 17.1
0 16.936 9 3.5 17.1
0 17.024 11 3.5 17.1
0 17.126 10 3.5 17.1
0 17.23 10 3.5 17.1
0 17.326 10 3.5 17.1
0 17.437 9 3.5 17.1
0 17.581 7 3.5 17.1
0 17.627 22 3.5 17.1
0 17.731 10 3.5 17.1
0 17.828 10 3.5 17.1
0 17.939 9 3.5 17.1
0 18.029 11 3.5 17.1
0 18.129 10 3.5 17.1
0 18.23 10 3.5 17.1
0 18.33 10 3.5 17.1
0 18.429 10 3.5 17.1
0 18.54 9 3.5 17.1
0 18.691 7 3.5 17.1
0 18.731 25 3.5 17.1
0 18.83 10 3.5 17.1
0 18.93 10 3.5 17.1
0 19.03 10 3.5 17.1
0 19.141 9 3.5 17.1
0 19.234 11 3.5 17.1
0 19.331 10 3.5 17.1
0 19.434 10 3.5 17.1
0 19.585 7 3.5 17.1
0 19.642 18 3.5 17.1
0 19.736 11 3.5 17.1
0 19.835 10 3.5 17.1
0 19.933 10 3.5 17.1
0 20.032 10 3.5 17.1
0 20.134 10 3.5 17.1
0 20.493 3 2.4 17.1
0 20.498 175 2.4 17.1
0 20.604 9 2.4 17.1
0 20.762 6 2.4 17.1
0 20.806 23 2.4 17.1
0 20.911 10 2.4 17.1
0 21.01 10 2.4 17.1
0 21.104 11 2.4 17.1
0 21.206 10 2.4 17.1
0 21.307 10 2.4 17.1
0 21.413 10 2.4 17.1
0 21.51 10 2.4 17.1
0 21.663 7 2.4 17.1
0 21.706 23 2.4 17.1
0 21.808 10 2.4 17.1
0 21.913 10 2.4 17.1
0 22.019 9 2.4 17.1
0 22.107 11 2.4 17.1
0 22.208 10 2.4 17.1
0 22.305 10 2.4 17.1
0 22.407 10 2.4 17.1
0 22.512 9 2.4 17.1
0 22.614 10 2.4 17.1
0 22.77 6 2.4 17.1
0 22.808 26 2.4 17.1
0 22.909 10 2.4 17.1
0 23.014 9 2.4 17.1
0 23.115 10 2.4 17.1
0 23.209 11 2.4 17.1
0 23.307 10 2.4 17.1
0 23.407 10 2.4 17.1
0 23.516 9 2.4 17.1
0 23.667 7 2.4 17.1
0 23.715 21 2.4 17.1
0 23.809 11 2.4 17.1
0 23.909 10 2.4 17.1
0 24.019 9 2.4 17.1
0 24.111 11 2.4 17.1
0 24.213 10 2.4 17.1
0 24.316 10 2.4 17.1
0 24.409 11 2.4 17.1
0 24.521 9 2.4 17.1
0 24.613 11 2.4 17.1
0 24.765 7 2.4 17.1
0 24.819 18 2.4 17.1
0 24.91 11 2.4 17.1
0 25.022 9 2.4 17.1
0 25.113 11 2.4 17.1
0 25.212 10 2.4 17.1
0 25.537 3 2.4 17.1
0 25.544 137 2.4 17.1
0 25.71 6 2.4 17.1
0 25.752 24 2.4 17.1
0 25.855 10 2.4 17.1
0 25.952 10 2.4 17.1
0 26.065 9 2.4 17.1
0 26.155 11 2.4 17.1
0 26.253 10 2.4 17.1
0 26.355 10 2.4 17.1
0 26.454 10 2.4 17.1
0 26.565 9 2.4 17.1
0 26.653 11 2.4 17.1
0 26.809 6 2.4 17.1
0 26.856 22 2.4 17.1
0 26.955 10 2.4 17.1
0 27.055 10 2.4 17.1
0 27.165 9 2.4 17.1
0 27.255 11 2.4 17.1
0 27.355 10 2.4 17.1
0 27.456 10 2.4 17.1
0 27.556 10 2.4 17.1
0 27.766 5 2.4 17.1
0 27.782 62 2.4 17.1
0 27.882 10 2.4 17.1
0 27.984 10 2.4 17.1
0 28.081 10 2.4 17.1
0 28.188 9 2.4 17.1
0 28.286 10 2.4 17.1
0 28.382 10 2.4 17.1
0 28.484 10 2.4 17.1
0 28.581 10 2.4 17.1
0 28.688 9 2.4 17.1
0 28.844 6 2.4 17.1
0 28.884 25 2.4 17.1
0 28.985 10 2.4 17.1
0 29.084 10 2.4 17.1
