ID TIME pos
8 0.098 [0, 0] [-0.0946325159395221, -0.19019933647153905]
8 5.108 [-0.0004923452920459204, -0.03220197902948932] [-0.0946325159395221, -0.19019933647153905]
8 10.114 [-0.001397345292046076, 0.007648020970510622] [-0.0946325159395221, -0.19019933647153905]
8 15.121 [-0.0014073452920459195, 0.008123020970510625] [-0.0946325159395221, -0.19019933647153905]
8 20.128 [-0.0014073452920459195, 0.008123020970510625] [-0.0946325159395221, -0.19019933647153905]
8 25.134 [0.005161769805302714, 0.011662013980340483] [-0.0946325159395221, -0.19019933647153905]
8 30.14 [-0.011705781764015313, -0.019268993009829732] [-0.0946325159395221, -0.19019933647153905]
8 35.146 [-0.011797448430681987, -0.019290659676496392] [-0.0946325159395221, -0.19019933647153905]
8 40.153 [-0.011797448430681987, -0.019290659676496392] [-0.0946325159395221, -0.19019933647153905]
8 45.162 [-0.015685781764015333, -0.023410659676496443] [-0.0946325159395221, -0.19019933647153905]
8 50.17 [-0.016404115097348636, -0.024620659676496414] [-0.0946325159395221, -0.19019933647153905]
8 55.175 [-0.016404115097348636, -0.024620659676496414] [-0.0946325159395221, -0.19019933647153905]
8 60.179 [-0.017732098654870267, -0.032526279722711215] [-0.0946325159395221, -0.19019933647153905]
8 65.185 [-0.018082098654870277, -0.03154056543699691] [-0.0946325159395221, -0.19019933647153905]
8 70.198 [-0.0195855863230115, -0.03440174475737232] [-0.0946325159395221, -0.19019933647153905]
8 75.198 [-0.01998308632301147, -0.034661744757372305] [-0.0946325159395221, -0.19019933647153905]
8 80.205 [-0.019908086323011477, -0.0343979947573723] [-0.0946325159395221, -0.19019933647153905]
8 85.212 [-0.020739336323011455, -0.03583174475737231] [-0.0946325159395221, -0.19019933647153905]
8 90.219 [-0.02081058632301145, -0.03578049475737231] [-0.0946325159395221, -0.19019933647153905]
8 95.225 [-0.020923086323011465, -0.03606674475737232] [-0.0946325159395221, -0.19019933647153905]
8 100.233 [-0.021019336323011485, -0.03642049475737231] [-0.0946325159395221, -0.19019933647153905]
8 105.239 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 110.245 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 115.25 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 120.255 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 125.259 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 130.267 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 135.271 [-0.021019336323011485, -0.036422994757372325] [-0.0946325159395221, -0.19019933647153905]
8 140.281 [-0.022141632287121325, -0.03988377311766428] [-0.0946325159395221, -0.19019933647153905]
8 145.288 [-0.022152743398232436, -0.0399148842287754] [-0.0946325159395221, -0.19019933647153905]
8 150.291 [-0.022152743398232436, -0.0399148842287754] [-0.0946325159395221, -0.19019933647153905]
8 155.298 [-0.022152743398232436, -0.0399148842287754] [-0.0946325159395221, -0.19019933647153905]
8 160.305 [-0.022152743398232436, -0.0399148842287754] [-0.0946325159395221, -0.19019933647153905]
8 165.313 [-0.024820521176010222, -0.0398159953398865] [-0.0946325159395221, -0.19019933647153905]
8 170.32 [-0.02484274339823244, -0.03981488422877538] [-0.0946325159395221, -0.19019933647153905]
8 175.328 [-0.02484274339823244, -0.03981488422877538] [-0.0946325159395221, -0.19019933647153905]
8 180.329 [-0.02516274339823244, -0.03925932867321984] [-0.0946325159395221, -0.19019933647153905]
8 185.334 [-0.026749469058409164, -0.043679395805897865] [-0.0946325159395221, -0.19019933647153905]
8 190.344 [-0.02822046905840921, -0.04614239580589786] [-0.0946325159395221, -0.19019933647153905]
8 195.352 [-0.02822046905840921, -0.04614339580589784] [-0.0946325159395221, -0.19019933647153905]
8 200.357 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 205.368 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 210.374 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 215.378 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 220.386 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 225.397 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 230.399 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 235.407 [-0.028221469058409193, -0.046144395805897846] [-0.0946325159395221, -0.19019933647153905]
8 240.413 [-0.02823446905840919, -0.04615839580589785] [-0.0946325159395221, -0.19019933647153905]
8 245.418 [-0.025870426416735644, -0.04862035982354349] [-0.0946325159395221, -0.19019933647153905]
8 250.427 [-0.026020426416735618, -0.04890308709627078] [-0.0946325159395221, -0.19019933647153905]
8 255.435 [-0.026020426416735618, -0.04890308709627078] [-0.0946325159395221, -0.19019933647153905]
8 260.439 [-0.026004062780371994, -0.04880854164172533] [-0.0946325159395221, -0.19019933647153905]
8 265.446 [-0.025988608234917446, -0.04882763255081623] [-0.0946325159395221, -0.19019933647153905]
8 270.454 [-0.025988608234917446, -0.04882763255081623] [-0.0946325159395221, -0.19019933647153905]
8 275.461 [-0.025988608234917446, -0.04882763255081623] [-0.0946325159395221, -0.19019933647153905]
8 280.466 [-0.025988608234917446, -0.04882763255081623] [-0.0946325159395221, -0.19019933647153905]
8 285.475 [-0.026028608234917427, -0.04923490527808896] [-0.0946325159395221, -0.19019933647153905]
8 290.483 [-0.02753205754867433, -0.04919282983824822] [-0.0946325159395221, -0.19019933647153905]
8 295.49 [-0.02756955754867432, -0.049170329838248206] [-0.0946325159395221, -0.19019933647153905]
8 300.496 [-0.028199591583391678, -0.049783381389152205] [-0.0946325159395221, -0.19019933647153905]
8 305.502 [-0.028239591583391684, -0.0498733813891522] [-0.0946325159395221, -0.19019933647153905]
8 310.507 [-0.028504976198776295, -0.050573381389152204] [-0.0946325159395221, -0.19019933647153905]
8 315.512 [-0.03093113004493015, -0.05255415061992145] [-0.0946325159395221, -0.19019933647153905]
8 320.52 [-0.030789591583391687, -0.052636458312229115] [-0.0946325159395221, -0.19019933647153905]
8 325.526 [-0.03078805312185323, -0.052631842927613734] [-0.0946325159395221, -0.19019933647153905]
8 330.534 [-0.030787283891083997, -0.052635689081459894] [-0.0946325159395221, -0.19019933647153905]
8 335.541 [-0.030787283891083997, -0.052635689081459894] [-0.0946325159395221, -0.19019933647153905]
8 340.546 [-0.030787283891083997, -0.052635689081459894] [-0.0946325159395221, -0.19019933647153905]
8 345.556 [-0.03052104932743513, -0.05456671128992704] [-0.0946325159395221, -0.19019933647153905]
8 350.559 [-0.030531049327435146, -0.05469885414706989] [-0.0946325159395221, -0.19019933647153905]
8 355.565 [-0.03054604932743515, -0.054908854147069905] [-0.0946325159395221, -0.19019933647153905]
8 360.573 [-0.030568192184577993, -0.05492028271849847] [-0.0946325159395221, -0.19019933647153905]
8 365.578 [-0.030569620756006576, -0.05491813986135563] [-0.0946325159395221, -0.19019933647153905]
8 370.584 [-0.030569620756006576, -0.05491813986135563] [-0.0946325159395221, -0.19019933647153905]
8 375.591 [-0.030569620756006576, -0.05491813986135563] [-0.0946325159395221, -0.19019933647153905]
8 380.598 [-0.030543192184578006, -0.05516885414706992] [-0.0946325159395221, -0.19019933647153905]
8 385.608 [-0.030831049327435144, -0.055648854147069916] [-0.0946325159395221, -0.19019933647153905]
