ID TIME pos
6 0.098 [0, 0] [0.2903319424492398, -0.36012185175774536]
6 5.113 [0.21701000000000015, -0.3821000000000001] [0.2903319424492398, -0.36012185175774536]
6 10.114 [0.3541700000000001, -0.2883049999999999] [0.2903319424492398, -0.36012185175774536]
6 15.121 [0.2557972577201262, -0.2965011153684994] [0.2903319424492398, -0.36012185175774536]
6 20.127 [0.24805794329009462, -0.30233833652637454] [0.2903319424492398, -0.36012185175774536]
6 25.133 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 30.139 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 35.145 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 40.153 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 45.16 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 50.167 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 55.173 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 60.18 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 65.185 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 70.191 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 75.198 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 80.206 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 85.212 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 90.219 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 95.226 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 100.235 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 105.24 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 110.342 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 115.348 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 120.354 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 125.364 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 130.469 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 135.475 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 140.481 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 145.487 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 150.494 [0.24869544329009458, -0.30237333652637455] [0.2903319424492398, -0.36012185175774536]
6 155.499 [0.2532343546320756, -0.3006026692210996] [0.2903319424492398, -0.36012185175774536]
6 160.505 [0.2532343546320756, -0.3006026692210996] [0.2903319424492398, -0.36012185175774536]
6 165.511 [0.2532343546320756, -0.3006026692210996] [0.2903319424492398, -0.36012185175774536]
6 170.519 [0.24435635463207564, -0.29733266922109963] [0.2903319424492398, -0.36012185175774536]
6 175.525 [0.24435635463207564, -0.29733266922109963] [0.2903319424492398, -0.36012185175774536]
6 180.534 [0.24435635463207564, -0.29733266922109963] [0.2903319424492398, -0.36012185175774536]
6 185.541 [0.24435635463207564, -0.29733266922109963] [0.2903319424492398, -0.36012185175774536]
6 190.549 [0.24435635463207564, -0.29733266922109963] [0.2903319424492398, -0.36012185175774536]
6 195.554 [0.24435635463207564, -0.29733266922109963] [0.2903319424492398, -0.36012185175774536]
6 200.562 [0.2440663546320756, -0.29752866922109966] [0.2903319424492398, -0.36012185175774536]
6 205.567 [0.24400435463207565, -0.2975366692210996] [0.2903319424492398, -0.36012185175774536]
6 210.57 [0.24400435463207565, -0.2975366692210996] [0.2903319424492398, -0.36012185175774536]
6 215.578 [0.24400435463207565, -0.2975366692210996] [0.2903319424492398, -0.36012185175774536]
6 220.585 [0.2465852955267297, -0.2974555576842497] [0.2903319424492398, -0.36012185175774536]
6 225.594 [0.24661696219339635, -0.297453891017583] [0.2903319424492398, -0.36012185175774536]
6 230.599 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 235.605 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 240.618 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 245.619 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 250.621 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 255.631 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 260.639 [0.25066739616576833, -0.29629762087221406] [0.2903319424492398, -0.36012185175774536]
6 265.646 [0.25294647164504724, -0.29513666826318724] [0.2903319424492398, -0.36012185175774536]
6 270.653 [0.25255022164504726, -0.29477291826318724] [0.2903319424492398, -0.36012185175774536]
6 275.662 [0.25255272164504716, -0.2947454182631873] [0.2903319424492398, -0.36012185175774536]
6 280.666 [0.2549524192400419, -0.2937137051228331] [0.2903319424492398, -0.36012185175774536]
6 285.673 [0.2569081773160377, -0.2914333346105499] [0.2903319424492398, -0.36012185175774536]
6 290.678 [0.25844743392367064, -0.2904675769186817] [0.2903319424492398, -0.36012185175774536]
6 295.686 [0.25845743392367065, -0.29046121328231805] [0.2903319424492398, -0.36012185175774536]
6 300.69 [0.25850470665094344, -0.2903684860095908] [0.2903319424492398, -0.36012185175774536]
6 305.697 [0.25854107028730705, -0.29019757691868164] [0.2903319424492398, -0.36012185175774536]
6 310.703 [0.25861016119639796, -0.29011575873686346] [0.2903319424492398, -0.36012185175774536]
6 315.707 [0.2592010702873071, -0.2886548496459544] [0.2903319424492398, -0.36012185175774536]
6 320.715 [0.25920197937821615, -0.2886384860095908] [0.2903319424492398, -0.36012185175774536]
6 325.724 [0.25920197937821615, -0.2886384860095908] [0.2903319424492398, -0.36012185175774536]
6 330.731 [0.25920197937821615, -0.2886384860095908] [0.2903319424492398, -0.36012185175774536]
6 335.736 [0.2593519793782162, -0.2884048496459544] [0.2903319424492398, -0.36012185175774536]
6 340.743 [0.25256743392367076, -0.28999484964595446] [0.2903319424492398, -0.36012185175774536]
6 345.749 [0.2545293144300315, -0.2903402788421248] [0.2903319424492398, -0.36012185175774536]
6 350.756 [0.25449014776336487, -0.29032527884212483] [0.2903319424492398, -0.36012185175774536]
6 355.763 [0.2544984810966982, -0.2903127788421248] [0.2903319424492398, -0.36012185175774536]
6 360.768 [0.2557693671661829, -0.29099948816196136] [0.2903319424492398, -0.36012185175774536]
6 365.776 [0.2558778287046445, -0.2908371804696537] [0.2903319424492398, -0.36012185175774536]
6 370.782 [0.25587859793541373, -0.29079641123888444] [0.2903319424492398, -0.36012185175774536]
6 375.789 [0.25587859793541373, -0.29078641123888443] [0.2903319424492398, -0.36012185175774536]
6 380.796 [0.2558547517815676, -0.2906902573927306] [0.2903319424492398, -0.36012185175774536]
6 385.802 [0.25585552101233683, -0.2906902573927306] [0.2903319424492398, -0.36012185175774536]
6 390.809 [0.2558724440892599, -0.2906564112388844] [0.2903319424492398, -0.36012185175774536]
6 395.816 [0.25587398255079835, -0.29061410354657674] [0.2903319424492398, -0.36012185175774536]
6 400.82 [0.25587398255079835, -0.2906117958542691] [0.2903319424492398, -0.36012185175774536]
6 405.827 [0.25586167485849065, -0.290614872777346] [0.2903319424492398, -0.36012185175774536]
6 410.835 [0.2558639825507983, -0.29060564200811523] [0.2903319424492398, -0.36012185175774536]
6 415.843 [0.25586167485849065, -0.29060871893119217] [0.2903319424492398, -0.36012185175774536]
6 420.851 [0.25588090562772137, -0.2905733343158075] [0.2903319424492398, -0.36012185175774536]
6 425.853 [0.25588090562772137, -0.2905733343158075] [0.2903319424492398, -0.36012185175774536]
6 430.862 [0.25588090562772137, -0.2905733343158075] [0.2903319424492398, -0.36012185175774536]
6 435.868 [0.25588090562772137, -0.2905733343158075] [0.2903319424492398, -0.36012185175774536]
6 440.874 [0.25588090562772137, -0.2905733343158075] [0.2903319424492398, -0.36012185175774536]
6 445.882 [0.25588090562772137, -0.2905733343158075] [0.2903319424492398, -0.36012185175774536]
6 450.891 [0.25589321332002907, -0.29048102662349984] [0.2903319424492398, -0.36012185175774536]
6 455.894 [0.25588475178156755, -0.2904871804696537] [0.2903319424492398, -0.36012185175774536]
6 460.9 [0.255886290243106, -0.29046410354657676] [0.2903319424492398, -0.36012185175774536]
6 465.906 [0.2559001363969522, -0.2904233343158075] [0.2903319424492398, -0.36012185175774536]
6 470.913 [0.2558985979354137, -0.29040102662349987] [0.2903319424492398, -0.36012185175774536]
6 475.92 [0.2558985979354137, -0.29040102662349987] [0.2903319424492398, -0.36012185175774536]
6 480.929 [0.2558985979354137, -0.2903964112388845] [0.2903319424492398, -0.36012185175774536]
6 485.934 [0.2558985979354137, -0.2903964112388845] [0.2903319424492398, -0.36012185175774536]
6 490.941 [0.2558985979354137, -0.2903964112388845] [0.2903319424492398, -0.36012185175774536]
6 495.95 [0.2558670594738752, -0.2904002573927306] [0.2903319424492398, -0.36012185175774536]
6 500.957 [0.2558670594738752, -0.29040564200811525] [0.2903319424492398, -0.36012185175774536]
6 505.963 [0.2558670594738752, -0.29040564200811525] [0.2903319424492398, -0.36012185175774536]
6 510.963 [0.2558670594738752, -0.29040564200811525] [0.2903319424492398, -0.36012185175774536]
6 515.974 [0.2558632133200291, -0.2904064112388845] [0.2903319424492398, -0.36012185175774536]
6 520.981 [0.2558632133200291, -0.2904064112388845] [0.2903319424492398, -0.36012185175774536]
6 525.988 [0.2558632133200291, -0.2904064112388845] [0.2903319424492398, -0.36012185175774536]
6 530.997 [0.2558632133200291, -0.2904064112388845] [0.2903319424492398, -0.36012185175774536]
6 536.002 [0.2558632133200291, -0.2904064112388845] [0.2903319424492398, -0.36012185175774536]
6 541.008 [0.2572772695114556, -0.28972381043610707] [0.2903319424492398, -0.36012185175774536]
6 546.014 [0.2572772695114556, -0.28972381043610707] [0.2903319424492398, -0.36012185175774536]
6 551.02 [0.2572772695114556, -0.28972381043610707] [0.2903319424492398, -0.36012185175774536]
6 556.03 [0.2572772695114556, -0.28972381043610707] [0.2903319424492398, -0.36012185175774536]
6 561.033 [0.2572772695114556, -0.28972381043610707] [0.2903319424492398, -0.36012185175774536]
6 566.039 [0.2573729837971699, -0.2895380961503927] [0.2903319424492398, -0.36012185175774536]
6 571.046 [0.2573672695114556, -0.28953952472182126] [0.2903319424492398, -0.36012185175774536]
