ID TIME pos
1 0.101 [0, 0] [0.445992151382498, 0.4043407707571747]
1 5.107 [0, 0] [0.445992151382498, 0.4043407707571747]
1 10.113 [0, 0] [0.445992151382498, 0.4043407707571747]
1 15.12 [0, 0] [0.445992151382498, 0.4043407707571747]
1 20.125 [0, 0] [0.445992151382498, 0.4043407707571747]
1 25.132 [0, 0] [0.445992151382498, 0.4043407707571747]
1 30.14 [0, 0] [0.445992151382498, 0.4043407707571747]
1 35.146 [0, 0] [0.445992151382498, 0.4043407707571747]
1 40.153 [0, 0] [0.445992151382498, 0.4043407707571747]
1 45.16 [0, 0] [0.445992151382498, 0.4043407707571747]
1 50.166 [0, 0] [0.445992151382498, 0.4043407707571747]
1 55.173 [0, 0] [0.445992151382498, 0.4043407707571747]
1 60.18 [0, 0] [0.445992151382498, 0.4043407707571747]
1 65.187 [0, 0] [0.445992151382498, 0.4043407707571747]
1 70.193 [0, 0] [0.445992151382498, 0.4043407707571747]
1 75.2 [0, 0] [0.445992151382498, 0.4043407707571747]
1 80.206 [0.48236999999999997, 0.34653] [0.445992151382498, 0.4043407707571747]
1 85.212 [0.48236999999999997, 0.34653] [0.445992151382498, 0.4043407707571747]
1 90.219 [0.48236999999999997, 0.34653] [0.445992151382498, 0.4043407707571747]
1 95.225 [0.48236999999999997, 0.34653] [0.445992151382498, 0.4043407707571747]
1 100.232 [0.47526, 0.39909000000000017] [0.445992151382498, 0.4043407707571747]
1 105.238 [0.47526, 0.39909000000000017] [0.445992151382498, 0.4043407707571747]
1 110.244 [0.4753099999999999, 0.41091999999999995] [0.445992151382498, 0.4043407707571747]
1 115.25 [0.49619499999999994, 0.41288499999999995] [0.445992151382498, 0.4043407707571747]
1 120.256 [0.4834188358400392, 0.411014045222161] [0.445992151382498, 0.4043407707571747]
1 125.263 [0.4834013358400391, 0.41085404522216107] [0.445992151382498, 0.4043407707571747]
1 130.27 [0.4834013358400391, 0.41085404522216107] [0.445992151382498, 0.4043407707571747]
1 135.276 [0.4866530686720313, 0.41135523617772884] [0.445992151382498, 0.4043407707571747]
1 140.283 [0.4857070686720313, 0.4118892361777289] [0.445992151382498, 0.4043407707571747]
1 145.29 [0.4857070686720313, 0.4118892361777289] [0.445992151382498, 0.4043407707571747]
1 150.297 [0.4857070686720313, 0.4118892361777289] [0.445992151382498, 0.4043407707571747]
1 155.304 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 160.31 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 165.316 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 170.323 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 175.329 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 180.335 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 185.342 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 190.348 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 195.355 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 200.361 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 205.367 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 210.373 [0.4858090686720312, 0.4115232361777289] [0.445992151382498, 0.4043407707571747]
1 215.38 [0.4858070686720312, 0.41150523617772883] [0.445992151382498, 0.4043407707571747]
1 220.386 [0.4858070686720312, 0.41150523617772883] [0.445992151382498, 0.4043407707571747]
1 225.393 [0.4858070686720312, 0.41150523617772883] [0.445992151382498, 0.4043407707571747]
1 230.399 [0.48654306867203123, 0.40818323617772884] [0.445992151382498, 0.4043407707571747]
1 235.405 [0.48564422389335943, 0.40791603014810734] [0.445992151382498, 0.4043407707571747]
