[6 INFO main 30] Initialising Python Geth Console...
[6 INFO main 34] Initialising RandB board...
[6 INFO main 34] Initialising navigation...
[6 INFO main 34] Initialising random-walk...
[6 INFO main 34] Initialising odometry...
[6 INFO main 34] Initialising ground-sensors...
[6 INFO main 686] --//-- Starting Experiment --//--
[6 INFO main 1787] Idle.IDLE -> Scout.Query | Duration: 21.27
[6 INFO main 64274] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 77187] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 77687] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 79190] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 79692] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 80090] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 80693] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 81892] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 82796] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 84193] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 84798] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 85196] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 85900] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 87103] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 87998] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 88298] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 88999] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 89400] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 90000] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 90200] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 91002] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 91503] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 92003] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 92804] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 93004] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 93304] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 94006] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 94806] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 95007] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 95306] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 96007] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 98314] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 99011] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 99311] Scout.GotoCenter -> Scout.Query | return to random walk
