ID TIME pos
1 0.101 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 5.107 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 10.113 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 15.119 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 20.125 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 25.131 [0, 0] [-0.3627042145495745, -0.3886294839370129]
1 30.138 [-0.495966266709799, -0.6031334111900458] [-0.3627042145495745, -0.3886294839370129]
1 35.145 [-0.47220220003234936, -0.5829975583925344] [-0.3627042145495745, -0.3886294839370129]
1 40.151 [-0.4819672000323493, -0.5986725583925344] [-0.3627042145495745, -0.3886294839370129]
1 45.158 [-0.4819697000323493, -0.5986850583925344] [-0.3627042145495745, -0.3886294839370129]
1 50.165 [-0.4819697000323493, -0.5986850583925344] [-0.3627042145495745, -0.3886294839370129]
1 55.172 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 60.178 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 65.185 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 70.192 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 75.198 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 80.203 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 85.21 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 90.217 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 95.223 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 100.231 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 105.237 [-0.47126720003234923, -0.5858800583925344] [-0.3627042145495745, -0.3886294839370129]
1 110.242 [-0.47067720003234925, -0.5855000583925344] [-0.3627042145495745, -0.3886294839370129]
1 115.248 [-0.47067470003234924, -0.5854975583925344] [-0.3627042145495745, -0.3886294839370129]
1 120.255 [-0.47067470003234924, -0.5854975583925344] [-0.3627042145495745, -0.3886294839370129]
1 125.261 [-0.4657372000323492, -0.5730300583925344] [-0.3627042145495745, -0.3886294839370129]
1 130.268 [-0.46572720003234924, -0.5730075583925344] [-0.3627042145495745, -0.3886294839370129]
1 135.274 [-0.4721597600258794, -0.5718020467140275] [-0.3627042145495745, -0.3886294839370129]
1 140.281 [-0.4723048000215661, -0.5699750389283562] [-0.3627042145495745, -0.3886294839370129]
1 145.286 [-0.4766736000161746, -0.5684962791962672] [-0.3627042145495745, -0.3886294839370129]
1 150.292 [-0.47746875556993296, -0.5708900259522375] [-0.3627042145495745, -0.3886294839370129]
1 155.3 [-0.477378755569933, -0.5708911370633486] [-0.3627042145495745, -0.3886294839370129]
1 160.306 [-0.4772309777921552, -0.5704911370633486] [-0.3627042145495745, -0.3886294839370129]
1 165.313 [-0.4771832000143774, -0.5704533592855707] [-0.3627042145495745, -0.3886294839370129]
1 170.32 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 175.326 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 180.333 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 185.339 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 190.346 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 195.353 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 200.359 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 205.366 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 210.373 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 215.379 [-0.47698986668104415, -0.5701366926189042] [-0.3627042145495745, -0.3886294839370129]
1 220.386 [-0.4758338800129397, -0.5686840233570137] [-0.3627042145495745, -0.3886294839370129]
1 225.391 [-0.4758248800129398, -0.5686730233570136] [-0.3627042145495745, -0.3886294839370129]
1 230.398 [-0.47497170910267245, -0.5701236575972852] [-0.3627042145495745, -0.3886294839370129]
1 235.404 [-0.4749935272844906, -0.5700118394154671] [-0.3627042145495745, -0.3886294839370129]
1 240.411 [-0.47525261819358156, -0.5704436575972852] [-0.3627042145495745, -0.3886294839370129]
1 245.417 [-0.47545170910267254, -0.5708945666881943] [-0.3627042145495745, -0.3886294839370129]
1 250.424 [-0.47545170910267254, -0.570893657597285] [-0.3627042145495745, -0.3886294839370129]
1 255.43 [-0.4743062545572179, -0.5712763848700124] [-0.3627042145495745, -0.3886294839370129]
1 260.436 [-0.47430534546630887, -0.5712763848700124] [-0.3627042145495745, -0.3886294839370129]
1 265.442 [-0.47430534546630887, -0.5712763848700124] [-0.3627042145495745, -0.3886294839370129]
1 270.449 [-0.47430534546630887, -0.5712763848700124] [-0.3627042145495745, -0.3886294839370129]
1 275.454 [-0.47152080001176344, -0.5667845666881942] [-0.3627042145495745, -0.3886294839370129]
1 280.462 [-0.4698640666774497, -0.5663008527975114] [-0.3627042145495745, -0.3886294839370129]
1 285.468 [-0.46995740001078307, -0.5662316861308447] [-0.3627042145495745, -0.3886294839370129]
1 290.475 [-0.46995573334411644, -0.5662333527975113] [-0.3627042145495745, -0.3886294839370129]
1 295.482 [-0.46995573334411644, -0.5662333527975113] [-0.3627042145495745, -0.3886294839370129]
1 300.488 [-0.46995573334411644, -0.5662333527975113] [-0.3627042145495745, -0.3886294839370129]
1 305.494 [-0.46995573334411644, -0.5662333527975113] [-0.3627042145495745, -0.3886294839370129]
1 310.501 [-0.47000240001078314, -0.5661858527975113] [-0.3627042145495745, -0.3886294839370129]
1 315.507 [-0.47000073334411635, -0.5661866861308447] [-0.3627042145495745, -0.3886294839370129]
1 320.514 [-0.46883067693303054, -0.5655423256592412] [-0.3627042145495745, -0.3886294839370129]
1 325.521 [-0.46881452308687666, -0.5655469410438567] [-0.3627042145495745, -0.3886294839370129]
1 330.526 [-0.46864375385610746, -0.5653677102746258] [-0.3627042145495745, -0.3886294839370129]
1 335.534 [-0.4647491384714921, -0.5616954025823182] [-0.3627042145495745, -0.3886294839370129]
