ID TIME pos
6 5.18 [0.4424617472495039, -0.24709488887064923] []
6 10.245 [0.4424617472495039, -0.24709488887064923] []
6 15.284 [0.4424617472495039, -0.24709488887064923] []
6 20.302 [0.4424617472495039, -0.24709488887064923] []
6 30.323 [0.4424617472495039, -0.24709488887064923] [(20997, -7380, 1676643510, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 20997, -7380)]
6 48.283 [0.4424617472495039, -0.24709488887064923] [(35990, -4168, 1676643510, 0, 3, 30000000000000000000, 30000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35990, -4168)]
6 88.75 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712)]
6 93.782 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (43770, -22143, 1676643570, 0, 2, 18333333333333334000, 18333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43770, -22143)]
6 130.572 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (29088, -12904, 1676643570, 0, 5, 48333333333333334000, 18333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43770, -22143), (50361, -20832, 1676643588, 0, 4, 28333333333333334000, 23333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 51371, -19580)]
6 171.257 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (30057, -13593, 1676643570, 0, 6, 58333333333333334000, 18333333333333334000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43770, -22143), (46301, -23939, 1676643638, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (47305, -40306, 1676643638, 0, 1, 13333333333333334000, 13333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 47305, -40306)]
6 191.474 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (30603, -14217, 1676643570, 0, 7, 63611111111111112000, 23611111111111112000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42175, -21914), (46301, -23939, 1676643674, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (47305, -40306, 1676643638, 0, 1, 13333333333333334000, 13333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 47305, -40306)]
6 237.405 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643716, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48615, -31554, 1676643638, 0, 8, 88518518518518517000, 69629629629629629000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48755, -29433), (36237, -11111, 1676643702, 0, 2, 26944444444444444000, 26944444444444444000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 36237, -11111)]
6 267.907 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643750, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643750, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (38085, -15262, 1676643702, 0, 6, 68194444444444446060, 55648148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39097, -17790)]
6 273.013 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643754, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643754, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37732, -14875, 1676643702, 0, 8, 83101851851851854060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982)]
6 321.706 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643794, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643794, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643794, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (45517, -26364, 1676643762, 0, 7, 78993386243386246230, 74033068783068785730, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 46029, -27183)]
6 326.724 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643794, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643794, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643794, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (45517, -26364, 1676643762, 0, 7, 78993386243386246230, 74033068783068785730, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 46029, -27183)]
6 351.604 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643834, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643834, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643834, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676643834, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093)]
6 451.163 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643928, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643928, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643928, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676643928, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676643928, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (43527, -28233, 1676643896, 0, 4, 59958957965902412000, 59958957965902412000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 43527, -28233)]
6 456.259 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643938, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643938, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643938, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676643938, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676643938, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (42317, -26004, 1676643896, 0, 6, 73201829805996474000, 73201829805996474000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42317, -26004), (45099, -18734, 1676643936, 0, 2, 9222846854791298600, 414462081128747600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 68196, -30395)]
6 480.215 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643962, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643962, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643962, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676643962, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676643962, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (42786, -25715, 1676643896, 0, 7, 90115373309817754000, 90115373309817754000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42786, -25715), (53728, -26012, 1676643936, 0, 5, 59935736331569661600, 31520429159318047600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 45159, -22850)]
6 510.721 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643980, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643980, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643980, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676643980, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676643980, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (42765, -25716, 1676643896, 0, 8, 90460390946502057500, 90460390946502057500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42765, -25716), (54818, -27630, 1676643936, 0, 8, 96156047912992357600, 67740740740740743600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 51289, -26839)]
6 515.802 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676643980, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676643980, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676643980, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676643980, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676643980, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (42765, -25716, 1676643896, 0, 8, 90460390946502057500, 90460390946502057500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42765, -25716), (54818, -27630, 1676643936, 0, 8, 96156047912992357600, 67740740740740743600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 51289, -26839)]
6 520.856 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676644000, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676644000, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676644000, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676644000, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676644000, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (42765, -25716, 1676643896, 0, 8, 90460390946502057500, 90460390946502057500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42765, -25716), (54818, -27630, 1676643936, 0, 8, 96156047912992357600, 67740740740740743600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 51289, -26839)]
6 526.016 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676644000, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676644000, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676644000, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676644000, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676644000, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (42765, -25716, 1676643896, 0, 8, 90460390946502057500, 90460390946502057500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42765, -25716), (54818, -27630, 1676643936, 0, 8, 96156047912992357600, 67740740740740743600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 51289, -26839)]
6 531.04 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676644012, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676644012, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676644012, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676644012, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676644012, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (43308, -23678, 1676644012, 1, 10, 120868606701940034500, 120868606701940034500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 43308, -23678), (54818, -27630, 1676643936, 0, 8, 96156047912992357600, 67740740740740743600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 51289, -26839)]
6 536.12 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676644016, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676644016, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676644016, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676644016, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676644016, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (43308, -23678, 1676644016, 1, 10, 120868606701940034500, 120868606701940034500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 43308, -23678), (52546, -29095, 1676644016, 1, 10, 126030349794238681600, 97615042621987067600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 49437, -28973)]
6 541.137 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676644020, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676644020, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676644020, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676644020, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676644020, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (43308, -23678, 1676644020, 1, 10, 120868606701940034500, 120868606701940034500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 43308, -23678), (52546, -29095, 1676644020, 1, 10, 126030349794238681600, 97615042621987067600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 49437, -28973)]
6 546.249 [0.4424617472495039, -0.24709488887064923] [(31304, -7689, 1676643510, 2, 10, 100000000000000000000, 40000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 39090, -8712), (31288, -14360, 1676643570, 2, 10, 92777777777777779000, 28888888888888890000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42137, -21165), (46301, -23939, 1676644026, 1, 10, 93333333333333334000, 88333333333333334000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 46338, -23786), (48339, -31806, 1676644026, 1, 10, 104768518518518516000, 72268518518518518000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 48564, -29682), (37820, -14682, 1676644026, 1, 10, 101395502645502648060, 58148148148148149000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 39229, -17982), (43392, -26539, 1676644026, 1, 10, 94412698412698415761, 89452380952380955261, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 43630, -27093), (47003, -24543, 1676644026, 1, 10, 94982583774250440500, 77324514991181660500, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 46463, -22907), (43308, -23678, 1676644026, 1, 10, 120868606701940034500, 120868606701940034500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 43308, -23678), (52546, -29095, 1676644026, 1, 10, 126030349794238681600, 97615042621987067600, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 49437, -28973), (53375, -26629, 1676644024, 0, 2, 10224500293944739600, 10224500293944739600, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 53375, -26629)]
