ID TIME #BLOCKS
13 2.305 1
13 4.384 1
13 15.166 1
13 30.925 1
13 46.669 1
13 73.118 2
13 82.545 2
13 114.636 2
13 131.655 1
13 139.122 1
13 142.255 2
13 151.833 1
13 189.096 2
13 198.719 2
13 234.697 3
13 236.884 2
13 259.018 1
13 273.826 1
13 291.846 1
13 297.145 1
13 341.849 2
13 342.961 1
13 375.043 2
13 389.824 3
13 409.035 3
13 426.235 2
13 446.443 1
13 461.511 3
13 480.604 1
13 498.599 1
13 539.49 2
13 554.312 1
13 563.906 1
13 574.394 1
13 599.807 1
13 609.251 1
13 617.903 1
13 646.143 2
13 655.856 1
