ID TIME pos
5 0.099 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 5.106 [0, 0] [-0.3627042145495745, -0.3886294839370129]
5 10.114 [-0.21284999999999998, -0.39236000000000004] [-0.3627042145495745, -0.3886294839370129]
5 15.119 [-0.3809232529819787, -0.497300038254605] [-0.3627042145495745, -0.3886294839370129]
5 20.126 [-0.3809232529819787, -0.497300038254605] [-0.3627042145495745, -0.3886294839370129]
5 25.132 [-0.3809232529819787, -0.497300038254605] [-0.3627042145495745, -0.3886294839370129]
5 30.139 [-0.3809232529819787, -0.497300038254605] [-0.3627042145495745, -0.3886294839370129]
5 35.146 [-0.3809232529819787, -0.497300038254605] [-0.3627042145495745, -0.3886294839370129]
5 40.151 [-0.3809232529819787, -0.497300038254605] [-0.3627042145495745, -0.3886294839370129]
5 45.16 [-0.37998883532131916, -0.4543766921697367] [-0.3627042145495745, -0.3886294839370129]
5 50.164 [-0.3799855019879858, -0.4541833588364033] [-0.3627042145495745, -0.3886294839370129]
5 55.171 [-0.3649773011927915, -0.38943601530184196] [-0.3627042145495745, -0.3886294839370129]
5 60.178 [-0.3642033011927915, -0.38522801530184203] [-0.3627042145495745, -0.3886294839370129]
5 65.185 [-0.3660293011927915, -0.388670015301842] [-0.3627042145495745, -0.3886294839370129]
5 70.192 [-0.3650937865662796, -0.37557715378703005] [-0.3627042145495745, -0.3886294839370129]
5 75.197 [-0.3644645632454947, -0.37237750956365123] [-0.3627042145495745, -0.3886294839370129]
5 80.205 [-0.3637833132454946, -0.3729437595636512] [-0.3627042145495745, -0.3886294839370129]
5 85.209 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 90.216 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 95.222 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 100.229 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 105.235 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 110.241 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 115.247 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 120.253 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 125.26 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 130.266 [-0.3638829451071064, -0.3673333418343566] [-0.3627042145495745, -0.3886294839370129]
5 135.271 [-0.3612596505963957, -0.366044007650921] [-0.3627042145495745, -0.3886294839370129]
5 140.277 [-0.3612596505963957, -0.366044007650921] [-0.3627042145495745, -0.3886294839370129]
5 145.284 [-0.36077331872399615, -0.36425455240992816] [-0.3627042145495745, -0.3886294839370129]
5 150.291 [-0.360302409633087, -0.36449727968265544] [-0.3627042145495745, -0.3886294839370129]
5 155.298 [-0.3627133187239961, -0.36461000695538276] [-0.3627042145495745, -0.3886294839370129]
5 160.305 [-0.3627160459967234, -0.3646118251372009] [-0.3627042145495745, -0.3886294839370129]
5 165.311 [-0.3612960459967235, -0.3638581887735645] [-0.3627042145495745, -0.3886294839370129]
5 170.317 [-0.36130422781490523, -0.3638209160462918] [-0.3627042145495745, -0.3886294839370129]
5 175.326 [-0.36130331872399607, -0.3638209160462918] [-0.3627042145495745, -0.3886294839370129]
5 180.33 [-0.36097331872399613, -0.36380909786447363] [-0.3627042145495745, -0.3886294839370129]
5 185.336 [-0.36097422781490524, -0.36380909786447363] [-0.3627042145495745, -0.3886294839370129]
5 190.343 [-0.36097422781490524, -0.36380909786447363] [-0.3627042145495745, -0.3886294839370129]
5 195.348 [-0.36097422781490524, -0.36380909786447363] [-0.3627042145495745, -0.3886294839370129]
5 200.358 [-0.36613240963308696, -0.3554700069553827] [-0.3627042145495745, -0.3886294839370129]
5 205.364 [-0.3661315005421779, -0.35545727968265545] [-0.3627042145495745, -0.3886294839370129]
5 210.369 [-0.3657942278149052, -0.3550218251372009] [-0.3627042145495745, -0.3886294839370129]
5 215.376 [-0.3657942278149052, -0.3550218251372009] [-0.3627042145495745, -0.3886294839370129]
5 220.386 [-0.3657942278149052, -0.3550218251372009] [-0.3627042145495745, -0.3886294839370129]
5 225.39 [-0.3657942278149052, -0.3550218251372009] [-0.3627042145495745, -0.3886294839370129]
5 230.395 [-0.3655642278149052, -0.3547554615008373] [-0.3627042145495745, -0.3886294839370129]
5 235.402 [-0.3655642278149052, -0.3547554615008373] [-0.3627042145495745, -0.3886294839370129]
5 240.405 [-0.3657333187239961, -0.35747909786447357] [-0.3627042145495745, -0.3886294839370129]
5 245.419 [-0.3645997088303298, -0.3561058397091008] [-0.3627042145495745, -0.3886294839370129]
5 250.421 [-0.3645955421636631, -0.3561016730424342] [-0.3627042145495745, -0.3886294839370129]
5 255.428 [-0.36459804216366304, -0.3559916730424342] [-0.3627042145495745, -0.3886294839370129]
5 260.434 [-0.36459804216366304, -0.3559916730424342] [-0.3627042145495745, -0.3886294839370129]
5 265.444 [-0.36459804216366304, -0.3559916730424342] [-0.3627042145495745, -0.3886294839370129]
5 270.448 [-0.36464554216366313, -0.3559775063757675] [-0.3627042145495745, -0.3886294839370129]
5 275.456 [-0.36301280815107356, -0.354536928962247] [-0.3627042145495745, -0.3886294839370129]
5 280.46 [-0.3622304647117112, -0.3536564340363722] [-0.3627042145495745, -0.3886294839370129]
5 285.467 [-0.36223046471171116, -0.35356714832208647] [-0.3627042145495745, -0.3886294839370129]
5 290.475 [-0.36223546471171125, -0.3535657197506579] [-0.3627042145495745, -0.3886294839370129]
5 295.482 [-0.36223546471171125, -0.3535657197506579] [-0.3627042145495745, -0.3886294839370129]
5 300.487 [-0.36223546471171125, -0.3535657197506579] [-0.3627042145495745, -0.3886294839370129]
5 305.494 [-0.36223546471171125, -0.3535657197506579] [-0.3627042145495745, -0.3886294839370129]
5 310.5 [-0.36223546471171125, -0.3535657197506579] [-0.3627042145495745, -0.3886294839370129]
5 315.507 [-0.3615257670642638, -0.35296067176728063] [-0.3627042145495745, -0.3886294839370129]
5 320.514 [-0.3615331003975972, -0.3528673384339473] [-0.3627042145495745, -0.3886294839370129]
5 325.52 [-0.3615331003975972, -0.3528673384339473] [-0.3627042145495745, -0.3886294839370129]
5 330.524 [-0.3610777670642638, -0.35299000510061396] [-0.3627042145495745, -0.3886294839370129]
5 335.531 [-0.3602624337309305, -0.352888005100614] [-0.3627042145495745, -0.3886294839370129]
5 340.537 [-0.3602484337309305, -0.35287867176728066] [-0.3627042145495745, -0.3886294839370129]
5 345.545 [-0.3602431003975972, -0.35287867176728066] [-0.3627042145495745, -0.3886294839370129]
5 350.554 [-0.36024176706426386, -0.352878005100614] [-0.3627042145495745, -0.3886294839370129]
5 355.558 [-0.3601171003975972, -0.35286200510061405] [-0.3627042145495745, -0.3886294839370129]
5 360.565 [-0.3600337670642639, -0.352932005100614] [-0.3627042145495745, -0.3886294839370129]
5 365.57 [-0.36003310039759717, -0.35293133843394736] [-0.3627042145495745, -0.3886294839370129]
5 370.574 [-0.3599951003975972, -0.35293467176728066] [-0.3627042145495745, -0.3886294839370129]
5 375.58 [-0.3599951003975972, -0.35293467176728066] [-0.3627042145495745, -0.3886294839370129]
5 380.587 [-0.35997710039759717, -0.35292667176728065] [-0.3627042145495745, -0.3886294839370129]
5 385.594 [-0.35997710039759717, -0.35292667176728065] [-0.3627042145495745, -0.3886294839370129]
5 390.601 [-0.35998976706426383, -0.3529173384339473] [-0.3627042145495745, -0.3886294839370129]
5 395.607 [-0.3599871003975972, -0.35293867176728067] [-0.3627042145495745, -0.3886294839370129]
5 400.614 [-0.3599871003975972, -0.35293867176728067] [-0.3627042145495745, -0.3886294839370129]
5 405.62 [-0.3599871003975972, -0.35293867176728067] [-0.3627042145495745, -0.3886294839370129]
5 410.629 [-0.35998576706426383, -0.352938005100614] [-0.3627042145495745, -0.3886294839370129]
5 415.635 [-0.35999643373093054, -0.352938005100614] [-0.3627042145495745, -0.3886294839370129]
5 420.638 [-0.3601231003975972, -0.35293467176728066] [-0.3627042145495745, -0.3886294839370129]
5 425.644 [-0.36019843373093047, -0.35294667176728073] [-0.3627042145495745, -0.3886294839370129]
5 430.652 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 435.656 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 440.663 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 445.669 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 450.676 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 455.685 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 460.692 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 465.696 [-0.3600864337309304, -0.3529913384339475] [-0.3627042145495745, -0.3886294839370129]
5 470.702 [-0.36007443373093045, -0.35298133843394736] [-0.3627042145495745, -0.3886294839370129]
5 475.708 [-0.36007443373093045, -0.35298133843394736] [-0.3627042145495745, -0.3886294839370129]
5 480.716 [-0.36007576706426375, -0.35297600510061405] [-0.3627042145495745, -0.3886294839370129]
5 485.722 [-0.3599391003975972, -0.3527166717672807] [-0.3627042145495745, -0.3886294839370129]
5 490.727 [-0.3599457670642638, -0.35270867176728066] [-0.3627042145495745, -0.3886294839370129]
5 495.733 [-0.3599304337309305, -0.352690005100614] [-0.3627042145495745, -0.3886294839370129]
5 500.74 [-0.3599304337309305, -0.352690005100614] [-0.3627042145495745, -0.3886294839370129]
5 505.747 [-0.3602084337309305, -0.35235733843394734] [-0.3627042145495745, -0.3886294839370129]
5 510.753 [-0.36020776706426383, -0.352340005100614] [-0.3627042145495745, -0.3886294839370129]
5 515.758 [-0.36011043373093055, -0.35229733843394734] [-0.3627042145495745, -0.3886294839370129]
5 520.765 [-0.36011510039759725, -0.3523013384339473] [-0.3627042145495745, -0.3886294839370129]
5 525.771 [-0.36009910039759724, -0.3522933384339473] [-0.3627042145495745, -0.3886294839370129]
5 530.778 [-0.36009910039759724, -0.3522933384339473] [-0.3627042145495745, -0.3886294839370129]
5 535.785 [-0.3594557670642639, -0.3525413384339473] [-0.3627042145495745, -0.3886294839370129]
5 540.792 [-0.35940376706426386, -0.35246867176728064] [-0.3627042145495745, -0.3886294839370129]
5 545.798 [-0.3594031003975972, -0.35246867176728064] [-0.3627042145495745, -0.3886294839370129]
5 550.805 [-0.3594031003975972, -0.35246867176728064] [-0.3627042145495745, -0.3886294839370129]
5 555.812 [-0.3594031003975972, -0.35246867176728064] [-0.3627042145495745, -0.3886294839370129]
5 560.821 [-0.3594031003975972, -0.35246867176728064] [-0.3627042145495745, -0.3886294839370129]
5 565.828 [-0.35935776706426387, -0.35242467176728065] [-0.3627042145495745, -0.3886294839370129]
5 570.834 [-0.35935443373093057, -0.352424005100614] [-0.3627042145495745, -0.3886294839370129]
5 575.84 [-0.35934310039759715, -0.35239067176728067] [-0.3627042145495745, -0.3886294839370129]
