ID TIME pos
2 1.206 [-0.408740265658495, 0.32402202235864097] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
2 241.769 [-0.32740599999992054, -0.19012600000007293] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 246.776 [-0.327406, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 251.784 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 256.791 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 261.799 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 266.807 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 271.815 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 276.822 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 281.829 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 286.836 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 291.844 [-0.32740600000000003, -0.19012600000000002] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.27048000000000005, -0.13371], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 296.852 [-0.32712132407407407, -0.1899667407407408] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 301.859 [-0.32712000017027704, -0.1899660000952599] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 306.867 [-0.3271200000000219, -0.1899660000000123] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2756099999999999, -0.13643000000000005], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 311.875 [-0.3276375925925926, -0.19018299074074077] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.27821000000000007, -0.1375200000000001], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 316.883 [-0.3276399996904054, -0.19018399987020848] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.27821000000000007, -0.1375200000000001], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 321.89 [-0.3276399999999602, -0.19018399999998337] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [0, 0], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.27821000000000007, -0.1375200000000001], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 326.898 [-0.29704333333333294, -0.15602133333333323] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [-0.26905, -0.13291000000000008], [-0.28180000000000005, -0.13965000000000005], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.27821000000000007, -0.1375200000000001], [-0.28071, -0.1390499999999999], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 331.906 [-0.281911121399177, -0.13962185596707816] [-0.42063277130325205, 0.32188496079330997] [[-0.28149, -0.13816000000000006], [0, 0], [-0.26905, -0.13291000000000008], [-0.2820800000000001, -0.13983999999999996], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2816000000000001, -0.1389499999999999], [-0.28176, -0.13971], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 336.914 [-0.2811444737513664, -0.13947646665621788] [-0.42063277130325205, 0.32188496079330997] [[-0.28137999999999996, -0.13822], [0, 0], [-0.26905, -0.13291000000000008], [-0.28082000000000007, -0.13979000000000008], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2811999999999999, -0.13918000000000008], [-0.28136000000000005, -0.13944], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 341.921 [-0.2810201899157728, -0.139456695768219] [-0.42063277130325205, 0.32188496079330997] [[-0.28136000000000005, -0.13820999999999994], [0, 0], [-0.26905, -0.13291000000000008], [-0.28082000000000007, -0.13979000000000008], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2809299999999999, -0.13915999999999995], [-0.28130999999999995, -0.1394200000000001], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
2 346.929 [-0.2810200001854646, -0.1394566666950862] [-0.42063277130325205, 0.32188496079330997] [[-0.28136000000000005, -0.13820999999999994], [0, 0], [-0.26905, -0.13291000000000008], [-0.28082000000000007, -0.13979000000000008], [0, 0], [0, 0], [-0.28169, -0.13823000000000008], [0, 0], [-0.36529999999999996, -0.12475999999999998], [0, 0], [-0.2809299999999999, -0.13915999999999995], [-0.28130999999999995, -0.1394200000000001], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
