ID TIME pos
10 0.097 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 5.106 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 10.114 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 15.117 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 20.125 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 25.137 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 30.14 [0, 0] [0.3753602891645067, 0.26231960669856597]
10 35.147 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 40.152 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 45.163 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 50.168 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 55.171 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 60.173 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 65.182 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 70.198 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 75.298 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 80.303 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 85.311 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 90.319 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 95.328 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 100.33 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 105.442 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 110.533 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 115.544 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 120.553 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 125.559 [0.15273000000000003, -0.26659999999999995] [0.3753602891645067, 0.26231960669856597]
10 130.569 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 135.576 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 140.585 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 145.586 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 150.593 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 155.6 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 160.608 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 165.618 [0.15730500000000003, -0.15075499999999997] [0.3753602891645067, 0.26231960669856597]
10 170.62 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 175.624 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 180.629 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 185.637 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 190.646 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 195.649 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 200.659 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 205.662 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 210.673 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 215.677 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 220.681 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 225.695 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 230.8 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 235.8 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 240.807 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 245.822 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 250.824 [0.158825, -0.1121399999999999] [0.3753602891645067, 0.26231960669856597]
10 255.829 [0.1654633333333333, -0.08174333333333328] [0.3753602891645067, 0.26231960669856597]
10 260.844 [0.1717924999999999, -0.09517750000000003] [0.3753602891645067, 0.26231960669856597]
10 265.948 [0.17208500000000004, -0.0995625] [0.3753602891645067, 0.26231960669856597]
10 270.953 [0.17376000000000003, -0.09758] [0.3753602891645067, 0.26231960669856597]
10 275.955 [0.17376000000000003, -0.09758] [0.3753602891645067, 0.26231960669856597]
10 280.968 [0.17594750000000003, -0.09517999999999999] [0.3753602891645067, 0.26231960669856597]
10 286.073 [0.17600000000000005, -0.09531249999999997] [0.3753602891645067, 0.26231960669856597]
10 291.076 [0.17600000000000005, -0.09531249999999997] [0.3753602891645067, 0.26231960669856597]
10 296.085 [0.17600000000000005, -0.09531249999999997] [0.3753602891645067, 0.26231960669856597]
10 301.189 [0.18334200000000003, -0.074186] [0.3753602891645067, 0.26231960669856597]
10 306.195 [0.1877128571428572, -0.05829714285714286] [0.3753602891645067, 0.26231960669856597]
10 311.199 [0.18966500000000003, -0.05225249999999998] [0.3753602891645067, 0.26231960669856597]
10 316.204 [0.19057222222222225, -0.04886666666666669] [0.3753602891645067, 0.26231960669856597]
10 321.213 [0.18923800000000007, -0.05148200000000001] [0.3753602891645067, 0.26231960669856597]
10 326.219 [0.18948000000000004, -0.05100400000000001] [0.3753602891645067, 0.26231960669856597]
