ID TIME pos
12 0.095 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 5.112 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 10.112 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 15.12 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 20.126 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 25.134 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 30.143 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 35.145 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 40.151 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 45.165 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 50.171 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 55.171 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 60.185 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 65.288 [0, 0] [0.2903319424492398, -0.36012185175774536]
12 70.293 [0.24868999999999986, -0.3023800000000001] [0.2903319424492398, -0.36012185175774536]
12 75.298 [0.24868999999999986, -0.3023800000000001] [0.2903319424492398, -0.36012185175774536]
12 80.303 [0.24868999999999986, -0.3023800000000001] [0.2903319424492398, -0.36012185175774536]
12 85.31 [0.24868999999999986, -0.3023800000000001] [0.2903319424492398, -0.36012185175774536]
12 90.315 [0.24868999999999986, -0.3023800000000001] [0.2903319424492398, -0.36012185175774536]
12 95.32 [0.24868999999999986, -0.3023800000000001] [0.2903319424492398, -0.36012185175774536]
12 100.328 [0.2653599999999998, -0.2924650000000001] [0.2903319424492398, -0.36012185175774536]
12 105.335 [0.26794666666666656, -0.2923166666666667] [0.2903319424492398, -0.36012185175774536]
12 110.345 [0.268165, -0.29437] [0.2903319424492398, -0.36012185175774536]
12 115.347 [0.26863000000000004, -0.29372600000000004] [0.2903319424492398, -0.36012185175774536]
12 120.353 [0.2671733333333333, -0.29421] [0.2903319424492398, -0.36012185175774536]
12 125.37 [0.267195, -0.2941666666666667] [0.2903319424492398, -0.36012185175774536]
12 130.468 [0.26817714285714284, -0.29397285714285715] [0.2903319424492398, -0.36012185175774536]
12 135.479 [0.26870374999999996, -0.29470500000000005] [0.2903319424492398, -0.36012185175774536]
12 140.479 [0.27075444444444435, -0.2935955555555556] [0.2903319424492398, -0.36012185175774536]
12 145.486 [0.271351, -0.293318] [0.2903319424492398, -0.36012185175774536]
12 150.494 [0.27160599999999996, -0.29053199999999996] [0.2903319424492398, -0.36012185175774536]
12 155.499 [0.2715309090909091, -0.2897118181818181] [0.2903319424492398, -0.36012185175774536]
12 160.508 [0.2715545454545454, -0.28951999999999994] [0.2903319424492398, -0.36012185175774536]
12 165.516 [0.27173749999999997, -0.2897258333333333] [0.2903319424492398, -0.36012185175774536]
12 170.518 [0.27168833333333325, -0.28986] [0.2903319424492398, -0.36012185175774536]
12 175.524 [0.27203499999999997, -0.28841500000000003] [0.2903319424492398, -0.36012185175774536]
12 180.54 [0.27201583333333335, -0.2883483333333333] [0.2903319424492398, -0.36012185175774536]
12 185.54 [0.27201583333333335, -0.2883441666666667] [0.2903319424492398, -0.36012185175774536]
12 190.546 [0.27213, -0.28800666666666663] [0.2903319424492398, -0.36012185175774536]
12 195.553 [0.27213166666666666, -0.2880025] [0.2903319424492398, -0.36012185175774536]
12 200.561 [0.27213166666666666, -0.2880025] [0.2903319424492398, -0.36012185175774536]
12 205.562 [0.27213166666666666, -0.2880025] [0.2903319424492398, -0.36012185175774536]
12 210.565 [0.27213166666666666, -0.2880025] [0.2903319424492398, -0.36012185175774536]
12 215.58 [0.27214333333333335, -0.28796916666666666] [0.2903319424492398, -0.36012185175774536]
12 220.587 [0.2730643376359919, -0.29944313791628463] [0.2903319424492398, -0.36012185175774536]
12 225.593 [0.2730666453282996, -0.29960159945474607] [0.2903319424492398, -0.36012185175774536]
12 230.602 [0.2730666453282996, -0.29960159945474607] [0.2903319424492398, -0.36012185175774536]
12 235.702 [0.2730666453282996, -0.29960159945474607] [0.2903319424492398, -0.36012185175774536]
12 240.715 [0.2730666453282996, -0.29960159945474607] [0.2903319424492398, -0.36012185175774536]
12 245.719 [0.27258402780484964, -0.2994786280651214] [0.2903319424492398, -0.36012185175774536]
12 250.73 [0.27239831351913535, -0.3001207709222643] [0.2903319424492398, -0.36012185175774536]
12 255.732 [0.2724004563762782, -0.30019005663654996] [0.2903319424492398, -0.36012185175774536]
