ID TIME pos
3 5.074 [0.43409881766623104, 0.2554482867205748] []
3 10.102 [0.43409881766623104, 0.2554482867205748] []
3 15.156 [0.43409881766623104, 0.2554482867205748] [(33858, 5560, 1676648646, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 33858, 5560)]
3 21.737 [0.43409881766623104, 0.2554482867205748] [(38335, 10327, 1676648646, 0, 2, 20000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327)]
3 72.578 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327)]
3 77.606 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327)]
3 82.668 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (45034, 24487, 1676648712, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 45034, 24487)]
3 119.413 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38202, 22556, 1676648712, 0, 7, 73750000000000000000, 43750000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 38887, 32401)]
3 155.124 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676648786, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (45847, 33087, 1676648768, 0, 6, 67916666666666668000, 67916666666666668000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 45847, 33087)]
3 183.691 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676648812, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (45726, 32414, 1676648768, 0, 7, 72916666666666668000, 67916666666666668000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 45847, 33087)]
3 208.96 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676648832, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676648832, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (45648, 24320, 1676648830, 0, 2, 18333333333333334000, 18333333333333334000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45648, 24320)]
3 217.746 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676648832, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676648832, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (45648, 24320, 1676648830, 0, 2, 18333333333333334000, 18333333333333334000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45648, 24320)]
3 253.712 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676648884, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676648884, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (47399, 29115, 1676648884, 1, 10, 101250000000000002000, 63611111111111110000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45643, 29241), (51847, 20781, 1676648880, 0, 2, 26388888888888889000, 26388888888888889000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 51847, 20781)]
3 298.639 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676648930, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676648930, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (47399, 29115, 1676648930, 1, 10, 101250000000000002000, 63611111111111110000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45643, 29241), (46953, 21448, 1676648930, 1, 10, 101051587301587298000, 96051587301587298000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 47078, 21356)]
3 374.837 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676649006, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676649006, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (47399, 29115, 1676649006, 1, 10, 101250000000000002000, 63611111111111110000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45643, 29241), (46953, 21448, 1676649006, 1, 10, 101051587301587298000, 96051587301587298000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 47078, 21356), (45227, 26276, 1676649006, 1, 10, 96617063492063489000, 96617063492063489000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45227, 26276), (41220, 30370, 1676649000, 0, 2, 30277777777777780000, 30277777777777780000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 41220, 30370), (52015, -14286, 1676649006, 0, 1, 7291666666666666000, 7291666666666666000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 52015, -14286)]
3 389.101 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676649014, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676649014, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (47399, 29115, 1676649014, 1, 10, 101250000000000002000, 63611111111111110000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45643, 29241), (46953, 21448, 1676649014, 1, 10, 101051587301587298000, 96051587301587298000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 47078, 21356), (45227, 26276, 1676649014, 1, 10, 96617063492063489000, 96617063492063489000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45227, 26276), (41069, 28389, 1676649000, 0, 4, 40744047619047622000, 40744047619047622000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 41069, 28389), (52015, -14286, 1676649006, 0, 1, 7291666666666666000, 7291666666666666000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 52015, -14286)]
3 435.044 [0.43409881766623104, 0.2554482867205748] [(35486, 7363, 1676648646, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 38335, 10327), (38753, 21500, 1676649064, 1, 10, 106250000000000000000, 66250000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 40076, 30107), (44881, 30276, 1676649064, 1, 10, 103750000000000002000, 98750000000000002000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44921, 30631), (47399, 29115, 1676649064, 1, 10, 101250000000000002000, 63611111111111110000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 45643, 29241), (46953, 21448, 1676649064, 1, 10, 101051587301587298000, 96051587301587298000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 47078, 21356), (45227, 26276, 1676649064, 1, 10, 96617063492063489000, 96617063492063489000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45227, 26276), (41841, 26283, 1676649064, 1, 10, 99900793650793653700, 93859126984126987700, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 41932, 26255), (47051, 12877, 1676649006, 0, 6, 74948743386243384000, 59809854497354494000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 45750, 19374)]
