ID TIME pos
13 5.269 [0.44163321934154753, -0.33944040865583885] []
13 10.307 [0.44163321934154753, -0.33944040865583885] []
13 15.395 [0.44163321934154753, -0.33944040865583885] [(-28230, 42473, 1676586637, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 32.552 [0.44163321934154753, -0.33944040865583885] [(-28230, 42473, 1676586637, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 57.994 [0.44163321934154753, -0.33944040865583885] [(-28312, 42718, 1676586637, 0, 8, 80000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 63.005 [0.44163321934154753, -0.33944040865583885] [(-28312, 42718, 1676586637, 0, 8, 80000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 68.111 [0.44163321934154753, -0.33944040865583885] [(-28296, 42666, 1676586637, 0, 9, 90000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 73.258 [0.44163321934154753, -0.33944040865583885] [(-28296, 42666, 1676586637, 0, 9, 90000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 78.264 [0.44163321934154753, -0.33944040865583885] [(-28130, 42658, 1676586637, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 83.363 [0.44163321934154753, -0.33944040865583885] [(-28130, 42658, 1676586637, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 88.37 [0.44163321934154753, -0.33944040865583885] [(-28130, 42658, 1676586637, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 93.417 [0.44163321934154753, -0.33944040865583885] [(-28130, 42658, 1676586637, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 98.428 [0.44163321934154753, -0.33944040865583885] [(-28130, 42658, 1676586637, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473)]
13 103.515 [0.44163321934154753, -0.33944040865583885] [(-28130, 42658, 1676586637, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -28230, 42473), (42622, 42834, 1676586725, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 42622, 42834)]
