ID TIME pos
1 0.101 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 5.107 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 10.114 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 15.12 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 20.126 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 25.133 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 30.14 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 35.147 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 40.154 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 45.161 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 50.168 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 55.174 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 60.181 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 65.188 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 70.194 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 75.2 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 80.207 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 85.213 [0, 0] [0.42503425856351007, -0.40989166181097336]
1 90.22 [0.7355299999999998, -0.4267700000000001] [0.42503425856351007, -0.40989166181097336]
1 95.227 [0.5657296886404756, -0.4249481200841515] [0.42503425856351007, -0.40989166181097336]
1 100.234 [0.5657296886404756, -0.4249481200841515] [0.42503425856351007, -0.40989166181097336]
1 105.24 [0.5657296886404756, -0.4249481200841515] [0.42503425856351007, -0.40989166181097336]
1 110.245 [0.5657296886404756, -0.4249481200841515] [0.42503425856351007, -0.40989166181097336]
1 115.25 [0.5657296886404756, -0.4249481200841515] [0.42503425856351007, -0.40989166181097336]
1 120.258 [0.5658197924269838, -0.4143520800561011] [0.42503425856351007, -0.40989166181097336]
1 125.265 [0.5658131257603171, -0.41434541338943437] [0.42503425856351007, -0.40989166181097336]
1 130.271 [0.5658131257603171, -0.41434541338943437] [0.42503425856351007, -0.40989166181097336]
1 135.278 [0.5658131257603171, -0.41434541338943437] [0.42503425856351007, -0.40989166181097336]
1 140.285 [0.5658131257603171, -0.41434541338943437] [0.42503425856351007, -0.40989166181097336]
1 145.292 [0.5999765628801584, -0.4400027066947172] [0.42503425856351007, -0.40989166181097336]
1 150.297 [0.6001715628801585, -0.4400393733613839] [0.42503425856351007, -0.40989166181097336]
1 155.304 [0.6038641967544216, -0.4402808914526148] [0.42503425856351007, -0.40989166181097336]
1 160.311 [0.6052224221601188, -0.44019078002103784] [0.42503425856351007, -0.40989166181097336]
1 165.318 [0.6048349221601188, -0.43968578002103786] [0.42503425856351007, -0.40989166181097336]
1 170.325 [0.6083388196978834, -0.44234847112981146] [0.42503425856351007, -0.40989166181097336]
1 175.331 [0.6127099377280951, -0.4448396240168303] [0.42503425856351007, -0.40989166181097336]
1 180.338 [0.6126689377280952, -0.44482862401683027] [0.42503425856351007, -0.40989166181097336]
1 185.344 [0.612663937728095, -0.4448276240168303] [0.42503425856351007, -0.40989166181097336]
1 190.351 [0.6133959377280951, -0.4453476240168303] [0.42503425856351007, -0.40989166181097336]
