ID TIME pos
9 0.097 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 5.103 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 10.115 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 15.118 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 20.124 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 25.131 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 30.137 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 35.148 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 40.155 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 45.16 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 50.169 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 55.176 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 60.182 [0, 0] [-0.32228721682564804, 0.4458270469294284]
9 65.184 [-0.32698000000000005, 0.5440399999999999] [-0.32228721682564804, 0.4458270469294284]
9 70.195 [-0.34933000000000003, 0.579755] [-0.32228721682564804, 0.4458270469294284]
9 75.199 [-0.3450433333333333, 0.5804466666666667] [-0.32228721682564804, 0.4458270469294284]
9 80.201 [-0.33025000000000004, 0.5805425000000001] [-0.32228721682564804, 0.4458270469294284]
9 85.212 [-0.33031, 0.5725279999999999] [-0.32228721682564804, 0.4458270469294284]
9 90.222 [-0.3313466666666667, 0.5716033333333334] [-0.32228721682564804, 0.4458270469294284]
9 95.227 [-0.3299914285714286, 0.5723271428571428] [-0.32228721682564804, 0.4458270469294284]
9 100.233 [-0.3296316170083739, 0.533538107839982] [-0.32228721682564804, 0.4458270469294284]
9 105.238 [-0.32960036700837386, 0.5328906078399821] [-0.32228721682564804, 0.4458270469294284]
9 110.241 [-0.32916161700837393, 0.5316981078399821] [-0.32228721682564804, 0.4458270469294284]
9 115.248 [-0.32666477067411015, 0.5376805403022064] [-0.32228721682564804, 0.4458270469294284]
9 120.254 [-0.3266614373407768, 0.537657206968873] [-0.32228721682564804, 0.4458270469294284]
9 125.264 [-0.3297872936066991, 0.5397474862719858] [-0.32228721682564804, 0.4458270469294284]
9 130.267 [-0.3263462936066991, 0.5351594862719857] [-0.32228721682564804, 0.4458270469294284]
9 135.275 [-0.3269829941879082, 0.5364722602472597] [-0.32228721682564804, 0.4458270469294284]
9 140.28 [-0.32865026691518096, 0.534855896610896] [-0.32228721682564804, 0.4458270469294284]
9 145.291 [-0.3287639032788174, 0.5347104420654415] [-0.32228721682564804, 0.4458270469294284]
9 150.299 [-0.3287639032788174, 0.5347095329745325] [-0.32228721682564804, 0.4458270469294284]
9 155.303 [-0.3287639032788174, 0.5347095329745325] [-0.32228721682564804, 0.4458270469294284]
9 160.311 [-0.3287639032788174, 0.5347095329745325] [-0.32228721682564804, 0.4458270469294284]
9 165.319 [-0.3287639032788174, 0.5347095329745325] [-0.32228721682564804, 0.4458270469294284]
9 170.322 [-0.3289548123697264, 0.5345240784290778] [-0.32228721682564804, 0.4458270469294284]
9 175.33 [-0.3298766305515446, 0.5343895329745325] [-0.32228721682564804, 0.4458270469294284]
9 180.338 [-0.3299320850969992, 0.5343404420654415] [-0.32228721682564804, 0.4458270469294284]
9 185.345 [-0.33454357800558254, 0.5360287385599881] [-0.32228721682564804, 0.4458270469294284]
9 190.351 [-0.3345444113389158, 0.5360287385599881] [-0.32228721682564804, 0.4458270469294284]
9 195.361 [-0.3345444113389158, 0.5360287385599881] [-0.32228721682564804, 0.4458270469294284]
9 200.461 [-0.3350669113389158, 0.5361779052266548] [-0.32228721682564804, 0.4458270469294284]
9 205.467 [-0.3350677446722492, 0.5361770718933214] [-0.32228721682564804, 0.4458270469294284]
9 210.474 [-0.3350677446722492, 0.5361770718933214] [-0.32228721682564804, 0.4458270469294284]
9 215.481 [-0.3350485780055825, 0.536118738559988] [-0.32228721682564804, 0.4458270469294284]
9 220.49 [-0.3355485780055825, 0.5351695718933215] [-0.32228721682564804, 0.4458270469294284]
9 225.499 [-0.3358652446722492, 0.5348954052266549] [-0.32228721682564804, 0.4458270469294284]
9 230.594 [-0.33647024467224923, 0.5349237385599882] [-0.32228721682564804, 0.4458270469294284]
9 235.611 [-0.3362577446722492, 0.5351279052266548] [-0.32228721682564804, 0.4458270469294284]
9 240.718 [-0.3362577446722492, 0.5351279052266548] [-0.32228721682564804, 0.4458270469294284]
9 245.821 [-0.33626607800558256, 0.535121238559988] [-0.32228721682564804, 0.4458270469294284]
9 250.828 [-0.3362427446722492, 0.535121238559988] [-0.32228721682564804, 0.4458270469294284]
9 255.837 [-0.3362427446722492, 0.535121238559988] [-0.32228721682564804, 0.4458270469294284]
9 260.838 [-0.3362427446722492, 0.535121238559988] [-0.32228721682564804, 0.4458270469294284]
9 265.847 [-0.3360894113389159, 0.5325154052266546] [-0.32228721682564804, 0.4458270469294284]
9 270.851 [-0.3360702446722492, 0.5325395718933215] [-0.32228721682564804, 0.4458270469294284]
9 275.859 [-0.33497107800558257, 0.5309612385599881] [-0.32228721682564804, 0.4458270469294284]
9 280.866 [-0.33514637969746086, 0.5321472971322967] [-0.32228721682564804, 0.4458270469294284]
9 285.876 [-0.3354894954333565, 0.5295353473371327] [-0.32228721682564804, 0.4458270469294284]
9 290.982 [-0.33557449543335643, 0.5294653473371326] [-0.32228721682564804, 0.4458270469294284]
9 295.989 [-0.3358144954333565, 0.5289053473371326] [-0.32228721682564804, 0.4458270469294284]
9 300.991 [-0.3358302097190707, 0.5288774901942754] [-0.32228721682564804, 0.4458270469294284]
9 305.997 [-0.33675020971907077, 0.5288224901942755] [-0.32228721682564804, 0.4458270469294284]
9 311.005 [-0.33675020971907077, 0.5288224901942755] [-0.32228721682564804, 0.4458270469294284]
9 316.01 [-0.33681449543335645, 0.5287860616228469] [-0.32228721682564804, 0.4458270469294284]
9 321.019 [-0.33675663829049934, 0.5286703473371327] [-0.32228721682564804, 0.4458270469294284]
9 326.024 [-0.33670592400478505, 0.5284953473371327] [-0.32228721682564804, 0.4458270469294284]
9 331.032 [-0.33670806686192783, 0.5284503473371326] [-0.32228721682564804, 0.4458270469294284]
9 336.043 [-0.33671163829049927, 0.5284532044799898] [-0.32228721682564804, 0.4458270469294284]
9 341.047 [-0.3366859240047851, 0.5284124901942755] [-0.32228721682564804, 0.4458270469294284]
9 346.052 [-0.3366859240047851, 0.5284117759085613] [-0.32228721682564804, 0.4458270469294284]
9 351.058 [-0.3368073525762136, 0.5282617759085613] [-0.32228721682564804, 0.4458270469294284]
9 356.074 [-0.33700092400478504, 0.5275339187657041] [-0.32228721682564804, 0.4458270469294284]
9 361.174 [-0.33694949543335645, 0.5274174901942755] [-0.32228721682564804, 0.4458270469294284]
9 366.181 [-0.33711949543335645, 0.5271574901942755] [-0.32228721682564804, 0.4458270469294284]
9 371.186 [-0.33711949543335645, 0.5271574901942755] [-0.32228721682564804, 0.4458270469294284]
9 376.194 [-0.3371187811476422, 0.527156061622847] [-0.32228721682564804, 0.4458270469294284]
9 381.202 [-0.3371202097190708, 0.5271346330514184] [-0.32228721682564804, 0.4458270469294284]
9 386.206 [-0.3371202097190708, 0.5271346330514184] [-0.32228721682564804, 0.4458270469294284]
9 391.213 [-0.3372123525762136, 0.5269396330514183] [-0.32228721682564804, 0.4458270469294284]
9 396.221 [-0.3373494954333565, 0.5266103473371327] [-0.32228721682564804, 0.4458270469294284]
9 401.23 [-0.337578066861928, 0.5263646330514183] [-0.32228721682564804, 0.4458270469294284]
9 406.238 [-0.3375902097190708, 0.5263432044799897] [-0.32228721682564804, 0.4458270469294284]
9 411.239 [-0.33754949543335655, 0.5262324901942754] [-0.32228721682564804, 0.4458270469294284]
9 416.24 [-0.3375737811476422, 0.5259667759085611] [-0.32228721682564804, 0.4458270469294284]
9 421.254 [-0.337690924004785, 0.5258353473371327] [-0.32228721682564804, 0.4458270469294284]
9 426.258 [-0.3376973525762136, 0.5258296330514184] [-0.32228721682564804, 0.4458270469294284]
9 431.264 [-0.3376973525762136, 0.5258296330514184] [-0.32228721682564804, 0.4458270469294284]
9 436.273 [-0.3376973525762136, 0.5258296330514184] [-0.32228721682564804, 0.4458270469294284]
9 441.278 [-0.3377223525762136, 0.5256967759085611] [-0.32228721682564804, 0.4458270469294284]
9 446.289 [-0.3377287811476422, 0.5256753473371326] [-0.32228721682564804, 0.4458270469294284]
9 451.293 [-0.3377480668619279, 0.5255717759085612] [-0.32228721682564804, 0.4458270469294284]
9 456.3 [-0.3375116382904993, 0.5254296330514182] [-0.32228721682564804, 0.4458270469294284]
9 461.307 [-0.33751092400478505, 0.5254274901942755] [-0.32228721682564804, 0.4458270469294284]
9 466.318 [-0.3374916382904994, 0.5250589187657041] [-0.32228721682564804, 0.4458270469294284]
9 471.319 [-0.3374902097190708, 0.5250532044799897] [-0.32228721682564804, 0.4458270469294284]
9 476.326 [-0.33749806686192796, 0.525043918765704] [-0.32228721682564804, 0.4458270469294284]
9 481.333 [-0.33749806686192796, 0.525043918765704] [-0.32228721682564804, 0.4458270469294284]
9 486.342 [-0.33749806686192796, 0.525043918765704] [-0.32228721682564804, 0.4458270469294284]
9 491.349 [-0.33749806686192796, 0.525043918765704] [-0.32228721682564804, 0.4458270469294284]
9 496.353 [-0.337740924004785, 0.5247646330514183] [-0.32228721682564804, 0.4458270469294284]
9 501.359 [-0.3373966382904993, 0.5236353473371326] [-0.32228721682564804, 0.4458270469294284]
9 506.366 [-0.33742163829049937, 0.5235224901942754] [-0.32228721682564804, 0.4458270469294284]
9 511.378 [-0.33746878114764217, 0.5234046330514184] [-0.32228721682564804, 0.4458270469294284]
9 516.383 [-0.33746878114764217, 0.5234046330514184] [-0.32228721682564804, 0.4458270469294284]
9 521.389 [-0.33746878114764217, 0.5234046330514184] [-0.32228721682564804, 0.4458270469294284]
9 526.39 [-0.33746878114764217, 0.5234046330514184] [-0.32228721682564804, 0.4458270469294284]
9 531.398 [-0.33777306686192793, 0.5226296330514183] [-0.32228721682564804, 0.4458270469294284]
9 536.401 [-0.3377859240047851, 0.5222953473371327] [-0.32228721682564804, 0.4458270469294284]
9 541.403 [-0.33771878114764226, 0.521911061622847] [-0.32228721682564804, 0.4458270469294284]
9 546.418 [-0.33770306686192797, 0.5219124901942754] [-0.32228721682564804, 0.4458270469294284]
9 551.424 [-0.3377052097190708, 0.5219046330514183] [-0.32228721682564804, 0.4458270469294284]
9 556.429 [-0.3377052097190708, 0.5219046330514183] [-0.32228721682564804, 0.4458270469294284]
9 561.438 [-0.3373823525762137, 0.5209317759085612] [-0.32228721682564804, 0.4458270469294284]
9 566.442 [-0.3373887811476422, 0.5208253473371326] [-0.32228721682564804, 0.4458270469294284]
9 571.447 [-0.33738663829049936, 0.5208167759085611] [-0.32228721682564804, 0.4458270469294284]
9 576.456 [-0.33738663829049936, 0.5208167759085611] [-0.32228721682564804, 0.4458270469294284]
9 581.467 [-0.33760020971907073, 0.5204174901942754] [-0.32228721682564804, 0.4458270469294284]
9 586.469 [-0.3375894954333565, 0.5203946330514183] [-0.32228721682564804, 0.4458270469294284]
9 591.478 [-0.3375894954333565, 0.5203946330514183] [-0.32228721682564804, 0.4458270469294284]
9 596.486 [-0.3375894954333565, 0.5203946330514183] [-0.32228721682564804, 0.4458270469294284]
