ID TIME ETH
14 0.414 21 21.0
14 5.439 21 21.0
14 10.55 21 21.0
14 15.795 21 21.0
14 20.875 21 21.0
14 26.149 21 21.0
14 31.262 21 21.0
14 36.329 21 21.0
14 41.364 21 21.0
14 46.502 21 21.0
14 51.947 21 21.0
14 57.04 21 21.0
14 62.124 21 21.0
14 67.296 21 21.0
14 72.555 21 21.0
14 77.604 21 21.0
14 82.653 21 21.0
14 87.762 21 21.0
14 92.95 21 21.0
14 98.135 21 21.0
14 103.232 21 21.0
14 108.425 21 21.0
14 113.55 21 21.0
14 118.608 21 21.0
14 123.668 21 21.0
14 128.861 21 21.0
14 134.036 21 21.0
14 139.159 21 21.0
14 144.466 21 21.0
14 149.549 16 21.0
14 154.742 16 21.0
14 159.918 16 21.0
14 165.016 16 21.0
14 170.209 16 21.0
14 175.33 16 21.0
14 180.416 16 21.0
14 185.705 16 21.0
14 191.084 16 21.0
14 196.363 16 21.0
14 201.453 16 21.0
14 206.573 16 21.0
14 211.667 16 21.0
14 216.809 16 21.0
14 221.895 16 21.0
14 227.108 16 21.0
14 232.235 16 21.0
14 237.319 16 21.0
14 242.461 16 21.0
14 247.592 16 21.0
14 252.719 16 21.0
14 258.0 16 21.0
14 263.186 16 21.0
14 268.413 11 21.0
14 273.561 11 21.0
14 278.685 11 21.0
14 283.848 11 21.0
14 288.945 11 21.0
14 294.221 11 21.0
14 299.432 11 21.0
14 304.542 11 21.0
14 309.704 11 21.0
14 314.9 11 21.0
14 320.174 11 21.0
14 325.368 11 21.0
14 330.489 11 21.0
14 335.646 11 16.0
14 340.753 11 16.0
14 345.913 11 16.0
14 351.108 11 16.0
14 356.376 11 16.0
14 361.618 11 16.0
14 366.794 11 16.0
14 371.885 11 16.0
14 377.114 11 16.0
14 382.282 11 16.0
14 387.444 11 16.0
14 392.612 11 16.0
14 397.831 11 16.0
14 403.045 11 16.0
14 408.152 11 16.0
14 413.344 11 16.0
14 418.558 11 16.0
14 423.741 11 16.0
14 428.855 11 16.0
14 434.018 11 16.0
14 439.247 11 16.0
14 444.371 11 16.0
14 449.678 16 16.0
14 454.873 16 16.0
14 460.123 16 16.0
14 465.225 16 16.0
14 470.441 16 16.0
14 475.547 16 16.0
14 480.738 16 16.0
14 485.924 16 16.0
14 491.066 16 16.0
14 496.197 16 16.0
14 501.362 16 16.0
14 506.472 16 16.0
14 511.632 16 16.0
14 516.773 16 16.0
14 521.851 16 16.0
14 526.97 16 16.0
14 532.127 16 16.0
14 537.181 16 16.0
14 542.27 16 16.0
14 547.362 16 16.0
14 552.471 16 16.0
14 557.585 16 16.0
14 562.688 16 16.0
14 567.809 16 16.0
14 572.982 16 16.0
14 578.132 16 16.0
14 583.219 16 16.0
