ID TIME POS
4 0.17 -0.0778363i + 0.214603j
4 10.197 -0.39262i + 0.270707j
4 20.241 -0.281692i + 0.538409j
4 30.257 -0.18596i + 0.838837j
4 40.341 0.0754528i + 0.658203j
4 50.442 0.20455i + 0.371501j
4 60.443 0.539015i + 0.219405j
4 70.467 0.550941i + 0.27691j
4 80.468 0.458496i + -0.152469j
4 90.668 0.646381i + 0.204254j
4 100.777 0.75854i + -0.232486j
4 110.839 1.06588i + -0.333522j
4 120.94 0.618192i + -0.567389j
4 130.944 0.598041i + -0.601024j
4 140.981 0.210401i + -0.530232j
4 151.04 0.37043i + -0.334039j
4 161.073 0.437293i + 0.185415j
4 171.176 0.391878i + -0.0186968j
4 181.251 0.42248i + 0.278018j
4 191.344 0.916464i + 0.28749j
4 201.345 0.870889i + 0.390928j
4 211.447 0.916704i + 0.042186j
4 221.605 0.943458i + -0.0497717j
4 231.678 0.749321i + -0.388135j
4 241.773 0.902101i + -0.244753j
4 251.908 0.598802i + -0.0702226j
4 261.946 0.487323i + -0.0914215j
4 272.046 -0.133231i + -0.0681567j
4 282.206 -0.195992i + 0.0454178j
