ID TIME pos
11 0.095 [0, 0] [0.445992151382498, 0.4043407707571747]
11 5.107 [0, 0] [0.445992151382498, 0.4043407707571747]
11 10.116 [0, 0] [0.445992151382498, 0.4043407707571747]
11 15.122 [0, 0] [0.445992151382498, 0.4043407707571747]
11 20.125 [0, 0] [0.445992151382498, 0.4043407707571747]
11 25.132 [0, 0] [0.445992151382498, 0.4043407707571747]
11 30.14 [0, 0] [0.445992151382498, 0.4043407707571747]
11 35.147 [0, 0] [0.445992151382498, 0.4043407707571747]
11 40.154 [0, 0] [0.445992151382498, 0.4043407707571747]
11 45.161 [0, 0] [0.445992151382498, 0.4043407707571747]
11 50.166 [0, 0] [0.445992151382498, 0.4043407707571747]
11 55.175 [0, 0] [0.445992151382498, 0.4043407707571747]
11 60.18 [0, 0] [0.445992151382498, 0.4043407707571747]
11 65.184 [0, 0] [0.445992151382498, 0.4043407707571747]
11 70.192 [0, 0] [0.445992151382498, 0.4043407707571747]
11 75.201 [0, 0] [0.445992151382498, 0.4043407707571747]
11 80.205 [0, 0] [0.445992151382498, 0.4043407707571747]
11 85.217 [0, 0] [0.445992151382498, 0.4043407707571747]
11 90.22 [0, 0] [0.445992151382498, 0.4043407707571747]
11 95.226 [0, 0] [0.445992151382498, 0.4043407707571747]
11 100.23 [0, 0] [0.445992151382498, 0.4043407707571747]
11 105.24 [0, 0] [0.445992151382498, 0.4043407707571747]
11 110.245 [0, 0] [0.445992151382498, 0.4043407707571747]
11 115.249 [0, 0] [0.445992151382498, 0.4043407707571747]
11 120.361 [0, 0] [0.445992151382498, 0.4043407707571747]
11 125.363 [0, 0] [0.445992151382498, 0.4043407707571747]
11 130.367 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 135.376 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 140.385 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 145.389 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 150.395 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 155.401 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 160.408 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 165.414 [0.47544999999999993, 0.4390299999999998] [0.445992151382498, 0.4043407707571747]
11 170.421 [0.47753500000000004, 0.41728500000000013] [0.445992151382498, 0.4043407707571747]
11 175.428 [0.48244, 0.41257749999999993] [0.445992151382498, 0.4043407707571747]
11 180.438 [0.48821333333333333, 0.4105816666666667] [0.445992151382498, 0.4043407707571747]
11 185.443 [0.4872199999999999, 0.41152428571428573] [0.445992151382498, 0.4043407707571747]
11 190.448 [0.4869171428571427, 0.41131714285714294] [0.445992151382498, 0.4043407707571747]
11 195.452 [0.4857449999999999, 0.40942] [0.445992151382498, 0.4043407707571747]
11 200.465 [0.48572874999999993, 0.4093975] [0.445992151382498, 0.4043407707571747]
11 205.467 [0.48573124999999995, 0.40939375] [0.445992151382498, 0.4043407707571747]
11 210.474 [0.4857324999999999, 0.4093925] [0.445992151382498, 0.4043407707571747]
11 215.481 [0.4857324999999999, 0.4093925] [0.445992151382498, 0.4043407707571747]
11 220.485 [0.4857324999999999, 0.4093925] [0.445992151382498, 0.4043407707571747]
11 225.491 [0.48577374999999995, 0.40942] [0.445992151382498, 0.4043407707571747]
11 230.496 [0.48577374999999995, 0.40942] [0.445992151382498, 0.4043407707571747]
11 235.502 [0.47472, 0.40417875] [0.445992151382498, 0.4043407707571747]
11 240.51 [0.47326624999999994, 0.4041] [0.445992151382498, 0.4043407707571747]
11 245.519 [0.47474099999999986, 0.40563899999999997] [0.445992151382498, 0.4043407707571747]
11 250.521 [0.47264416666666675, 0.40420750000000005] [0.445992151382498, 0.4043407707571747]
11 255.528 [0.4728466666666667, 0.40449833333333335] [0.445992151382498, 0.4043407707571747]
11 260.538 [0.47272333333333333, 0.4038283333333334] [0.445992151382498, 0.4043407707571747]
11 265.545 [0.4727208333333334, 0.4038266666666666] [0.445992151382498, 0.4043407707571747]
11 270.548 [0.47267166666666666, 0.40377916666666663] [0.445992151382498, 0.4043407707571747]
11 275.554 [0.4726700000000001, 0.40377750000000007] [0.445992151382498, 0.4043407707571747]
11 280.568 [0.47575916666666673, 0.4034491666666667] [0.445992151382498, 0.4043407707571747]
11 285.666 [0.47639916666666676, 0.4033858333333333] [0.445992151382498, 0.4043407707571747]
11 290.678 [0.48907777803815894, 0.3978734345836864] [0.445992151382498, 0.4043407707571747]
11 295.683 [0.4891123934227744, 0.3979711268913787] [0.445992151382498, 0.4043407707571747]
11 300.689 [0.4885715081782904, 0.4007217606848516] [0.445992151382498, 0.4043407707571747]
11 305.692 [0.4885715081782904, 0.4007217606848516] [0.445992151382498, 0.4043407707571747]
11 310.699 [0.4885715081782904, 0.4007217606848516] [0.445992151382498, 0.4043407707571747]
11 315.706 [0.4885686510354333, 0.40073604639913746] [0.445992151382498, 0.4043407707571747]
11 320.713 [0.4885686510354333, 0.40073604639913746] [0.445992151382498, 0.4043407707571747]
11 325.724 [0.4885686510354333, 0.40073604639913746] [0.445992151382498, 0.4043407707571747]
11 330.728 [0.4885257938925761, 0.40070676068485167] [0.445992151382498, 0.4043407707571747]
11 335.737 [0.4885250796068618, 0.4007060463991374] [0.445992151382498, 0.4043407707571747]
11 340.848 [0.4885250796068618, 0.4007060463991374] [0.445992151382498, 0.4043407707571747]
11 345.849 [0.48835865103543324, 0.400367474970566] [0.445992151382498, 0.4043407707571747]
11 350.856 [0.48835865103543324, 0.400367474970566] [0.445992151382498, 0.4043407707571747]
11 355.863 [0.48835865103543324, 0.400367474970566] [0.445992151382498, 0.4043407707571747]
11 360.867 [0.48835865103543324, 0.400367474970566] [0.445992151382498, 0.4043407707571747]
11 365.872 [0.4884036510354333, 0.3998631892562802] [0.445992151382498, 0.4043407707571747]
11 370.883 [0.488402936749719, 0.3998581892562803] [0.445992151382498, 0.4043407707571747]
11 375.884 [0.488402936749719, 0.3998581892562803] [0.445992151382498, 0.4043407707571747]
11 380.895 [0.488402936749719, 0.3998581892562803] [0.445992151382498, 0.4043407707571747]
11 385.896 [0.488402936749719, 0.3998581892562803] [0.445992151382498, 0.4043407707571747]
11 390.905 [0.4885350796068618, 0.3998631892562802] [0.445992151382498, 0.4043407707571747]
11 395.909 [0.4894122224640046, 0.4000296178277088] [0.445992151382498, 0.4043407707571747]
11 400.915 [0.4894207938925761, 0.4000310463991373] [0.445992151382498, 0.4043407707571747]
11 405.923 [0.4894207938925761, 0.4000310463991373] [0.445992151382498, 0.4043407707571747]
11 410.935 [0.4894207938925761, 0.4000310463991373] [0.445992151382498, 0.4043407707571747]
11 415.937 [0.4894207938925761, 0.4000310463991373] [0.445992151382498, 0.4043407707571747]
11 420.944 [0.4894207938925761, 0.4000310463991373] [0.445992151382498, 0.4043407707571747]
11 425.949 [0.4878254076330711, 0.39878430997252823] [0.445992151382498, 0.4043407707571747]
11 430.958 [0.4878020742997378, 0.39871630997252816] [0.445992151382498, 0.4043407707571747]
11 435.964 [0.48780140763307117, 0.39871630997252816] [0.445992151382498, 0.4043407707571747]
11 440.97 [0.4878214076330711, 0.3985029766391949] [0.445992151382498, 0.4043407707571747]
11 445.978 [0.487867407633071, 0.39849297663919486] [0.445992151382498, 0.4043407707571747]
11 450.983 [0.4878687409664044, 0.39849230997252827] [0.445992151382498, 0.4043407707571747]
11 455.994 [0.4878640742997376, 0.3983003099725282] [0.445992151382498, 0.4043407707571747]
11 460.996 [0.4877700742997377, 0.39830830997252825] [0.445992151382498, 0.4043407707571747]
11 466.003 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 471.011 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 476.016 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 481.028 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 486.029 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 491.036 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 496.045 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 501.056 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 506.061 [0.4877680742997377, 0.3983169766391949] [0.445992151382498, 0.4043407707571747]
11 511.069 [0.48811474096640434, 0.3977729766391949] [0.445992151382498, 0.4043407707571747]
11 516.072 [0.48809274096640437, 0.39763497663919495] [0.445992151382498, 0.4043407707571747]
11 521.077 [0.4880947409664044, 0.39763364330586154] [0.445992151382498, 0.4043407707571747]
11 526.084 [0.4881180742997377, 0.3975556433058615] [0.445992151382498, 0.4043407707571747]
11 531.092 [0.4881180742997377, 0.3975556433058615] [0.445992151382498, 0.4043407707571747]
11 536.097 [0.4881180742997377, 0.39755497663919487] [0.445992151382498, 0.4043407707571747]
11 541.103 [0.4881227409664044, 0.3975483099725282] [0.445992151382498, 0.4043407707571747]
11 546.111 [0.4881227409664044, 0.3975483099725282] [0.445992151382498, 0.4043407707571747]
11 551.115 [0.48813074096640435, 0.3975169766391949] [0.445992151382498, 0.4043407707571747]
11 556.126 [0.488131407633071, 0.39751630997252824] [0.445992151382498, 0.4043407707571747]
11 561.133 [0.488131407633071, 0.3975156433058616] [0.445992151382498, 0.4043407707571747]
11 566.138 [0.488131407633071, 0.3975156433058616] [0.445992151382498, 0.4043407707571747]
11 571.146 [0.488131407633071, 0.3975156433058616] [0.445992151382498, 0.4043407707571747]
11 576.153 [0.488131407633071, 0.3975156433058616] [0.445992151382498, 0.4043407707571747]
11 581.156 [0.488131407633071, 0.3975156433058616] [0.445992151382498, 0.4043407707571747]
11 586.164 [0.4881634076330711, 0.3974763099725282] [0.445992151382498, 0.4043407707571747]
11 591.168 [0.488275407633071, 0.3974096433058616] [0.445992151382498, 0.4043407707571747]
11 596.182 [0.4882980742997377, 0.3974009766391949] [0.445992151382498, 0.4043407707571747]
