ID TIME ESTIMATE W B S1 S2 S3
5 0.002 0.125 0 3 0 0 0
5 0.964 0.214 1 5 0.24313725490196078 0.0 0.0
5 1.985 0.35 3 6 1.0 1.0 0.0
5 3.978 0.5 6 6 1.0 1.0 1.0
5 5.016 0.406 6 9 0.0 0.0 0.0
5 6.988 0.447 8 10 1.0 1.0 0.0
5 9.007 0.523 11 10 1.0 1.0 1.0
5 11.001 0.58 14 10 1.0 1.0 1.0
5 12.97 0.625 17 10 1.0 1.0 1.0
5 13.982 0.661 20 10 1.0 1.0 1.0
5 15.011 0.603 20 13 0.0 0.0 0.0
5 16.974 0.554 20 16 0.0 0.0 0.0
5 17.977 0.512 20 19 0.0 0.0 0.0
5 20.02 0.477 20 22 0.0 0.0 0.0
5 21.977 0.446 20 25 0.0 0.0 0.0
5 22.999 0.418 20 28 0.0 0.0 0.0
5 24.973 0.394 20 31 0.0 0.0 0.0
5 26.019 0.427 23 31 1.0 1.0 1.0
5 28.008 0.405 23 34 0.0 0.0 0.0
5 30.007 0.402 24 36 0.0 0.0 0.7490196078431373
5 31.978 0.383 24 39 0.0 0.0 0.0
5 32.991 0.366 24 42 0.0 0.0 0.0
5 34.009 0.35 24 45 0.0 0.0 0.0
5 35.986 0.336 24 48 0.0 0.0 0.0
5 37.995 0.322 24 51 0.0 0.0 0.0
5 40.018 0.348 27 51 1.0 1.0 1.0
5 42.013 0.335 27 54 0.0 0.0 0.0
5 43.974 0.324 27 57 0.0 0.0 0.0
5 45.008 0.312 27 60 0.0 0.0 0.0
5 46.029 0.302 27 63 0.0 0.0 0.0
5 47.973 0.293 27 66 0.0 0.0 0.0
5 49.009 0.284 27 69 0.0 0.0 0.0
5 50.971 0.305 30 69 1.0 1.0 1.0
5 52.008 0.306 31 71 0.7490196078431373 0.0 0.0
5 53.017 0.325 34 71 1.0 1.0 0.24313725490196078
5 55.011 0.317 34 74 0.0 0.0 0.0
5 57.015 0.308 34 77 0.0 0.0 0.0
5 59.012 0.3 34 80 0.0 0.0 0.0
5 61.012 0.309 36 81 1.0 0.7490196078431373 0.0
5 62.98 0.302 36 84 0.0 0.0 0.0
5 64.014 0.294 36 87 0.0 0.0 0.0
5 66.013 0.287 36 90 0.0 0.0 0.0
5 68.003 0.288 37 92 0.0 0.0 1.0
5 69.973 0.305 40 92 1.0 1.0 1.0
5 70.992 0.32 43 92 1.0 1.0 1.0
5 71.997 0.335 46 92 1.0 1.0 1.0
5 73.018 0.342 48 93 1.0 0.7490196078431373 0.0
5 74.979 0.334 48 96 0.0 0.0 0.0
5 76.006 0.328 48 99 0.0 0.0 0.0
5 78.02 0.341 51 99 1.0 1.0 1.0
5 80.002 0.334 51 102 0.0 0.0 0.0
5 81.977 0.328 51 105 0.0 0.0 0.0
5 82.981 0.322 51 108 0.0 0.0 0.0
5 83.985 0.316 51 111 0.0 0.0 0.0
5 85.017 0.31 51 114 0.0 0.0 0.0
5 86.991 0.305 51 117 0.0 0.0 0.0
5 88.001 0.299 51 120 0.0 0.0 0.0
5 89.978 0.294 51 123 0.0 0.0 0.0
5 90.981 0.289 51 126 0.0 0.0 0.0
5 91.991 0.285 51 129 0.0 0.0 0.0
5 94.006 0.296 54 129 1.0 1.0 1.0
5 95.008 0.307 57 129 1.0 1.0 1.0
5 96.987 0.318 60 129 1.0 1.0 1.0
5 98.973 0.313 60 132 0.0 0.0 0.0
5 100.0 0.309 60 135 0.0 0.0 0.0
5 101.995 0.319 63 135 1.0 1.0 1.0
5 103.981 0.314 63 138 0.0 0.0 0.0
5 105.997 0.31 63 141 0.0 0.0 0.0
5 107.987 0.32 66 141 1.0 1.0 1.0
5 108.99 0.329 69 141 1.0 1.0 1.0
5 110.02 0.325 69 144 0.0 0.0 0.0
5 112.017 0.32 69 147 0.0 0.0 0.0
5 114.013 0.32 70 149 0.0 0.0 1.0
5 116.009 0.325 72 150 0.0 0.7490196078431373 1.0
5 117.982 0.325 73 152 0.7490196078431373 0.0 0.0
5 119.009 0.334 76 152 1.0 1.0 1.0
5 120.014 0.343 79 152 1.0 1.0 1.0
5 121.983 0.338 79 155 0.0 0.0 0.0
5 122.992 0.334 79 158 0.0 0.0 0.0
5 125.038 0.33 79 161 0.0 0.0 0.0
5 126.999 0.338 82 161 1.0 1.0 1.0
5 128.983 0.334 82 164 0.0 0.0 0.0
5 130.016 0.33 82 167 0.0 0.0 0.0
5 131.98 0.326 82 170 0.0 0.0 0.0
5 132.995 0.322 82 173 0.0 0.0 0.0
5 134.031 0.319 82 176 0.0 0.0 0.0
5 136.015 0.315 82 179 0.0 0.0 0.0
5 137.98 0.323 85 179 1.0 1.0 1.0
5 139.015 0.323 86 181 0.24313725490196078 0.0 0.0
5 140.023 0.319 86 184 0.0 0.0 0.0
5 142.005 0.316 86 187 0.0 0.0 0.0
5 143.015 0.316 87 189 0.0 0.24313725490196078 0.0
5 144.987 0.323 90 189 1.0 1.0 0.7490196078431373
5 146.023 0.32 90 192 0.0 0.0 0.0
5 147.992 0.316 90 195 0.0 0.0 0.0
5 149.984 0.313 90 198 0.0 0.0 0.0
5 151.008 0.31 90 201 0.0 0.0 0.0
5 152.018 0.307 90 204 0.0 0.0 0.0
5 153.985 0.304 90 207 0.0 0.0 0.0
5 155.024 0.301 90 210 0.0 0.0 0.0
5 157.014 0.298 90 213 0.0 0.0 0.0
5 158.027 0.295 90 216 0.0 0.0 0.0
5 160.017 0.292 90 219 0.0 0.0 0.0
5 161.994 0.289 90 222 0.0 0.0 0.0
5 163.011 0.286 90 225 0.0 0.0 0.0
5 164.039 0.287 91 227 1.0 0.0 0.0
5 165.993 0.284 91 230 0.0 0.0 0.0
5 167.028 0.282 91 233 0.0 0.0 0.0
5 169.027 0.279 91 236 0.0 0.0 0.0
5 171.018 0.276 91 239 0.0 0.0 0.0
5 172.987 0.274 91 242 0.0 0.0 0.0
