ID TIME pos
5 5.168 [0.3988139285631246, 0.3520681841499724] []
5 10.279 [0.3988139285631246, 0.3520681841499724] []
5 15.344 [0.3988139285631246, 0.3520681841499724] []
5 20.462 [0.3988139285631246, 0.3520681841499724] [(42457, 49973, 1676640817, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 42457, 49973)]
5 40.946 [0.3988139285631246, 0.3520681841499724] [(42457, 49973, 1676640817, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 42457, 49973)]
5 66.245 [0.3988139285631246, 0.3520681841499724] [(42857, 40885, 1676640817, 0, 5, 50000000000000000000, 50000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 42857, 40885)]
5 71.315 [0.3988139285631246, 0.3520681841499724] [(41894, 41237, 1676640817, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41894, 41237)]
5 76.477 [0.3988139285631246, 0.3520681841499724] [(41514, 41803, 1676640817, 0, 7, 70000000000000000000, 70000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41514, 41803)]
5 81.633 [0.3988139285631246, 0.3520681841499724] [(41073, 40899, 1676640817, 0, 8, 80000000000000000000, 80000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41073, 40899)]
5 86.715 [0.3988139285631246, 0.3520681841499724] [(41521, 40155, 1676640885, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41521, 40155)]
5 91.806 [0.3988139285631246, 0.3520681841499724] [(41521, 40155, 1676640885, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41521, 40155)]
5 96.825 [0.3988139285631246, 0.3520681841499724] [(41521, 40155, 1676640891, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41521, 40155), (44836, 38146, 1676640891, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 44836, 38146)]
5 110.081 [0.3988139285631246, 0.3520681841499724] [(41521, 40155, 1676640891, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41521, 40155), (44836, 38146, 1676640891, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 44836, 38146)]
5 153.252 [0.3988139285631246, 0.3520681841499724] [(41521, 40155, 1676640951, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41521, 40155), (43052, 38559, 1676640951, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 42745, 37013), (40812, 46579, 1676640945, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, 40812, 46579)]
5 158.336 [0.3988139285631246, 0.3520681841499724] [(41521, 40155, 1676640951, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 41521, 40155), (43052, 38559, 1676640951, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, 42745, 37013), (40812, 46579, 1676640945, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, 40812, 46579)]
