ID TIME pos
1 0.101 [0, 0] [-0.20813220552153133, -0.06793708205002977]
1 5.106 [0, 0] [-0.20813220552153133, -0.06793708205002977]
1 10.111 [0, 0] [-0.20813220552153133, -0.06793708205002977]
1 15.118 [0, 0] [-0.20813220552153133, -0.06793708205002977]
1 20.125 [0.024010000000000087, 0.041859999999999786] [-0.20813220552153133, -0.06793708205002977]
1 25.131 [0.024010000000000087, 0.041859999999999786] [-0.20813220552153133, -0.06793708205002977]
1 30.138 [0.024010000000000087, 0.041859999999999786] [-0.20813220552153133, -0.06793708205002977]
1 35.145 [-0.03418499999999991, 0.018649999999999944] [-0.20813220552153133, -0.06793708205002977]
1 40.152 [-0.040802000000000005, 0.019942000000000036] [-0.20813220552153133, -0.06793708205002977]
1 45.158 [-0.040802000000000005, 0.019942000000000036] [-0.20813220552153133, -0.06793708205002977]
1 50.165 [-0.040802000000000005, 0.019942000000000036] [-0.20813220552153133, -0.06793708205002977]
1 55.172 [-0.040802000000000005, 0.019942000000000036] [-0.20813220552153133, -0.06793708205002977]
1 60.178 [-0.038711666666666665, 0.020750000000000008] [-0.20813220552153133, -0.06793708205002977]
1 65.186 [-0.038711666666666665, 0.020750000000000008] [-0.20813220552153133, -0.06793708205002977]
1 70.193 [-0.038711666666666665, 0.020750000000000008] [-0.20813220552153133, -0.06793708205002977]
1 75.199 [-0.038711666666666665, 0.020750000000000008] [-0.20813220552153133, -0.06793708205002977]
1 80.205 [-0.038711666666666665, 0.020750000000000008] [-0.20813220552153133, -0.06793708205002977]
1 85.21 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 90.217 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 95.223 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 100.23 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 105.236 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 110.24 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 115.246 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 120.253 [-0.03332571428571428, 0.024447142857142858] [-0.20813220552153133, -0.06793708205002977]
1 125.26 [-0.026111428571428563, 0.03378571428571427] [-0.20813220552153133, -0.06793708205002977]
1 130.266 [-0.02808428571428572, 0.03456714285714283] [-0.20813220552153133, -0.06793708205002977]
1 135.273 [-0.030664285714285717, 0.03337142857142851] [-0.20813220552153133, -0.06793708205002977]
1 140.28 [-0.030351428571428585, 0.032302857142857064] [-0.20813220552153133, -0.06793708205002977]
1 145.286 [-0.03412000000000001, 0.030798749999999986] [-0.20813220552153133, -0.06793708205002977]
1 150.293 [-0.0392088888888889, 0.029717777777777708] [-0.20813220552153133, -0.06793708205002977]
1 155.298 [-0.03921555555555556, 0.029711111111111094] [-0.20813220552153133, -0.06793708205002977]
1 160.306 [-0.04253555555555552, 0.030013333333333274] [-0.20813220552153133, -0.06793708205002977]
1 165.313 [-0.042538888888888876, 0.03000333333333331] [-0.20813220552153133, -0.06793708205002977]
1 170.32 [-0.042587777777777766, 0.029999999999999954] [-0.20813220552153133, -0.06793708205002977]
1 175.327 [-0.042587777777777766, 0.029999999999999954] [-0.20813220552153133, -0.06793708205002977]
1 180.333 [-0.04343111111111112, 0.029895555555555564] [-0.20813220552153133, -0.06793708205002977]
1 185.34 [-0.04344333333333333, 0.029885555555555547] [-0.20813220552153133, -0.06793708205002977]
1 190.346 [-0.04344888888888887, 0.02988333333333331] [-0.20813220552153133, -0.06793708205002977]
1 195.352 [-0.045480999999999994, 0.029588999999999997] [-0.20813220552153133, -0.06793708205002977]
1 200.359 [-0.045574, 0.029669999999999953] [-0.20813220552153133, -0.06793708205002977]
1 205.366 [-0.04587600000000001, 0.029613999999999984] [-0.20813220552153133, -0.06793708205002977]
