ID TIME pos
4 5.126 [0.44279570339805796, -0.4341079065276827] []
4 10.128 [0.44279570339805796, -0.4341079065276827] []
4 15.13 [0.44279570339805796, -0.4341079065276827] []
4 20.227 [0.44279570339805796, -0.4341079065276827] []
4 25.23 [0.44279570339805796, -0.4341079065276827] []
4 30.308 [0.44279570339805796, -0.4341079065276827] [(47896, -11477, 1676642546, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 42.923 [0.44279570339805796, -0.4341079065276827] [(47896, -11477, 1676642546, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 73.413 [0.44279570339805796, -0.4341079065276827] [(47447, -11924, 1676642546, 0, 4, 40000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 78.503 [0.44279570339805796, -0.4341079065276827] [(47447, -11924, 1676642546, 0, 4, 40000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 83.58 [0.44279570339805796, -0.4341079065276827] [(47614, -11798, 1676642546, 0, 5, 50000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 88.711 [0.44279570339805796, -0.4341079065276827] [(47408, -11828, 1676642546, 0, 6, 60000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 93.795 [0.44279570339805796, -0.4341079065276827] [(47400, -11623, 1676642546, 0, 8, 80000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 98.957 [0.44279570339805796, -0.4341079065276827] [(47327, -11663, 1676642546, 0, 9, 90000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 103.985 [0.44279570339805796, -0.4341079065276827] [(47327, -11663, 1676642546, 0, 9, 90000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 109.03 [0.44279570339805796, -0.4341079065276827] [(47509, -11538, 1676642546, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 114.1 [0.44279570339805796, -0.4341079065276827] [(47509, -11538, 1676642546, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 124.096 [0.44279570339805796, -0.4341079065276827] [(47509, -11538, 1676642546, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477)]
4 129.348 [0.44279570339805796, -0.4341079065276827] [(47509, -11538, 1676642546, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477), (44101, -45687, 1676642644, 0, 1, 10555555555555555000, 10555555555555555000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 44101, -45687)]
4 178.522 [0.44279570339805796, -0.4341079065276827] [(47509, -11538, 1676642546, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 47896, -11477), (46674, -36573, 1676642692, 1, 10, 103333333333333330000, 63333333333333330000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 46250, -46671), (44625, -47026, 1676642686, 0, 3, 31111111111111110000, 31111111111111110000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 44625, -47026)]
