ID TIME #BLOCKS
7 1.973 1
7 179.966 5
7 208.002 1
7 267.002 1
7 348.014 3
7 371.979 1
7 429.011 1
7 444.984 1
7 463.989 1
7 488.002 3
7 530.01 2
7 547.988 1
7 643.034 3
7 666.051 1
7 736.037 3
7 786.027 1
7 855.048 2
7 903.043 2
7 1011.083 1
7 1024.083 1
7 1042.065 3
7 1064.072 1
7 1253.087 1
7 1279.073 7
7 1310.071 1
7 1352.078 1
7 1369.102 1
7 1586.103 2
7 1625.111 4
7 1670.106 1
7 1688.133 1
7 1803.153 5
7 1831.152 1
7 1861.138 1
7 1877.136 1
7 1892.14 2
7 1911.124 2
7 1932.125 1
7 1992.141 4
7 2015.164 1
7 2036.182 1
7 2053.178 1
7 2079.175 1
7 2097.144 1
