ID TIME pos
13 0.095 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 5.11 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 10.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 15.118 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 20.124 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 25.13 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 30.136 [0, 0] [-0.3627042145495745, -0.3886294839370129]
13 35.144 [-0.5546361255798875, -0.39679394293034903] [-0.3627042145495745, -0.3886294839370129]
13 40.151 [-0.5568027922465543, -0.372503942930349] [-0.3627042145495745, -0.3886294839370129]
13 45.155 [-0.5193476753479326, -0.3991723657582094] [-0.3627042145495745, -0.3886294839370129]
13 50.161 [-0.5177056753479325, -0.40086036575820944] [-0.3627042145495745, -0.3886294839370129]
13 55.166 [-0.5177056753479325, -0.40086036575820944] [-0.3627042145495745, -0.3886294839370129]
13 60.172 [-0.5177056753479325, -0.40086036575820944] [-0.3627042145495745, -0.3886294839370129]
13 65.18 [-0.5176436753479325, -0.4009223657582094] [-0.3627042145495745, -0.3886294839370129]
13 70.189 [-0.5058297294566104, -0.39637363813184123] [-0.3627042145495745, -0.3886294839370129]
13 75.191 [-0.5000713961232771, -0.39372197146517457] [-0.3627042145495745, -0.3886294839370129]
13 80.205 [-0.5019697294566104, -0.39801363813184115] [-0.3627042145495745, -0.3886294839370129]
13 85.209 [-0.5017797294566105, -0.39774363813184116] [-0.3627042145495745, -0.3886294839370129]
13 90.216 [-0.5012013961232772, -0.39766530479850787] [-0.3627042145495745, -0.3886294839370129]
13 95.32 [-0.5011997294566104, -0.39766530479850787] [-0.3627042145495745, -0.3886294839370129]
13 100.322 [-0.49930806278994383, -0.3951786381318412] [-0.3627042145495745, -0.3886294839370129]
13 105.337 [-0.49930806278994383, -0.3951786381318412] [-0.3627042145495745, -0.3886294839370129]
13 110.338 [-0.49930806278994383, -0.3951786381318412] [-0.3627042145495745, -0.3886294839370129]
13 115.349 [-0.49930806278994383, -0.3951786381318412] [-0.3627042145495745, -0.3886294839370129]
13 120.35 [-0.4788797681056661, -0.3851445469701496] [-0.3627042145495745, -0.3886294839370129]
13 125.364 [-0.46712604709245786, -0.3827902285988809] [-0.3627042145495745, -0.3886294839370129]
13 130.367 [-0.46781229709245775, -0.3834527285988809] [-0.3627042145495745, -0.3886294839370129]
13 135.371 [-0.45572981963774034, -0.3805902031990052] [-0.3627042145495745, -0.3886294839370129]
13 140.379 [-0.44749537519329585, -0.37751464764344966] [-0.3627042145495745, -0.3886294839370129]
13 145.386 [-0.44749537519329585, -0.37751464764344966] [-0.3627042145495745, -0.3886294839370129]
13 150.391 [-0.44737648630440696, -0.3776235365323386] [-0.3627042145495745, -0.3886294839370129]
13 155.398 [-0.4473620418599624, -0.3776335365323386] [-0.3627042145495745, -0.3886294839370129]
13 160.404 [-0.4473620418599624, -0.3776335365323386] [-0.3627042145495745, -0.3886294839370129]
