ID TIME pos
6 0.098 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 5.111 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 10.112 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 15.117 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 20.12 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 25.131 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 30.133 [0, 0] [-0.3627042145495745, -0.3886294839370129]
6 35.142 [-0.32376000000000005, -0.2078199999999999] [-0.3627042145495745, -0.3886294839370129]
6 40.152 [-0.32299999999999995, -0.20412999999999992] [-0.3627042145495745, -0.3886294839370129]
6 45.16 [-0.32284, -0.20334999999999992] [-0.3627042145495745, -0.3886294839370129]
6 50.163 [-0.32284, -0.20334999999999992] [-0.3627042145495745, -0.3886294839370129]
6 55.172 [-0.32581499999999997, -0.25365499999999996] [-0.3627042145495745, -0.3886294839370129]
6 60.177 [-0.3912828803914003, -0.2757528866428319] [-0.3627042145495745, -0.3886294839370129]
6 65.184 [-0.38620406699283366, -0.2844690722023599] [-0.3627042145495745, -0.3886294839370129]
6 70.185 [-0.38602406699283365, -0.28468240553569324] [-0.3627042145495745, -0.3886294839370129]
6 75.195 [-0.38602406699283365, -0.28468240553569324] [-0.3627042145495745, -0.3886294839370129]
6 80.202 [-0.3858207336595003, -0.2847457388690266] [-0.3627042145495745, -0.3886294839370129]
6 85.209 [-0.3837024003261669, -0.28440240553569324] [-0.3627042145495745, -0.3886294839370129]
6 90.216 [-0.3837024003261669, -0.28440240553569324] [-0.3627042145495745, -0.3886294839370129]
6 95.217 [-0.3837024003261669, -0.28440240553569324] [-0.3627042145495745, -0.3886294839370129]
6 100.227 [-0.38358406699283365, -0.2844090722023599] [-0.3627042145495745, -0.3886294839370129]
6 105.233 [-0.3835807336595003, -0.2844090722023599] [-0.3627042145495745, -0.3886294839370129]
6 110.241 [-0.3835807336595003, -0.2844090722023599] [-0.3627042145495745, -0.3886294839370129]
6 115.245 [-0.3835807336595003, -0.2844090722023599] [-0.3627042145495745, -0.3886294839370129]
6 120.25 [-0.3835807336595003, -0.2844090722023599] [-0.3627042145495745, -0.3886294839370129]
