ID TIME pos
5 0.099 [0, 0] [0.2571794521434652, -0.2784708157375602]
5 5.112 [0, 0] [0.2571794521434652, -0.2784708157375602]
5 10.115 [0, 0] [0.2571794521434652, -0.2784708157375602]
5 15.121 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 20.122 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 25.131 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 30.139 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 35.145 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 40.151 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 45.158 [0.45736, -0.19062] [0.2571794521434652, -0.2784708157375602]
5 50.162 [0.4760150000000001, -0.17652] [0.2571794521434652, -0.2784708157375602]
5 55.169 [0.4760150000000001, -0.17652] [0.2571794521434652, -0.2784708157375602]
5 60.176 [0.4760150000000001, -0.17652] [0.2571794521434652, -0.2784708157375602]
5 65.184 [0.4659850000000001, -0.18500000000000005] [0.2571794521434652, -0.2784708157375602]
5 70.19 [0.4659850000000001, -0.18500000000000005] [0.2571794521434652, -0.2784708157375602]
5 75.196 [0.45360500000000004, -0.1971400000000001] [0.2571794521434652, -0.2784708157375602]
5 80.202 [0.45360500000000004, -0.1971400000000001] [0.2571794521434652, -0.2784708157375602]
5 85.209 [0.45360500000000004, -0.1971400000000001] [0.2571794521434652, -0.2784708157375602]
5 90.215 [0.45360500000000004, -0.1971400000000001] [0.2571794521434652, -0.2784708157375602]
5 95.221 [0.45328999999999997, -0.19740500000000005] [0.2571794521434652, -0.2784708157375602]
5 100.23 [0.45328999999999997, -0.19740500000000005] [0.2571794521434652, -0.2784708157375602]
5 105.235 [0.45328999999999997, -0.19740500000000005] [0.2571794521434652, -0.2784708157375602]
5 110.239 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 115.245 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 120.247 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 125.256 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 130.264 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 135.27 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 140.277 [0.42911666666666665, -0.21347000000000005] [0.2571794521434652, -0.2784708157375602]
5 145.285 [0.42619142857142867, -0.19966] [0.2571794521434652, -0.2784708157375602]
5 150.291 [0.43134666666666666, -0.1968455555555556] [0.2571794521434652, -0.2784708157375602]
5 155.295 [0.40250805612652873, -0.21119977726882058] [0.2571794521434652, -0.2784708157375602]
5 160.301 [0.40169821811598455, -0.20891896249641892] [0.2571794521434652, -0.2784708157375602]
5 165.308 [0.4019083551839859, -0.2082805807659251] [0.2571794521434652, -0.2784708157375602]
5 170.316 [0.40096912441475513, -0.20854365768900204] [0.2571794521434652, -0.2784708157375602]
5 175.322 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 180.329 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 185.336 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 190.342 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 195.347 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 200.354 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 205.358 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 210.365 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 215.371 [0.40096835518398577, -0.20838596538130977] [0.2571794521434652, -0.2784708157375602]
5 220.378 [0.400615278260909, -0.208136734612079] [0.2571794521434652, -0.2784708157375602]
5 225.385 [0.404243907826121, -0.20498983666380177] [0.2571794521434652, -0.2784708157375602]
5 230.391 [0.40310657449278775, -0.20522983666380176] [0.2571794521434652, -0.2784708157375602]
5 235.397 [0.4016392411594543, -0.2052145033304684] [0.2571794521434652, -0.2784708157375602]
5 240.403 [0.4015025744927877, -0.20524583666380175] [0.2571794521434652, -0.2784708157375602]
5 245.41 [0.40148990782612104, -0.20525516999713508] [0.2571794521434652, -0.2784708157375602]
5 250.415 [0.40148990782612104, -0.20525516999713508] [0.2571794521434652, -0.2784708157375602]
5 255.421 [0.40148990782612104, -0.20525516999713508] [0.2571794521434652, -0.2784708157375602]
5 260.427 [0.40148990782612104, -0.20525516999713508] [0.2571794521434652, -0.2784708157375602]
5 265.433 [0.40148990782612104, -0.20525516999713508] [0.2571794521434652, -0.2784708157375602]
5 270.44 [0.40148990782612104, -0.20525516999713508] [0.2571794521434652, -0.2784708157375602]
5 275.447 [0.39856790782612106, -0.2042325033304684] [0.2571794521434652, -0.2784708157375602]
5 280.451 [0.39856790782612106, -0.2042325033304684] [0.2571794521434652, -0.2784708157375602]
5 285.46 [0.39856790782612106, -0.2042325033304684] [0.2571794521434652, -0.2784708157375602]
5 290.469 [0.39856790782612106, -0.2042325033304684] [0.2571794521434652, -0.2784708157375602]
5 295.472 [0.39856790782612106, -0.2042325033304684] [0.2571794521434652, -0.2784708157375602]
5 300.479 [0.39856790782612106, -0.2042325033304684] [0.2571794521434652, -0.2784708157375602]
5 305.486 [0.39554257449278774, -0.2056445033304684] [0.2571794521434652, -0.2784708157375602]
5 310.492 [0.3950445744927878, -0.20589383666380173] [0.2571794521434652, -0.2784708157375602]
5 315.499 [0.39503657449278773, -0.20589583666380176] [0.2571794521434652, -0.2784708157375602]
5 320.505 [0.39424790782612107, -0.2059798366638018] [0.2571794521434652, -0.2784708157375602]
5 325.51 [0.39421390782612103, -0.20599050333046845] [0.2571794521434652, -0.2784708157375602]
5 330.516 [0.3942125744927878, -0.20599183666380175] [0.2571794521434652, -0.2784708157375602]
5 335.523 [0.3940705744927877, -0.2061111699971351] [0.2571794521434652, -0.2784708157375602]
5 340.529 [0.3938532411594544, -0.2061845033304684] [0.2571794521434652, -0.2784708157375602]
5 345.536 [0.39377724115945434, -0.20622383666380179] [0.2571794521434652, -0.2784708157375602]
5 350.542 [0.39377724115945434, -0.20622383666380179] [0.2571794521434652, -0.2784708157375602]
5 355.548 [0.39377724115945434, -0.20622383666380179] [0.2571794521434652, -0.2784708157375602]
5 360.557 [0.39377724115945434, -0.20622383666380179] [0.2571794521434652, -0.2784708157375602]
5 365.564 [0.39377724115945434, -0.20622383666380179] [0.2571794521434652, -0.2784708157375602]
5 370.571 [0.391595907826121, -0.20745850333046842] [0.2571794521434652, -0.2784708157375602]
5 375.578 [0.391595907826121, -0.20745850333046842] [0.2571794521434652, -0.2784708157375602]
5 380.585 [0.391595907826121, -0.20745850333046842] [0.2571794521434652, -0.2784708157375602]
5 385.592 [0.3905385744927877, -0.20812583666380172] [0.2571794521434652, -0.2784708157375602]
5 390.598 [0.39050057449278774, -0.20814716999713506] [0.2571794521434652, -0.2784708157375602]
5 395.605 [0.38890324115945435, -0.20945983666380172] [0.2571794521434652, -0.2784708157375602]
5 400.611 [0.388741907826121, -0.20951983666380175] [0.2571794521434652, -0.2784708157375602]
5 405.618 [0.3887332411594544, -0.20952450333046843] [0.2571794521434652, -0.2784708157375602]
5 410.623 [0.38868724115945436, -0.20961116999713508] [0.2571794521434652, -0.2784708157375602]
5 415.629 [0.388151907826121, -0.2099931699971351] [0.2571794521434652, -0.2784708157375602]
5 420.635 [0.38810190782612103, -0.21002116999713513] [0.2571794521434652, -0.2784708157375602]
5 425.641 [0.38809657449278767, -0.21002516999713508] [0.2571794521434652, -0.2784708157375602]
5 430.648 [0.3880865744927877, -0.21002983666380176] [0.2571794521434652, -0.2784708157375602]
5 435.655 [0.3875312411594544, -0.21039450333046847] [0.2571794521434652, -0.2784708157375602]
5 440.663 [0.38749924115945433, -0.21041583666380176] [0.2571794521434652, -0.2784708157375602]
5 445.669 [0.3883785744927877, -0.2078045033304684] [0.2571794521434652, -0.2784708157375602]
5 450.677 [0.388095907826121, -0.2079371699971351] [0.2571794521434652, -0.2784708157375602]
5 455.684 [0.3880792411594544, -0.2079491699971351] [0.2571794521434652, -0.2784708157375602]
5 460.691 [0.3879132411594544, -0.2080491699971351] [0.2571794521434652, -0.2784708157375602]
5 465.696 [0.38791257449278765, -0.20804983666380175] [0.2571794521434652, -0.2784708157375602]
5 470.704 [0.38791257449278765, -0.20804983666380175] [0.2571794521434652, -0.2784708157375602]
5 475.708 [0.38791257449278765, -0.20804983666380175] [0.2571794521434652, -0.2784708157375602]
5 480.716 [0.3879105744927877, -0.20805050333046846] [0.2571794521434652, -0.2784708157375602]
5 485.722 [0.38790190782612105, -0.20805650333046846] [0.2571794521434652, -0.2784708157375602]
5 490.728 [0.38790190782612105, -0.20805650333046846] [0.2571794521434652, -0.2784708157375602]
5 495.736 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
5 500.743 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
5 505.749 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
5 510.756 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
5 515.763 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
5 520.769 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
5 525.777 [0.387899907826121, -0.20805783666380182] [0.2571794521434652, -0.2784708157375602]
