ID TIME pos
12 0.095 [0, 0] [0.02365726219371922, -0.28167731602668533]
12 5.107 [0, 0] [0.02365726219371922, -0.28167731602668533]
12 10.115 [-0.02326000000000006, -0.22862000000000005] [0.02365726219371922, -0.28167731602668533]
12 15.121 [-0.111205, -0.11338499999999996] [0.02365726219371922, -0.28167731602668533]
12 20.132 [-0.11609000000000003, -0.106985] [0.02365726219371922, -0.28167731602668533]
12 25.134 [-0.11431999999999998, -0.12875000000000003] [0.02365726219371922, -0.28167731602668533]
12 30.139 [-0.10446499999999992, -0.16718] [0.02365726219371922, -0.28167731602668533]
12 35.144 [-0.10446499999999992, -0.16718500000000003] [0.02365726219371922, -0.28167731602668533]
12 40.155 [-0.10446499999999992, -0.16718500000000003] [0.02365726219371922, -0.28167731602668533]
12 45.264 [-0.09337999999999995, -0.15598] [0.02365726219371922, -0.28167731602668533]
12 50.266 [-0.09505166666666665, -0.16033666666666668] [0.02365726219371922, -0.28167731602668533]
12 55.27 [-0.09461999999999998, -0.1624725] [0.02365726219371922, -0.28167731602668533]
12 60.277 [-0.09292555555555555, -0.16100111111111115] [0.02365726219371922, -0.28167731602668533]
12 65.286 [-0.09259777777777783, -0.1618311111111111] [0.02365726219371922, -0.28167731602668533]
12 70.29 [-0.076628048350733, -0.20171025530121897] [0.02365726219371922, -0.28167731602668533]
12 75.296 [-0.07399186213703, -0.19878841391019908] [0.02365726219371922, -0.28167731602668533]
12 80.304 [-0.07234087362561085, -0.19770104608434916] [0.02365726219371922, -0.28167731602668533]
12 85.31 [-0.07304542180825614, -0.19686558100093768] [0.02365726219371922, -0.28167731602668533]
12 90.317 [-0.07056465257748695, -0.19858250407786077] [0.02365726219371922, -0.28167731602668533]
12 95.326 [-0.07026003719287156, -0.19893250407786076] [0.02365726219371922, -0.28167731602668533]
12 100.33 [-0.07016696026979465, -0.19894711946247615] [0.02365726219371922, -0.28167731602668533]
12 105.334 [-0.07016696026979465, -0.19894711946247615] [0.02365726219371922, -0.28167731602668533]
12 110.341 [-0.07016696026979465, -0.19894711946247615] [0.02365726219371922, -0.28167731602668533]
12 115.347 [-0.07016696026979465, -0.19894711946247615] [0.02365726219371922, -0.28167731602668533]
12 120.356 [-0.07016696026979465, -0.19894711946247615] [0.02365726219371922, -0.28167731602668533]
12 125.459 [-0.0687731141159485, -0.2011817348470915] [0.02365726219371922, -0.28167731602668533]
12 130.464 [-0.06868311411594849, -0.20125096561632233] [0.02365726219371922, -0.28167731602668533]
12 135.47 [-0.06866772950056386, -0.2012917348470915] [0.02365726219371922, -0.28167731602668533]
12 140.478 [-0.06860772950056387, -0.2013555810009377] [0.02365726219371922, -0.28167731602668533]
12 145.488 [-0.06860772950056387, -0.2013563502317069] [0.02365726219371922, -0.28167731602668533]
12 150.495 [-0.06836619103902541, -0.20195019638555306] [0.02365726219371922, -0.28167731602668533]
12 155.5 [-0.06836619103902541, -0.20195019638555306] [0.02365726219371922, -0.28167731602668533]
12 160.502 [-0.06773234488517926, -0.20256481177016847] [0.02365726219371922, -0.28167731602668533]
12 165.506 [-0.06863157565441003, -0.20643404253939923] [0.02365726219371922, -0.28167731602668533]
12 170.515 [-0.06799465257748696, -0.20795865792401463] [0.02365726219371922, -0.28167731602668533]
12 175.524 [-0.06792619103902542, -0.20834096561632234] [0.02365726219371922, -0.28167731602668533]
12 180.531 [-0.06658860596480931, -0.2085451823580136] [0.02365726219371922, -0.28167731602668533]
12 185.54 [-0.06399646310766645, -0.20920303950087069] [0.02365726219371922, -0.28167731602668533]
12 190.64 [-0.06427146310766647, -0.20903732521515642] [0.02365726219371922, -0.28167731602668533]
12 195.647 [-0.06348503453623788, -0.20954089664372785] [0.02365726219371922, -0.28167731602668533]
12 200.651 [-0.06347932025052361, -0.20954732521515637] [0.02365726219371922, -0.28167731602668533]
12 205.657 [-0.06347717739338075, -0.20956089664372782] [0.02365726219371922, -0.28167731602668533]
12 210.668 [-0.06347717739338075, -0.20956089664372782] [0.02365726219371922, -0.28167731602668533]
12 215.672 [-0.06347717739338075, -0.20956089664372782] [0.02365726219371922, -0.28167731602668533]
12 220.779 [-0.06330717739338075, -0.20958518235801354] [0.02365726219371922, -0.28167731602668533]
12 225.791 [-0.06330717739338075, -0.20958518235801354] [0.02365726219371922, -0.28167731602668533]
12 230.794 [-0.06330717739338075, -0.20958518235801354] [0.02365726219371922, -0.28167731602668533]
12 235.801 [-0.06330717739338075, -0.20958518235801354] [0.02365726219371922, -0.28167731602668533]
12 240.805 [-0.06330717739338075, -0.20958518235801354] [0.02365726219371922, -0.28167731602668533]
12 245.814 [-0.06298146310766646, -0.20961732521515639] [0.02365726219371922, -0.28167731602668533]
12 250.823 [-0.06298003453623789, -0.20961732521515639] [0.02365726219371922, -0.28167731602668533]
12 255.83 [-0.061623605964809314, -0.21071018235801353] [0.02365726219371922, -0.28167731602668533]
12 260.835 [-0.06160932025052362, -0.21072232521515638] [0.02365726219371922, -0.28167731602668533]
12 265.845 [-0.06160932025052362, -0.21072232521515638] [0.02365726219371922, -0.28167731602668533]
12 270.849 [-0.06160932025052362, -0.21072232521515638] [0.02365726219371922, -0.28167731602668533]
12 275.849 [-0.06160932025052362, -0.21072232521515638] [0.02365726219371922, -0.28167731602668533]
12 280.861 [-0.06160932025052362, -0.21072232521515638] [0.02365726219371922, -0.28167731602668533]
12 285.864 [-0.06157860596480934, -0.21098446807229926] [0.02365726219371922, -0.28167731602668533]
12 290.869 [-0.061355034536237904, -0.211218753786585] [0.02365726219371922, -0.28167731602668533]
12 295.882 [-0.06135146310766647, -0.21122161092944208] [0.02365726219371922, -0.28167731602668533]
12 300.886 [-0.06097646310766647, -0.21193875378658494] [0.02365726219371922, -0.28167731602668533]
12 305.894 [-0.06077146310766647, -0.21231446807229928] [0.02365726219371922, -0.28167731602668533]
12 310.896 [-0.06063717739338075, -0.21242946807229926] [0.02365726219371922, -0.28167731602668533]
12 315.897 [-0.06063574882195217, -0.21243089664372783] [0.02365726219371922, -0.28167731602668533]
12 320.91 [-0.060613605964809324, -0.21249303950087067] [0.02365726219371922, -0.28167731602668533]
12 325.917 [-0.06074217739338074, -0.2130666109294421] [0.02365726219371922, -0.28167731602668533]
12 330.924 [-0.060708605964809315, -0.2131616109294421] [0.02365726219371922, -0.28167731602668533]
12 335.93 [-0.060683605964809324, -0.21319446807229928] [0.02365726219371922, -0.28167731602668533]
12 340.937 [-0.06016289167909504, -0.21518803950087073] [0.02365726219371922, -0.28167731602668533]
12 345.944 [-0.060157177393380744, -0.215208753786585] [0.02365726219371922, -0.28167731602668533]
12 350.95 [-0.060149320250523615, -0.2152244680722993] [0.02365726219371922, -0.28167731602668533]
12 355.959 [-0.060110748821952185, -0.21528161092944217] [0.02365726219371922, -0.28167731602668533]
