ID TIME FPS
6 0.458 0.46
6 0.979 0.52
6 1.478 0.5
6 1.957 0.48
6 2.483 0.53
6 2.988 0.51
6 3.457 0.47
6 3.97 0.51
6 4.484 0.51
6 4.954 0.47
6 5.466 0.51
6 6.011 0.55
6 6.463 0.45
6 6.967 0.5
6 7.458 0.49
6 7.964 0.5
6 8.48 0.51
6 8.989 0.51
6 9.471 0.47
6 9.957 0.49
6 10.465 0.51
6 10.968 0.5
6 11.464 0.49
6 11.968 0.5
6 12.497 0.53
6 12.963 0.47
6 13.511 0.55
6 13.966 0.45
6 14.47 0.5
6 14.971 0.5
6 15.474 0.5
6 15.96 0.49
6 16.488 0.53
6 16.96 0.47
6 17.483 0.52
6 17.966 0.48
6 18.469 0.5
6 19.008 0.54
6 19.483 0.47
6 19.972 0.49
6 20.498 0.52
6 20.961 0.46
6 21.484 0.52
6 21.971 0.49
6 22.469 0.5
6 22.975 0.5
6 23.464 0.49
6 23.968 0.5
6 24.493 0.52
6 24.957 0.46
6 25.459 0.5
6 26.003 0.54
6 26.457 0.45
6 26.97 0.51
6 27.467 0.49
6 27.985 0.52
6 28.491 0.5
6 28.989 0.5
6 29.501 0.51
6 29.988 0.49
6 30.465 0.48
6 30.978 0.51
6 31.461 0.48
6 31.957 0.5
6 32.493 0.54
6 32.964 0.47
6 33.488 0.52
6 33.994 0.5
6 34.464 0.47
6 34.969 0.5
6 35.492 0.52
6 35.962 0.47
6 36.473 0.51
6 36.961 0.49
6 37.51 0.55
6 37.966 0.46
6 38.481 0.51
6 38.982 0.5
6 39.477 0.49
6 39.988 0.51
6 40.462 0.47
6 40.963 0.5
6 41.48 0.52
6 41.969 0.49
6 42.469 0.5
6 42.983 0.51
6 43.471 0.48
6 43.979 0.5
6 44.472 0.49
6 45.001 0.53
6 45.46 0.45
6 45.977 0.52
6 46.474 0.5
6 47.011 0.53
6 47.462 0.45
6 47.973 0.51
6 48.472 0.5
6 48.985 0.51
6 49.469 0.47
6 50.016 0.54
6 50.47 0.45
6 50.976 0.5
6 51.507 0.53
6 51.98 0.47
6 52.497 0.52
6 52.964 0.47
6 53.463 0.5
6 53.975 0.51
6 54.475 0.5
6 54.965 0.49
6 55.481 0.52
6 55.98 0.5
6 56.477 0.49
6 56.996 0.52
6 57.479 0.48
6 57.975 0.5
6 58.514 0.54
6 58.966 0.45
6 59.485 0.52
6 59.997 0.51
6 60.484 0.48
6 60.963 0.47
6 61.482 0.52
