ID TIME pos
8 0.097 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 5.107 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 10.116 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 15.119 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 20.128 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 25.134 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 30.14 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 35.146 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 40.152 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 45.158 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 50.165 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 55.175 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 60.178 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 65.187 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 70.194 [0, 0] [0.3019231251934492, 0.32744640200502934]
8 75.199 [0.31213999999999986, 0.40420500000000015] [0.3019231251934492, 0.32744640200502934]
8 80.204 [0.3092449999999999, 0.4070825] [0.3019231251934492, 0.32744640200502934]
8 85.212 [0.33466650917228313, 0.37560129800533054] [0.3019231251934492, 0.32744640200502934]
8 90.219 [0.3301155792905283, 0.38221968400456907] [0.3019231251934492, 0.32744640200502934]
8 95.229 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 100.235 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 105.238 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 110.34 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 115.346 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 120.356 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 125.359 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 130.366 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 135.375 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 140.381 [0.3305298650048141, 0.38209968400456906] [0.3019231251934492, 0.32744640200502934]
8 145.391 [0.32405545055929985, 0.3814241986702204] [0.3019231251934492, 0.32744640200502934]
8 150.392 [0.324016561670411, 0.38127086533688703] [0.3019231251934492, 0.32744640200502934]
8 155.4 [0.324016561670411, 0.38127086533688703] [0.3019231251934492, 0.32744640200502934]
8 160.408 [0.324016561670411, 0.38127086533688703] [0.3019231251934492, 0.32744640200502934]
