ID TIME ETH
9 0.195 21
9 5.203 21
9 10.259 21
9 15.3 21
9 20.405 21
9 25.511 21
9 30.557 21
9 35.6 21
9 40.712 21
9 45.795 21
9 50.817 21
9 55.877 21
9 60.926 21
9 65.979 21
9 71.08 21
9 76.168 21
9 81.268 21
9 86.406 21
9 91.469 21
9 96.51 21
9 101.584 21
9 106.654 21
9 111.718 21
9 116.782 21
9 121.869 21
9 126.979 21
9 132.155 21
9 137.183 21
9 142.216 21
9 147.303 21
9 152.38 21
9 157.4 21
9 162.495 21
9 167.652 21
9 172.748 21
9 177.791 21
9 182.881 21
9 187.907 21
9 193.0 21
9 198.114 21
9 203.197 21
9 208.29 21
9 213.391 21
9 218.453 21
9 223.49 21
9 228.587 21
9 233.698 21
9 238.787 21
9 243.808 21
9 248.89 21
9 253.953 21
9 258.989 21
9 264.071 21
9 269.149 21
9 274.173 21
9 279.268 21
9 284.386 21
9 289.467 21
