ID TIME pos
13 5.366 [-0.2944833697192148, 0.4089485170622933] []
13 10.409 [-0.2944833697192148, 0.4089485170622933] []
13 15.421 [-0.2944833697192148, 0.4089485170622933] []
13 20.434 [-0.2944833697192148, 0.4089485170622933] []
13 25.455 [-0.2944833697192148, 0.4089485170622933] []
13 30.543 [-0.2944833697192148, 0.4089485170622933] []
13 35.614 [-0.2944833697192148, 0.4089485170622933] []
13 40.643 [-0.2944833697192148, 0.4089485170622933] [(-32096, 40431, 1676645033, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -32096, 40431)]
13 60.536 [-0.2944833697192148, 0.4089485170622933] [(-31433, 37421, 1676645033, 0, 3, 30000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -31219, 35356)]
13 89.327 [-0.2944833697192148, 0.4089485170622933] [(-30125, 40570, 1676645033, 0, 8, 80000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29256, 40388)]
13 117.62 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645107, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-25250, 31890, 1676645095, 0, 5, 51250000000000000000, 40000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26295, 35832)]
13 122.803 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645115, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28383, 37123, 1676645095, 0, 7, 71250000000000000000, 60000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29668, 40733)]
13 127.846 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645121, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-29200, 37653, 1676645095, 0, 8, 82500000000000000000, 71250000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -30411, 40777)]
13 132.901 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645123, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28500, 38014, 1676645095, 0, 9, 93750000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761)]
13 141.177 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645129, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645129, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761)]
13 168.44 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645161, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645161, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761), (-40221, 53928, 1676645145, 0, 3, 36562500000000000000, 36562500000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40221, 53928)]
