ID TIME VOTE
6 112.042 2995049
6 237.173 2518072
6 254.017 2505617
6 370.039 2667173
6 624.022 2444954
6 656.068 2532693
6 711.016 2538213
6 715.12 2519968
6 808.149 2448618
6 876.1 2439104
6 936.058 2442724
6 1165.081 2414572
6 1169.13 2427354
6 1254.128 2413551
6 1264.148 2393419
6 1270.132 2383479
6 1349.164 2385819
6 1367.236 2387580
6 1393.141 2367647
6 1673.199 2322682
6 1678.212 2318865
6 1739.242 2320040
6 1868.137 2325984
6 1874.191 2326639
6 1889.222 2311159
6 1920.151 2310872
6 1966.214 2312874
6 1987.255 2305069
6 2045.178 2291186
6 2066.275 2308459
6 2130.292 2304827
6 2183.263 2282286
6 2217.185 2275980
6 2352.222 2282038
6 2422.223 2399951
6 2546.295 2446882
6 2561.317 2431719
6 2637.345 2421979
6 2648.368 2412300
6 2661.235 2416574
6 2744.345 2485036
6 3000.353 2487264
6 3029.313 2483006
6 3043.37 2482591
6 3049.361 2486491
6 3072.402 2485156
6 3313.358 2529359
6 3480.408 2513971
6 3486.381 2508872
6 3528.399 2497496
6 3538.325 2491260
6 3619.429 2477206
6 3624.41 2484547
6 3707.36 2505562
6 3809.373 2514705
6 3889.371 2512870
6 3969.406 2530790
6 4011.519 2528592
6 4043.511 2549119
6 4068.425 2552437
6 4176.463 2551767
6 4274.422 2551216
6 4358.416 2536417
6 4463.419 2525019
6 4468.488 2522030
6 4496.426 2521892
6 4546.535 2519039
6 4991.799 2531132
6 5131.502 2546814
6 5169.511 2532298
6 5201.492 2524780
6 5245.604 2525122
6 5319.515 2536072
6 5330.583 2536813
6 5414.621 2532734
6 5433.531 2528035
6 5448.575 2529297
6 5488.543 2523738
6 5605.622 2511503
6 5611.622 Value Error
6 5709.774 2530299
6 5800.636 2502527
6 5812.635 2505045
6 5835.627 2495225
6 5849.581 2505015
6 5891.614 2492284
6 5922.654 2493561
6 5947.619 2486190
6 6101.639 2477837
6 6107.653 2477616
6 6123.684 2474320
6 6165.708 2481393
6 6337.746 2476718
6 6397.67 2473679
6 6468.685 2463205
6 6500.638 2477018
6 6539.767 2468795
6 6602.656 2472882
6 6613.707 2478513
6 6620.745 2478536
6 6679.787 2473856
6 6714.66 2470012
6 6730.707 2467663
6 6775.769 2469421
6 6814.741 2468711
6 6820.75 2466782
6 6839.771 2461465
6 6868.733 2462899
6 6953.741 2446708
6 7130.754 2473622
6 7148.712 2473889
6 7161.743 2474768
6 7181.725 2469680
6 7222.741 2470467
6 7282.807 2476814
6 7352.845 2474621
6 7365.742 2481496
6 7400.756 2484191
6 7440.762 2485468
6 7445.786 2484281
6 7453.782 2481911
6 7458.861 2484903
6 7551.787 2469770
6 7583.801 2470086
6 7619.817 2474696
6 7624.768 2472963
6 7671.823 2478728
6 7729.854 2474476
6 7764.836 2469612
6 7853.896 2465800
6 7882.798 2468740
6 7887.873 2467625
6 7904.853 2464513
6 8036.848 2456406
6 8040.883 2454773
6 8165.909 2456899
6 8177.881 2454948
6 8202.897 2456362
6 8605.946 2463433
6 8651.888 2461406
6 8681.963 2454694
6 8739.919 2460069
6 8859.0 2457263
6 8873.894 2461028
6 8909.996 2465356
6 8923.038 2462085
6 9036.003 2455547
6 9041.01 2454098
6 9082.996 2461011
6 9088.961 2462175
6 9100.092 2463196
6 9175.063 2468199
6 9281.005 2462043
6 9285.115 2460160
6 9290.981 2458750
6 9320.041 2460010
6 9479.958 2485186
6 9551.011 2489638
6 9697.993 2496347
6 9705.051 2501976
6 9743.997 2497123
6 9749.031 2497578
6 9822.987 2506456
6 9980.075 2520529
