ID TIME ETH
6 0.179 21
6 5.195 21
6 10.239 21
6 15.268 21
6 20.374 21
6 25.479 21
6 30.69 21
6 35.774 21
6 40.866 21
6 45.952 21
6 51.004 21
6 56.042 21
6 61.078 21
6 66.111 21
6 71.212 21
6 76.319 21
6 81.416 21
6 86.529 21
6 91.613 21
6 96.639 21
6 101.719 21
6 106.805 21
6 111.866 21
6 116.984 21
6 122.017 21
6 127.088 21
6 132.119 21
6 137.158 21
6 142.196 21
6 147.255 21
6 152.356 21
6 157.377 21
6 162.46 21
6 167.618 21
6 172.722 21
6 177.759 21
6 182.844 21
6 187.861 21
6 192.98 21
6 198.058 21
6 203.159 21
6 208.255 21
6 213.359 21
6 218.417 21
6 223.458 21
6 228.555 21
6 233.68 21
6 238.759 21
6 243.783 21
6 248.859 21
6 253.918 21
6 258.957 21
6 263.972 21
6 269.05 21
6 274.161 21
6 279.219 21
6 284.347 21
6 289.455 21
