ID TIME cluster
11 1676912774.928 (-8401, 73923, 1676912776, 1, 10, 50000000000000000000, 35000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, -9508, 74071) 1
11 1676912774.928 (-25918, -61144, 1676911036, 2, 10, 50000000000000000000, 20000000000000000000, 0, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, -31911, -62510) 1
11 1676912774.929 (54463, -48850, 1676911104, 2, 10, 47619047619047618000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54145, -49863) 0
11 1676912774.929 (-10954, 74142, 1676912776, 1, 10, 51428571428571430300, 51428571428571430300, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -10954, 74142) 1
11 1676912774.929 (-45403, -57944, 1676912776, 1, 10, 51567460317460318000, 41170634920634921000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -45696, -57644) 1
11 1676912774.929 (55515, -49065, 1676911316, 2, 10, 47375992063492064300, 3750000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 57144, -50689) 0
11 1676912774.929 (-11096, 75859, 1676912776, 1, 10, 50915178571428571900, 42068452380952381500, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -11354, 76414) 1
11 1676912774.93 (55317, -49971, 1676911528, 2, 10, 49891515199829931800, 3750000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 55836, -50440) 0
11 1676912774.93 (28537, 13967, 1676911536, 2, 10, 58397319214143990800, 6612103174603175000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 28686, 14653) 0
11 1676912774.93 (-9319, 68929, 1676912776, 1, 10, 50811321924603174700, 37564174107142857900, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -9403, 68986) 1
11 1676912774.93 (-2964, 32992, 1676911579, 2, 10, 51421972434807257100, 3640252976190476300, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -3466, 32823) 0
11 1676912774.93 (-11696, 72640, 1676912776, 1, 10, 50561138373173344500, 45755757019242883500, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, -11622, 72536) 1
11 1676912774.93 (55797, -49924, 1676911795, 2, 10, 46526118187437012500, 1875000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56643, -50351) 0
11 1676912774.93 (-40227, -55834, 1676911807, 3, 1, 7213464161706350000, 7213464161706350000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, -40227, -55834) 1
11 1676912774.93 (-48039, -58294, 1676912776, 1, 10, 58735059586141553500, 58735059586141553500, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, -48039, -58294) 1
11 1676912774.93 (55328, -51537, 1676911979, 2, 10, 40567168587149366000, 1406250000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56949, -51429) 0
11 1676912774.931 (77557, 15227, 1676912776, 1, 10, 45927421894683798100, 32613957306495128000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 74617, 13558) 1
11 1676912774.931 (-10527, 75708, 1676912776, 1, 10, 51497541821512555000, 51497541821512555000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -10527, 75708) 1
11 1676912774.931 (-47237, -57904, 1676912776, 1, 10, 55204900817025304900, 55204900817025304900, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -47237, -57904) 1
11 1676912774.931 (-9919, 76714, 1676912776, 1, 10, 61871415327238789300, 61871415327238789300, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -9919, 76714) 1
11 1676912774.931 (72618, 14121, 1676912776, 1, 10, 47437641774615903900, 47437641774615903900, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 72618, 14121) 1
11 1676912774.931 (-46677, -60965, 1676912776, 1, 10, 57334249525347045400, 57334249525347045400, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -46677, -60965) 1
11 1676912774.931 (70294, 8034, 1676912776, 1, 10, 53598950777624899300, 53598950777624899300, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 70406, 7993) 1
11 1676912774.931 (-10664, 71712, 1676912776, 1, 10, 54638014723153919400, 54638014723153919400, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -10664, 71712) 1
11 1676912774.931 (-50223, -56470, 1676912641, 0, 5, 19697593568717674300, 19697593568717674300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, -50223, -56470) 1
11 1676912774.931 (72126, 12170, 1676912701, 0, 3, 13917253841922250000, 13917253841922250000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, 72126, 12170) 1
11 1676912774.932 (87316, 20682, 1676912722, 0, 1, 703125000000000000, 703125000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 87316, 20682) 0
