ID TIME pos
1 0.101 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 5.108 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 10.114 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 15.12 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 20.127 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 25.134 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 30.14 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 35.148 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 40.154 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 45.161 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 50.167 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 55.173 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 60.179 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 65.186 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 70.192 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 75.199 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 80.206 [0, 0] [-0.308880448095517, -0.5009523437846779]
1 85.212 [-0.3318000000000001, -0.56409] [-0.308880448095517, -0.5009523437846779]
1 90.218 [-0.3318000000000001, -0.56409] [-0.308880448095517, -0.5009523437846779]
1 95.225 [-0.29942474297744187, -0.5303556527358598] [-0.308880448095517, -0.5009523437846779]
1 100.231 [-0.29942474297744187, -0.5303556527358598] [-0.308880448095517, -0.5009523437846779]
1 105.239 [-0.29942474297744187, -0.5303556527358598] [-0.308880448095517, -0.5009523437846779]
1 110.243 [-0.29942474297744187, -0.5303556527358598] [-0.308880448095517, -0.5009523437846779]
1 115.249 [-0.29942474297744187, -0.5303556527358598] [-0.308880448095517, -0.5009523437846779]
1 120.256 [-0.29942474297744187, -0.5303556527358598] [-0.308880448095517, -0.5009523437846779]
1 125.263 [-0.2972797429774418, -0.5281156527358598] [-0.308880448095517, -0.5009523437846779]
1 130.268 [-0.2972797429774418, -0.5281156527358598] [-0.308880448095517, -0.5009523437846779]
1 135.275 [-0.30186316198496116, -0.5071137684905732] [-0.308880448095517, -0.5009523437846779]
1 140.282 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 145.289 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 150.295 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 155.302 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 160.309 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 165.316 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 170.322 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 175.328 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 180.335 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 185.341 [-0.30184649531829455, -0.5071904351572399] [-0.308880448095517, -0.5009523437846779]
1 190.349 [-0.3016331619849612, -0.5081804351572399] [-0.308880448095517, -0.5009523437846779]
1 195.355 [-0.3016331619849612, -0.5081804351572399] [-0.308880448095517, -0.5009523437846779]
1 200.362 [-0.3016331619849612, -0.5081804351572399] [-0.308880448095517, -0.5009523437846779]
1 205.369 [-0.3016331619849612, -0.5081804351572399] [-0.308880448095517, -0.5009523437846779]
1 210.374 [-0.3016331619849612, -0.5081804351572399] [-0.308880448095517, -0.5009523437846779]
1 215.381 [-0.3016331619849612, -0.5081804351572399] [-0.308880448095517, -0.5009523437846779]
1 220.387 [-0.3077264953182945, -0.5094804351572398] [-0.308880448095517, -0.5009523437846779]
1 225.393 [-0.30729982865162786, -0.5094837684905732] [-0.308880448095517, -0.5009523437846779]
1 230.399 [-0.3072964953182945, -0.5094937684905733] [-0.308880448095517, -0.5009523437846779]
1 235.405 [-0.32363737148872085, -0.50281032636793] [-0.308880448095517, -0.5009523437846779]
1 240.413 [-0.32238237148872084, -0.5033253263679299] [-0.308880448095517, -0.5009523437846779]
1 245.419 [-0.32238237148872084, -0.5033253263679299] [-0.308880448095517, -0.5009523437846779]
1 250.425 [-0.32238237148872084, -0.5033253263679299] [-0.308880448095517, -0.5009523437846779]
1 255.432 [-0.32238237148872084, -0.5033253263679299] [-0.308880448095517, -0.5009523437846779]
1 260.439 [-0.32744189719097666, -0.49757226109434394] [-0.308880448095517, -0.5009523437846779]
1 265.445 [-0.32744389719097666, -0.497570261094344] [-0.308880448095517, -0.5009523437846779]
1 270.452 [-0.33083658099248064, -0.4948718842452866] [-0.308880448095517, -0.5009523437846779]
1 275.459 [-0.33806849799355476, -0.49236018649595986] [-0.308880448095517, -0.5009523437846779]
1 280.464 [-0.33814564085069765, -0.4923544722102457] [-0.308880448095517, -0.5009523437846779]
1 285.47 [-0.34037327621720925, -0.49043458949685775] [-0.308880448095517, -0.5009523437846779]
1 290.476 [-0.3441909485954883, -0.4848001305471719] [-0.308880448095517, -0.5009523437846779]
1 295.483 [-0.34455694859548835, -0.48436313054717195] [-0.308880448095517, -0.5009523437846779]
1 300.489 [-0.3446389485954884, -0.484257130547172] [-0.308880448095517, -0.5009523437846779]
1 305.496 [-0.34193177145044396, -0.48188557322470177] [-0.308880448095517, -0.5009523437846779]
1 310.501 [-0.3419163169049894, -0.4818583004974291] [-0.308880448095517, -0.5009523437846779]
1 315.508 [-0.3419163169049894, -0.4818583004974291] [-0.308880448095517, -0.5009523437846779]
1 320.515 [-0.3419163169049894, -0.4818583004974291] [-0.308880448095517, -0.5009523437846779]
1 325.521 [-0.3419163169049894, -0.4818583004974291] [-0.308880448095517, -0.5009523437846779]
1 330.528 [-0.3421890441777167, -0.4818055732247019] [-0.308880448095517, -0.5009523437846779]
1 335.535 [-0.3421890441777167, -0.4818055732247019] [-0.308880448095517, -0.5009523437846779]
1 340.541 [-0.3421890441777167, -0.4818055732247019] [-0.308880448095517, -0.5009523437846779]
1 345.548 [-0.3421890441777167, -0.4818055732247019] [-0.308880448095517, -0.5009523437846779]
1 350.554 [-0.3421890441777167, -0.4818055732247019] [-0.308880448095517, -0.5009523437846779]
1 355.561 [-0.3421890441777167, -0.4818055732247019] [-0.308880448095517, -0.5009523437846779]
1 360.568 [-0.34205631690498933, -0.4816483004974291] [-0.308880448095517, -0.5009523437846779]
1 365.575 [-0.34205631690498933, -0.4816483004974291] [-0.308880448095517, -0.5009523437846779]
1 370.581 [-0.34198995326862575, -0.4816392095883382] [-0.308880448095517, -0.5009523437846779]
1 375.587 [-0.34198995326862575, -0.4816392095883382] [-0.308880448095517, -0.5009523437846779]
1 380.593 [-0.34269079049624024, -0.48232094212264337] [-0.308880448095517, -0.5009523437846779]
1 385.599 [-0.34269079049624024, -0.48232094212264337] [-0.308880448095517, -0.5009523437846779]
1 390.606 [-0.344372457162907, -0.48245094212264333] [-0.308880448095517, -0.5009523437846779]
1 395.612 [-0.3443841238295737, -0.4824517754559767] [-0.308880448095517, -0.5009523437846779]
