ID TIME pos
5 0.012 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 5.041 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 10.042 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 15.144 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 20.145 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 25.241 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 30.242 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 35.342 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 40.447 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 45.542 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 50.544 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 55.643 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 60.742 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 65.84 [0, 0] [0.46328539902163157, 0.18742737993338576]
5 70.843 [0, 0] [0.46328539902163157, 0.18742737993338576]
