ID TIME pos
12 5.277 [-0.43065594410146496, 0.284181461927681] []
12 10.298 [-0.43065594410146496, 0.284181461927681] []
12 15.344 [-0.43065594410146496, 0.284181461927681] []
12 20.455 [-0.43065594410146496, 0.284181461927681] []
12 25.485 [-0.43065594410146496, 0.284181461927681] []
12 30.54 [-0.43065594410146496, 0.284181461927681] []
12 35.595 [-0.43065594410146496, 0.284181461927681] []
12 40.687 [-0.43065594410146496, 0.284181461927681] []
12 45.692 [-0.43065594410146496, 0.284181461927681] []
12 50.902 [-0.43065594410146496, 0.284181461927681] []
12 55.989 [-0.43065594410146496, 0.284181461927681] []
12 61.045 [-0.43065594410146496, 0.284181461927681] [(35627, 41573, 1676593228, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35627, 41573), (-40215, -36033, 1676593247, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -40215, -36033)]
12 111.69 [-0.43065594410146496, 0.284181461927681] [(35530, 41837, 1676593228, 0, 8, 80000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35627, 41573), (-40215, -36033, 1676593247, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -40215, -36033), (-38887, 30195, 1676593279, 3, 1, 10000000000000000000, 10000000000000000000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -38887, 30195)]
12 149.764 [-0.43065594410146496, 0.284181461927681] [(35328, 41733, 1676593228, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 35627, 41573), (-39908, -35087, 1676593247, 0, 3, 30555555555555555000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -40215, -36033), (-38887, 30195, 1676593279, 3, 1, 10000000000000000000, 10000000000000000000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -38887, 30195), (-41062, 29045, 1676593322, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, -41062, 29045)]
