ID TIME pos
9 0.097 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 5.11 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 10.111 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 15.121 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 20.127 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 25.133 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 30.139 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 35.146 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 40.158 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 45.159 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 50.165 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 55.172 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 60.178 [0, 0] [-0.5489664982619349, -0.40786683238381183]
9 65.187 [-0.41215, -0.27971999999999997] [-0.5489664982619349, -0.40786683238381183]
9 70.191 [-0.39498, -0.31494999999999995] [-0.5489664982619349, -0.40786683238381183]
9 75.198 [-0.39498, -0.31494999999999995] [-0.5489664982619349, -0.40786683238381183]
9 80.205 [-0.39498, -0.31494999999999995] [-0.5489664982619349, -0.40786683238381183]
9 85.212 [-0.39498, -0.31494999999999995] [-0.5489664982619349, -0.40786683238381183]
9 90.221 [-0.39498, -0.31494999999999995] [-0.5489664982619349, -0.40786683238381183]
9 95.228 [-0.393215, -0.325545] [-0.5489664982619349, -0.40786683238381183]
9 100.235 [-0.36874000000000007, -0.4084966666666667] [-0.5489664982619349, -0.40786683238381183]
9 105.241 [-0.36752333333333326, -0.4127066666666666] [-0.5489664982619349, -0.40786683238381183]
9 110.344 [-0.37972999999999996, -0.422545] [-0.5489664982619349, -0.40786683238381183]
9 115.35 [-0.3773033333333333, -0.42252166666666663] [-0.5489664982619349, -0.40786683238381183]
9 120.359 [-0.37688499999999997, -0.4209416666666666] [-0.5489664982619349, -0.40786683238381183]
9 125.362 [-0.38143666666666665, -0.4200783333333333] [-0.5489664982619349, -0.40786683238381183]
9 130.374 [-0.38154166666666667, -0.4206766666666666] [-0.5489664982619349, -0.40786683238381183]
9 135.376 [-0.381545, -0.4206766666666666] [-0.5489664982619349, -0.40786683238381183]
9 140.382 [-0.381665, -0.42145666666666665] [-0.5489664982619349, -0.40786683238381183]
9 145.392 [-0.3825928571428571, -0.42017571428571415] [-0.5489664982619349, -0.40786683238381183]
9 150.396 [-0.38310625, -0.41536624999999994] [-0.5489664982619349, -0.40786683238381183]
9 155.401 [-0.38673250000000003, -0.41044125] [-0.5489664982619349, -0.40786683238381183]
9 160.408 [-0.3980023802613326, -0.40559285369431475] [-0.5489664982619349, -0.40786683238381183]
9 165.416 [-0.39827783480678713, -0.40588103551249655] [-0.5489664982619349, -0.40786683238381183]
9 170.421 [-0.3984178348067871, -0.40582194460340565] [-0.5489664982619349, -0.40786683238381183]
9 175.428 [-0.39998147117042354, -0.40443103551249654] [-0.5489664982619349, -0.40786683238381183]
9 180.437 [-0.4004378348067871, -0.4039537627852238] [-0.5489664982619349, -0.40786683238381183]
9 185.442 [-0.4100914711704235, -0.3998292173306784] [-0.5489664982619349, -0.40786683238381183]
9 190.448 [-0.41054147117042344, -0.39971285369431475] [-0.5489664982619349, -0.40786683238381183]
9 195.454 [-0.411126925715878, -0.399455580967042] [-0.5489664982619349, -0.40786683238381183]
9 200.464 [-0.41209134857288815, -0.39911094921978846] [-0.5489664982619349, -0.40786683238381183]
9 205.465 [-0.41322468190622147, -0.3986034492197885] [-0.5489664982619349, -0.40786683238381183]
9 210.468 [-0.4133821819062215, -0.3985342825531219] [-0.5489664982619349, -0.40786683238381183]
9 215.479 [-0.41306739868266595, -0.3984408762028817] [-0.5489664982619349, -0.40786683238381183]
9 220.493 [-0.41288615591961836, -0.39838009933124735] [-0.5489664982619349, -0.40786683238381183]
9 225.598 [-0.41332544163390417, -0.39818795647410443] [-0.5489664982619349, -0.40786683238381183]
9 230.698 [-0.41400401306247553, -0.397934385045533] [-0.5489664982619349, -0.40786683238381183]
