ID TIME pos
9 0.096 [0, 0] [0.17429720198973475, -0.24724329663361827]
9 5.105 [0.13146000000000013, -0.43296] [0.17429720198973475, -0.24724329663361827]
9 10.12 [0.17503999999999986, -0.296775] [0.17429720198973475, -0.24724329663361827]
9 15.224 [0.19062333333333323, -0.23876333333333336] [0.17429720198973475, -0.24724329663361827]
9 20.225 [0.204868, -0.22275399999999998] [0.17429720198973475, -0.24724329663361827]
9 25.23 [0.20517800000000008, -0.22241] [0.17429720198973475, -0.24724329663361827]
9 30.24 [0.20209333333333337, -0.22476] [0.17429720198973475, -0.24724329663361827]
9 35.244 [0.22714701802525386, -0.2220305319961319] [0.17429720198973475, -0.24724329663361827]
9 40.253 [0.22714701802525386, -0.2220305319961319] [0.17429720198973475, -0.24724329663361827]
9 45.26 [0.22480489077209714, -0.2217454654966154] [0.17429720198973475, -0.24724329663361827]
9 50.265 [0.2206932362418641, -0.2289970804414359] [0.17429720198973475, -0.24724329663361827]
9 55.272 [0.2205399029085308, -0.22945485821921371] [0.17429720198973475, -0.24724329663361827]
9 60.276 [0.2205399029085308, -0.22945485821921371] [0.17429720198973475, -0.24724329663361827]
9 65.283 [0.22053656957519743, -0.2294626359969915] [0.17429720198973475, -0.24724329663361827]
9 70.291 [0.22044323624186413, -0.22958374710810261] [0.17429720198973475, -0.24724329663361827]
9 75.296 [0.22140434735297523, -0.22923596933032483] [0.17429720198973475, -0.24724329663361827]
9 80.303 [0.22140323624186412, -0.22923596933032483] [0.17429720198973475, -0.24724329663361827]
9 85.309 [0.22140323624186412, -0.22923596933032483] [0.17429720198973475, -0.24724329663361827]
9 90.316 [0.22119656957519748, -0.2290837471081026] [0.17429720198973475, -0.24724329663361827]
9 95.324 [0.21837591261767772, -0.2294493723972923] [0.17429720198973475, -0.24724329663361827]
9 100.429 [0.2190871932887979, -0.23112670217935669] [0.17429720198973475, -0.24724329663361827]
9 105.435 [0.21909992056152516, -0.23123306581572028] [0.17429720198973475, -0.24724329663361827]
9 110.438 [0.21909992056152516, -0.23123306581572028] [0.17429720198973475, -0.24724329663361827]
9 115.447 [0.2194971932887979, -0.2311439749066294] [0.17429720198973475, -0.24724329663361827]
9 120.453 [0.21891446601607062, -0.2310412476339021] [0.17429720198973475, -0.24724329663361827]
9 125.458 [0.21891446601607062, -0.2310412476339021] [0.17429720198973475, -0.24724329663361827]
9 130.467 [0.21891446601607062, -0.2310412476339021] [0.17429720198973475, -0.24724329663361827]
9 135.472 [0.21657409384806472, -0.23068697699774357] [0.17429720198973475, -0.24724329663361827]
9 140.478 [0.21656659384806473, -0.2306919769977436] [0.17429720198973475, -0.24724329663361827]
9 145.485 [0.21606242718139812, -0.23227031033107692] [0.17429720198973475, -0.24724329663361827]
9 150.491 [0.2134222404751367, -0.23268874799791714] [0.17429720198973475, -0.24724329663361827]
9 155.503 [0.21340531739821364, -0.2326918249209941] [0.17429720198973475, -0.24724329663361827]
9 160.503 [0.21340608662898283, -0.2326918249209941] [0.17429720198973475, -0.24724329663361827]
9 165.509 [0.21187608662898283, -0.23207797876714795] [0.17429720198973475, -0.24724329663361827]
9 170.521 [0.21160608662898284, -0.23208336338253258] [0.17429720198973475, -0.24724329663361827]
9 175.523 [0.20998422329834124, -0.2324666945694945] [0.17429720198973475, -0.24724329663361827]
9 180.53 [0.20998422329834124, -0.2324666945694945] [0.17429720198973475, -0.24724329663361827]
9 185.541 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 190.543 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 195.555 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 200.557 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 205.56 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 210.567 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 215.575 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 220.58 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 225.588 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 230.594 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 235.601 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 240.606 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 245.617 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 250.624 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 255.628 [0.20993350901262695, -0.2324595517123516] [0.17429720198973475, -0.24724329663361827]
9 260.638 [0.2099120804411984, -0.23248169456949452] [0.17429720198973475, -0.24724329663361827]
9 265.642 [0.2099120804411984, -0.23248169456949452] [0.17429720198973475, -0.24724329663361827]
9 270.648 [0.20771327507845186, -0.2320049149315282] [0.17429720198973475, -0.24724329663361827]
9 275.655 [0.20771460841178518, -0.2320049149315282] [0.17429720198973475, -0.24724329663361827]
9 280.662 [0.20708460841178514, -0.23286824826486152] [0.17429720198973475, -0.24724329663361827]
9 285.672 [0.20708460841178514, -0.23286824826486152] [0.17429720198973475, -0.24724329663361827]
9 290.676 [0.20708460841178514, -0.23286824826486152] [0.17429720198973475, -0.24724329663361827]
9 295.685 [0.20667060841178517, -0.2328309149315282] [0.17429720198973475, -0.24724329663361827]
9 300.692 [0.20667060841178517, -0.2328309149315282] [0.17429720198973475, -0.24724329663361827]
9 305.698 [0.20667060841178517, -0.2328309149315282] [0.17429720198973475, -0.24724329663361827]
9 310.705 [0.20666794174511852, -0.2328309149315282] [0.17429720198973475, -0.24724329663361827]
