ID TIME pos
14 5.219 [0.3019989530025341, -0.4101108368971562] []
14 10.227 [0.3019989530025341, -0.4101108368971562] []
14 15.23 [0.3019989530025341, -0.4101108368971562] []
14 20.352 [0.3019989530025341, -0.4101108368971562] []
14 25.354 [0.3019989530025341, -0.4101108368971562] []
14 30.421 [0.3019989530025341, -0.4101108368971562] []
14 35.467 [0.3019989530025341, -0.4101108368971562] []
14 40.524 [0.3019989530025341, -0.4101108368971562] []
14 45.541 [0.3019989530025341, -0.4101108368971562] []
14 50.667 [0.3019989530025341, -0.4101108368971562] []
14 55.701 [0.3019989530025341, -0.4101108368971562] []
14 60.853 [0.3019989530025341, -0.4101108368971562] []
14 65.878 [0.3019989530025341, -0.4101108368971562] []
14 70.925 [0.3019989530025341, -0.4101108368971562] []
14 75.957 [0.3019989530025341, -0.4101108368971562] []
14 81.121 [0.3019989530025341, -0.4101108368971562] []
14 86.213 [0.3019989530025341, -0.4101108368971562] [(31299, -41787, 1674851722, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31299, -41787)]
14 127.054 [0.3019989530025341, -0.4101108368971562] []
14 162.795 [0.3019989530025341, -0.4101108368971562] [(33125, -41598, 1674851782, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 33125, -41598)]
14 167.824 [0.3019989530025341, -0.4101108368971562] [(30468, -41210, 1674851782, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 30468, -41210)]
14 172.964 [0.3019989530025341, -0.4101108368971562] [(31021, -42887, 1674851782, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31021, -42887)]
14 178.112 [0.3019989530025341, -0.4101108368971562] [(31021, -42887, 1674851782, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31021, -42887)]
14 183.213 [0.3019989530025341, -0.4101108368971562] [(31400, -42850, 1674851782, 0, 7, 70000000000000000000, 60000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31021, -42887)]
14 188.473 [0.3019989530025341, -0.4101108368971562] [(31631, -42326, 1674851782, 0, 9, 90000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31375, -42288)]
14 193.593 [0.3019989530025341, -0.4101108368971562] [(31631, -42326, 1674851782, 0, 9, 90000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31375, -42288)]
14 198.632 [0.3019989530025341, -0.4101108368971562] [(31544, -42228, 1674851782, 0, 10, 100000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31375, -42288)]
14 203.69 [0.3019989530025341, -0.4101108368971562] [(31544, -42228, 1674851782, 0, 10, 100000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31375, -42288)]
14 208.753 [0.3019989530025341, -0.4101108368971562] [(31544, -42228, 1674851782, 0, 10, 100000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31375, -42288)]
14 213.803 [0.3019989530025341, -0.4101108368971562] [(31544, -42228, 1674851782, 0, 10, 100000000000000000000, 80000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31375, -42288)]
14 218.815 [0.3019989530025341, -0.4101108368971562] [(31783, -41497, 1674851782, 0, 11, 110000000000000000000, 90000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31686, -41388)]
14 223.871 [0.3019989530025341, -0.4101108368971562] [(31783, -41497, 1674851782, 0, 11, 110000000000000000000, 90000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31686, -41388)]
14 228.974 [0.3019989530025341, -0.4101108368971562] [(32285, -41291, 1674851782, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 32298, -41152)]
14 234.023 [0.3019989530025341, -0.4101108368971562] [(32285, -41291, 1674851782, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 32298, -41152)]
14 239.087 [0.3019989530025341, -0.4101108368971562] [(32285, -41291, 1674851782, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 32298, -41152)]
14 244.117 [0.3019989530025341, -0.4101108368971562] [(31600, -41097, 1674851782, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31487, -40935)]
14 249.134 [0.3019989530025341, -0.4101108368971562] [(31600, -41097, 1674851782, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31487, -40935)]
14 254.143 [0.3019989530025341, -0.4101108368971562] [(31600, -41097, 1674851782, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31487, -40935)]
14 259.224 [0.3019989530025341, -0.4101108368971562] [(31600, -41097, 1674851782, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 31487, -40935)]
