ID TIME ESTIMATE W B S1 S2 S3
18 0.124 0.125 0 3 0.0 0.0 0.0
18 1.129 0.071 0 6 0.0 0.0 0.0
18 2.243 0.05 0 9 0.0 0.0 0.0
18 3.336 0.038 0 12 0.0 0.0 0.0
18 4.38 0.156 2 13 0.0 1.0 1.0
18 5.428 0.132 2 16 0.0 0.0 0.0
18 6.528 0.114 2 19 0.0 0.0 0.0
18 7.534 0.1 2 22 0.0 0.0 0.0
18 8.625 0.089 2 25 0.0 0.0 0.0
18 9.644 0.081 2 28 0.0 0.0 0.0
18 10.748 0.103 3 30 1.0 0.0 0.0
18 11.872 0.095 3 33 0.0 0.0 0.0
18 12.943 0.087 3 36 0.0 0.0 0.0
18 14.03 0.105 4 38 0.0 0.0 1.0
18 15.157 0.098 4 41 0.0 0.0 0.0
18 16.229 0.092 4 44 0.0 0.0 0.0
18 17.246 0.087 4 47 0.0 0.0 0.0
18 18.314 0.082 4 50 0.0 0.0 0.0
18 19.373 0.078 4 53 0.0 0.0 0.0
18 20.415 0.074 4 56 0.0 0.0 0.0
18 21.447 0.07 4 59 0.0 0.0 0.0
18 22.525 0.067 4 62 0.0 0.0 0.0
18 23.552 0.093 6 63 1.0 1.0 0.0
18 24.622 0.089 6 66 0.0 0.0 0.0
18 25.65 0.086 6 69 0.0 0.0 0.0
18 26.724 0.082 6 72 0.0 0.0 0.0
18 27.767 0.079 6 75 0.0 0.0 0.0
18 28.829 0.076 6 78 0.0 0.0 0.0
18 29.849 0.085 7 80 1.0 0.0 0.0
18 30.912 0.115 10 80 1.0 1.0 1.0
18 31.953 0.144 13 80 1.0 1.0 1.0
18 33.027 0.16 15 81 1.0 1.0 0.0
18 34.053 0.155 15 84 0.0 0.0 0.0
18 35.118 0.18 18 84 1.0 1.0 1.0
18 36.143 0.175 18 87 0.0 0.0 0.0
18 37.221 0.17 18 90 0.0 0.0 0.0
18 38.243 0.165 18 93 0.0 0.0 0.0
18 39.323 0.161 18 96 0.0 0.0 0.0
18 40.334 0.157 18 99 0.0 0.0 0.0
18 41.401 0.161 19 101 0.0 0.0 1.0
18 42.434 0.181 22 101 1.0 1.0 1.0
18 43.505 0.201 25 101 1.0 1.0 1.0
18 44.544 0.196 25 104 0.0 0.0 0.0
18 45.632 0.192 25 107 0.0 0.0 0.0
18 46.658 0.202 27 108 1.0 1.0 0.0
18 47.731 0.198 27 111 0.0 0.0 0.0
18 48.764 0.194 27 114 0.0 0.0 0.0
18 49.826 0.21 30 114 1.0 1.0 1.0
18 50.86 0.206 30 117 0.0 0.0 0.0
18 51.917 0.202 30 120 0.0 0.0 0.0
18 52.963 0.198 30 123 0.0 0.0 0.0
18 54.018 0.201 31 125 1.0 0.0 0.0
18 55.056 0.197 31 128 0.0 0.0 0.0
18 56.125 0.199 32 130 1.0 0.0 0.0
18 57.139 0.196 32 133 0.0 0.0 0.0
18 58.234 0.21 35 133 1.0 1.0 1.0
18 59.322 0.206 35 136 0.0 0.0 0.0
18 60.449 0.203 35 139 0.0 0.0 0.0
18 61.527 0.199 35 142 0.0 0.0 0.0
18 62.549 0.196 35 145 0.0 0.0 0.0
18 63.643 0.198 36 147 0.0 0.0 1.0
18 64.661 0.211 39 147 1.0 1.0 1.0
18 65.732 0.224 42 147 1.0 1.0 1.0
18 66.748 0.22 42 150 0.0 0.0 0.0
18 67.838 0.227 44 151 1.0 1.0 0.0
18 68.903 0.224 44 154 0.0 0.0 0.0
18 69.915 0.23 46 155 0.0 1.0 1.0
18 70.936 0.227 46 158 0.0 0.0 0.0
18 72.024 0.224 46 161 0.0 0.0 0.0
18 73.108 0.22 46 164 0.0 0.0 0.0
18 74.13 0.217 46 167 0.0 0.0 0.0
18 75.142 0.214 46 170 0.0 0.0 0.0
18 76.207 0.225 49 170 1.0 1.0 1.0
18 77.229 0.222 49 173 0.0 0.0 0.0
18 78.318 0.228 51 174 1.0 1.0 0.0
18 79.35 0.225 51 177 0.0 0.0 0.0
18 80.42 0.222 51 180 0.0 0.0 0.0
18 81.45 0.223 52 182 0.0 0.0 1.0
18 82.538 0.225 53 184 0.0 0.0 1.0
18 83.627 0.222 53 187 0.0 0.0 0.0
18 84.756 0.219 53 190 0.0 0.0 0.0
18 85.842 0.217 53 193 0.0 0.0 0.0
18 86.927 0.226 56 193 1.0 1.0 1.0
18 88.044 0.227 57 195 0.0 0.0 1.0
18 89.131 0.225 57 198 0.0 0.0 0.0
18 90.224 0.222 57 201 0.0 0.0 0.0
18 91.353 0.219 57 204 0.0 0.0 0.0
18 92.436 0.217 57 207 0.0 0.0 0.0
18 93.519 0.215 57 210 0.0 0.0 0.0
18 94.542 0.223 60 210 1.0 1.0 1.0
18 95.624 0.232 63 210 1.0 1.0 1.0
18 96.636 0.229 63 213 0.0 0.0 0.0
18 97.712 0.227 63 216 0.0 0.0 0.0
18 98.738 0.224 63 219 0.0 0.0 0.0
18 99.831 0.222 63 222 0.0 0.0 0.0
18 100.933 0.223 64 224 1.0 0.0 0.0
18 101.994 0.231 67 224 1.0 1.0 1.0
