ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC PENDING QUEUED
18 3.252 3.6138784885406494 1627934248 1 0xd2c0fcc3b109be73a8d4bc69a1c83754585d63e3842ff16e3d19924674970ed3 0x19a39244655079188c9c4b95f383b6e9fe80c2e3c8f16c0acef88966cd6fe8a3 1 2 610 0 0 0 0
18 3.433 4.0759055614471436 1627934248 1 0x72b5df10c17fa06525113fa192f1a6e238216f24a729f80dc61fd25069d90c08 0x19a39244655079188c9c4b95f383b6e9fe80c2e3c8f16c0acef88966cd6fe8a3 1 2 610 0 0 0 0
18 4.013 4.452961206436157 1627934248 1 0x069fa3b7ee1e3bf7beb68c62184e799be1c4d3764679014cc33d3c95daa4fbf1 0x19a39244655079188c9c4b95f383b6e9fe80c2e3c8f16c0acef88966cd6fe8a3 1 2 610 0 0 0 0
18 4.358 5.031657457351685 1627934248 1 0x802598e10ea998069c9c8dbbad1fff080b9c8a2547f78a5770e1b1cc1466b1f7 0x19a39244655079188c9c4b95f383b6e9fe80c2e3c8f16c0acef88966cd6fe8a3 1 2 610 0 0 0 0
18 4.616 5.150587320327759 1627934248 1 0x673f58cdaf12b03036141e65160962747a2d58d7bf43b285eb9ae2ecb5016b36 0x19a39244655079188c9c4b95f383b6e9fe80c2e3c8f16c0acef88966cd6fe8a3 1 2 610 0 0 0 0
18 16.644 2.0461883544921875 1627934263 2 0xa12ca2c5846664367b5820a75ca437e4348c56fcc96eeb9fe5c61a811c10cfd4 0x673f58cdaf12b03036141e65160962747a2d58d7bf43b285eb9ae2ecb5016b36 1 3 610 0 0 0 0
18 48.106 48.543389081954956 1627934248 1 0x7e55f0a267137eac76476bac596d892ab78ce6baa53be07894f4141ef80114c5 0x19a39244655079188c9c4b95f383b6e9fe80c2e3c8f16c0acef88966cd6fe8a3 2 3 610 0 0 0 0
18 48.453 34.12479591369629 1627934263 2 0x4c533446e6162b7555a3457cae5946d91d71e11d6f132ba662ac34f4d362a08e 0x7e55f0a267137eac76476bac596d892ab78ce6baa53be07894f4141ef80114c5 2 5 610 0 0 0 0
18 48.888 19.48742938041687 1627934278 3 0xbcaab9f83aa084f5b26205193553bfe54f6065aa30374f1d1fa04e2986b1843f 0x4c533446e6162b7555a3457cae5946d91d71e11d6f132ba662ac34f4d362a08e 1 6 610 0 0 0 0
18 50.259 5.646037340164185 1627934293 4 0x3d7803ff7f904ed30cfdf814ee918e5df40509f3688e8a878a3c9d11f9bfa52f 0xbcaab9f83aa084f5b26205193553bfe54f6065aa30374f1d1fa04e2986b1843f 1 7 610 0 0 0 0
18 61.937 2.378103494644165 1627934308 5 0xc4bf558a3f45b3d2630e853a946a870eeb6f770d0cf741781323d6f073d305d0 0x3d7803ff7f904ed30cfdf814ee918e5df40509f3688e8a878a3c9d11f9bfa52f 1 8 610 0 0 0 0
18 91.94 32.367636919021606 1627934308 5 0x82491af84f7005375d95c135dc7b4995d7ba1a4a23c449210ed13d07b654514d 0x2b14a5ad52593ccba747ff32f7590052b885babcf821edde7981855b526d594b 1 8 610 0 0 0 0
18 92.428 17.953831672668457 1627934323 6 0xff6d043b29f3e4a071d166c6053e9b2deaa73afc7cee5cb1d35440c03c4abcad 0x82491af84f7005375d95c135dc7b4995d7ba1a4a23c449210ed13d07b654514d 2 10 610 0 0 0 0
