ID TIME pos
13 0.094 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 5.11 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 10.111 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 15.117 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 20.123 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 25.131 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 30.139 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 35.146 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 40.149 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 45.161 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 50.165 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 55.174 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 60.181 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 65.184 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 70.193 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 75.196 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 80.199 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 85.209 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 90.215 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 95.222 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 100.23 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 105.24 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 110.342 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 115.344 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 120.35 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 125.356 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 130.364 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 135.374 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 140.383 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 145.385 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 150.398 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 155.498 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 160.502 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 165.508 [0, 0] [-0.4973820218015885, -0.4753228569876527]
13 170.514 [-0.58656, -0.57596] [-0.4973820218015885, -0.4753228569876527]
13 175.525 [-0.58656, -0.57596] [-0.4973820218015885, -0.4753228569876527]
13 180.532 [-0.54634, -0.54297] [-0.4973820218015885, -0.4753228569876527]
13 185.534 [-0.51416, -0.51658] [-0.4973820218015885, -0.4753228569876527]
13 190.542 [-0.51416, -0.51658] [-0.4973820218015885, -0.4753228569876527]
13 195.547 [-0.51416, -0.51658] [-0.4973820218015885, -0.4753228569876527]
13 200.556 [-0.485436, -0.49726400000000004] [-0.4973820218015885, -0.4753228569876527]
13 205.563 [-0.48803500000000005, -0.49715875] [-0.4973820218015885, -0.4753228569876527]
13 210.57 [-0.4864900000000001, -0.4972255555555556] [-0.4973820218015885, -0.4753228569876527]
13 215.581 [-0.48660777777777775, -0.4970444444444445] [-0.4973820218015885, -0.4753228569876527]
13 220.59 [-0.488809, -0.498528] [-0.4973820218015885, -0.4753228569876527]
13 225.601 [-0.48850090909090904, -0.49845727272727275] [-0.4973820218015885, -0.4753228569876527]
13 230.694 [-0.48850090909090904, -0.49845727272727275] [-0.4973820218015885, -0.4753228569876527]
13 235.701 [-0.48850090909090904, -0.49845727272727275] [-0.4973820218015885, -0.4753228569876527]
13 240.704 [-0.48850090909090904, -0.49845727272727275] [-0.4973820218015885, -0.4753228569876527]
13 245.714 [-0.48850090909090904, -0.49845727272727275] [-0.4973820218015885, -0.4753228569876527]
13 250.722 [-0.48931727272727277, -0.4991018181818182] [-0.4973820218015885, -0.4753228569876527]
13 255.734 [-0.48931727272727277, -0.4991018181818182] [-0.4973820218015885, -0.4753228569876527]
13 260.736 [-0.48931727272727277, -0.4991018181818182] [-0.4973820218015885, -0.4753228569876527]
13 265.738 [-0.48931727272727277, -0.4991018181818182] [-0.4973820218015885, -0.4753228569876527]
13 270.75 [-0.48936545454545455, -0.49912090909090917] [-0.4973820218015885, -0.4753228569876527]
13 275.758 [-0.4888791666666667, -0.4985658333333334] [-0.4973820218015885, -0.4753228569876527]
13 280.758 [-0.48474, -0.4955725] [-0.4973820218015885, -0.4753228569876527]
