ID TIME pos
10 0.095 [0, 0] [0.445992151382498, 0.4043407707571747]
10 5.107 [0, 0] [0.445992151382498, 0.4043407707571747]
10 10.115 [0, 0] [0.445992151382498, 0.4043407707571747]
10 15.122 [0, 0] [0.445992151382498, 0.4043407707571747]
10 20.124 [0, 0] [0.445992151382498, 0.4043407707571747]
10 25.132 [0, 0] [0.445992151382498, 0.4043407707571747]
10 30.141 [0, 0] [0.445992151382498, 0.4043407707571747]
10 35.148 [0, 0] [0.445992151382498, 0.4043407707571747]
10 40.154 [0, 0] [0.445992151382498, 0.4043407707571747]
10 45.161 [0, 0] [0.445992151382498, 0.4043407707571747]
10 50.166 [0, 0] [0.445992151382498, 0.4043407707571747]
10 55.175 [0, 0] [0.445992151382498, 0.4043407707571747]
10 60.18 [0.4823772579333922, 0.3465354242776144] [0.445992151382498, 0.4043407707571747]
10 65.184 [0.4823772579333922, 0.3465354242776144] [0.445992151382498, 0.4043407707571747]
10 70.191 [0.4823772579333922, 0.3465354242776144] [0.445992151382498, 0.4043407707571747]
10 75.201 [0.4823772579333922, 0.3465354242776144] [0.445992151382498, 0.4043407707571747]
10 80.205 [0.4823772579333922, 0.3465354242776144] [0.445992151382498, 0.4043407707571747]
10 85.216 [0.4823772579333922, 0.3465354242776144] [0.445992151382498, 0.4043407707571747]
10 90.221 [0.4754586289666961, 0.39763771213880716] [0.445992151382498, 0.4043407707571747]
10 95.226 [0.47526362896669616, 0.3990977121388072] [0.445992151382498, 0.4043407707571747]
10 100.23 [0.47526362896669616, 0.3990977121388072] [0.445992151382498, 0.4043407707571747]
10 105.239 [0.4753190859777974, 0.4109284747592048] [0.445992151382498, 0.4043407707571747]
10 110.244 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 115.249 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 120.36 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 125.363 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 130.368 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 135.375 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 140.385 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 145.389 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 150.395 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 155.401 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 160.408 [0.4753257526444641, 0.4124084747592047] [0.445992151382498, 0.4043407707571747]
10 165.414 [0.4853943144833481, 0.4098288560694035] [0.445992151382498, 0.4043407707571747]
10 170.421 [0.48484545158667836, 0.4094770848555228] [0.445992151382498, 0.4043407707571747]
10 175.428 [0.48503745158667844, 0.4092610848555228] [0.445992151382498, 0.4043407707571747]
10 180.437 [0.4830854515866784, 0.41007508485552274] [0.445992151382498, 0.4043407707571747]
10 185.443 [0.481267876322232, 0.40412757071293576] [0.445992151382498, 0.4043407707571747]
10 190.448 [0.4815612096555653, 0.40388757071293585] [0.445992151382498, 0.4043407707571747]
10 195.452 [0.48026675113334166, 0.4036536320396592] [0.445992151382498, 0.4043407707571747]
10 200.465 [0.48024675113334164, 0.40365077489680207] [0.445992151382498, 0.4043407707571747]
10 205.467 [0.480618407241674, 0.40312942803470186] [0.445992151382498, 0.4043407707571747]
10 210.473 [0.4810896953259325, 0.4032317138086239] [0.445992151382498, 0.4043407707571747]
10 215.481 [0.4832170234484902, 0.40408685675251044] [0.445992151382498, 0.4043407707571747]
10 220.485 [0.4833333870848538, 0.4042777658434194] [0.445992151382498, 0.4043407707571747]
10 225.491 [0.4833679325393993, 0.40429322038887405] [0.445992151382498, 0.4043407707571747]
10 230.497 [0.4833679325393993, 0.40429322038887405] [0.445992151382498, 0.4043407707571747]
10 235.503 [0.48344156890303575, 0.40442140220705586] [0.445992151382498, 0.4043407707571747]
10 240.509 [0.48344156890303575, 0.40442140220705586] [0.445992151382498, 0.4043407707571747]
10 245.519 [0.482731438161116, 0.4045162853564679] [0.445992151382498, 0.4043407707571747]
10 250.522 [0.47573363522564566, 0.4014750326367395] [0.445992151382498, 0.4043407707571747]
10 255.528 [0.47458623270952804, 0.4028725303055439] [0.445992151382498, 0.4043407707571747]
10 260.538 [0.4745540898523851, 0.4028139588769725] [0.445992151382498, 0.4043407707571747]
10 265.545 [0.4745540898523851, 0.4028139588769725] [0.445992151382498, 0.4043407707571747]
10 270.548 [0.4745826612809566, 0.4028318160198296] [0.445992151382498, 0.4043407707571747]
10 275.555 [0.4745833755666709, 0.4028318160198296] [0.445992151382498, 0.4043407707571747]
10 280.568 [0.47456980413809946, 0.3999611017341154] [0.445992151382498, 0.4043407707571747]
10 285.667 [0.47448337556667086, 0.3998932445912583] [0.445992151382498, 0.4043407707571747]
10 290.677 [0.4744769469952423, 0.3998903874484011] [0.445992151382498, 0.4043407707571747]
10 295.683 [0.4743205184238137, 0.39977395887697253] [0.445992151382498, 0.4043407707571747]
10 300.688 [0.4743219469952423, 0.3997753874484012] [0.445992151382498, 0.4043407707571747]
10 305.692 [0.47428694699524226, 0.3997946731626868] [0.445992151382498, 0.4043407707571747]
10 310.7 [0.4734676612809566, 0.3997182445912582] [0.445992151382498, 0.4043407707571747]
10 315.707 [0.47354408985238516, 0.399662530305544] [0.445992151382498, 0.4043407707571747]
10 320.713 [0.4736298041380995, 0.3991846731626868] [0.445992151382498, 0.4043407707571747]
10 325.723 [0.4736290898523851, 0.3991818160198296] [0.445992151382498, 0.4043407707571747]
10 330.727 [0.4725969469952423, 0.4013096731626868] [0.445992151382498, 0.4043407707571747]
10 335.736 [0.4725848041380995, 0.40130181601982967] [0.445992151382498, 0.4043407707571747]
10 340.848 [0.47258551842381374, 0.4013125303055439] [0.445992151382498, 0.4043407707571747]
