ID TIME ETH
8 0.286 21 21.0
8 5.314 21 21.0
8 10.393 21 21.0
8 15.425 21 21.0
8 20.549 21 21.0
8 25.993 21 21.0
8 31.053 21 21.0
8 36.252 21 21.0
8 41.338 21 21.0
8 46.392 21 21.0
8 51.46 21 21.0
8 56.517 21 21.0
8 61.587 21 21.0
8 66.712 21 21.0
8 71.878 21 21.0
8 76.993 21 21.0
8 82.034 21 21.0
8 87.193 21 21.0
8 92.285 21 21.0
8 97.396 21 21.0
8 102.531 21 21.0
8 107.659 21 21.0
8 112.806 21 21.0
8 117.922 21 21.0
8 123.209 21 21.0
8 128.452 16 21.0
8 133.771 16 21.0
8 138.926 16 21.0
8 144.029 16 21.0
8 149.178 16 21.0
8 154.262 16 21.0
8 159.386 16 21.0
8 164.52 16 21.0
8 169.681 16 21.0
8 174.772 16 21.0
8 180.012 16 21.0
8 185.354 16 21.0
8 190.562 16 21.0
8 195.659 16 21.0
8 200.801 16 21.0
8 205.873 16 16.0
8 211.179 16 16.0
8 216.33 16 16.0
8 221.591 16 16.0
8 226.655 16 16.0
8 231.754 16 16.0
8 236.855 16 16.0
8 242.282 12.25 16.0
8 247.423 12.25 16.0
8 252.557 12.25 16.0
8 257.717 12.25 16.0
8 262.883 12.25 16.0
8 268.048 12.25 16.0
8 273.207 12.25 16.0
8 278.287 12.25 16.0
8 283.405 12.25 16.0
8 288.562 12.25 16.0
8 293.701 12.25 16.0
8 298.818 12.25 16.0
8 303.892 12.25 16.0
8 309.005 12.25 16.0
8 314.192 12.25 16.0
8 319.379 12.25 16.0
8 324.483 12.25 16.0
8 329.651 12.25 16.0
8 334.727 12.25 16.0
8 339.852 12.25 16.0
8 344.971 12.25 16.0
8 350.078 12.25 16.0
8 355.287 12.25 16.0
8 360.42 12.25 16.0
8 365.56 12.25 16.0
8 370.671 12.25 16.0
8 375.903 12.25 16.0
8 381.041 12.25 16.0
8 386.23 12.25 16.0
8 391.361 12.25 16.0
8 396.469 12.25 16.0
8 401.595 12.25 16.0
8 406.741 12.25 16.0
8 412.062 12.25 16.0
8 417.148 12.25 16.0
8 422.289 12.25 16.0
8 427.389 12.805555555555555555 16.555555555555557
8 432.554 12.805555555555555555 16.555555555555557
8 437.715 12.805555555555555555 16.555555555555557
8 442.831 12.805555555555555555 16.555555555555557
8 448.023 12.805555555555555555 16.555555555555557
8 453.207 12.805555555555555555 16.555555555555557
8 458.348 12.805555555555555555 16.555555555555557
8 463.434 17.805555555555555555 17.805555555555557
8 468.512 17.805555555555555555 17.805555555555557
8 473.63 17.805555555555555555 17.805555555555557
8 478.778 17.805555555555555555 17.805555555555557
8 483.931 17.805555555555555555 17.805555555555557
8 489.083 17.805555555555555555 17.805555555555557
8 494.164 17.805555555555555555 17.805555555555557
8 499.347 17.805555555555555555 17.805555555555557
