ID TIME VOTE
16 158.966 1420664
16 219.885 1662234
16 229.947 1726342
16 308.953 1598130
16 370.075 1523437
16 390.889 1627393
16 574.016 1664989
16 579.039 1655000
16 805.019 1762383
16 843.909 1799724
16 1055.003 1889872
16 1154.027 1985294
16 1275.053 2058283
16 1769.362 2322314
16 1774.362 2313137
16 1786.11 2300523
16 1963.072 2288387
16 1975.045 2306670
16 2084.164 2340514
16 2136.065 2341961
16 2150.186 2334867
16 2181.108 2337783
16 2200.142 2335892
16 2288.118 2384164
16 2461.197 2361340
16 2474.082 2358401
16 2480.135 2377548
16 2504.111 2371289
16 2519.203 2375951
16 2831.203 2395277
16 2835.204 2394380
16 2854.315 2394007
16 3007.278 2471920
16 3013.158 2469052
16 3211.252 2443820
16 3217.263 2447077
16 3344.271 2479561
16 3710.276 2452164
16 3770.272 2446381
16 3863.272 2446135
16 3874.239 2447431
16 3966.343 2449413
16 3969.335 2450190
16 3994.345 2447242
16 4150.352 2418497
16 4156.317 2418250
16 4232.357 2423224
16 4239.281 2421607
16 4306.341 2408655
16 4310.282 2405736
16 4318.42 2400886
16 4403.357 Value Error
16 4521.415 2427252
16 4546.332 2432793
16 4613.368 2430616
16 4678.543 2419275
16 4714.413 2421990
16 4753.425 2424113
16 4767.34 2417041
16 4951.467 2407515
16 5090.47 2443065
16 5153.431 2449679
16 5183.487 2448899
16 5227.479 2450415
16 5241.455 2450547
16 5275.387 2449192
16 5318.42 2438984
16 5321.518 2438772
16 5346.531 2428757
16 5474.532 2456632
16 5764.501 2444500
16 5768.505 2446039
16 5810.492 2441176
16 5880.44 2432286
16 5901.505 2425655
16 6004.486 2398589
16 6073.493 2395544
16 6129.556 2395961
16 6250.517 2403559
16 6279.615 2401614
16 6305.609 2406825
16 6325.554 2408466
16 6381.621 2420653
16 6503.628 2406592
16 6571.594 2398985
16 6599.598 2396756
16 6663.554 2392220
16 6708.63 2392025
16 6741.58 2386018
16 6745.678 2384154
16 6796.677 2376011
16 6833.642 2378116
16 6872.634 2375820
16 6880.623 2373393
16 6938.954 2372731
16 7059.628 2365033
16 7063.67 2368005
16 7132.692 2372595
16 7223.619 2365281
16 7234.694 2366118
16 7247.701 2366143
16 7267.663 2363643
16 7364.655 2383549
16 7385.698 2384676
16 7417.679 2386130
16 7566.764 2383039
16 7580.735 2382482
16 7585.692 2383145
16 7597.696 2385239
16 7639.66 2376872
16 7875.668 2391385
16 7896.889 2392841
16 7912.819 2389738
16 7930.762 2389193
16 8210.792 2390759
16 8214.809 2389218
16 8229.779 2391040
16 8242.731 2391940
16 8411.803 2395316
16 8415.741 2394312
16 8542.785 2390376
16 8546.773 2391648
16 8556.808 2389182
16 8689.864 2403748
16 8694.777 2407019
16 8870.931 Value Error
16 8969.013 2394610
16 8974.823 2396659
16 9031.923 2403239
16 9091.881 2402337
16 9155.804 2394217
16 9181.896 2396279
16 9187.039 2400191
16 9277.871 2396116
16 9473.904 2397637
16 9477.854 2396747
16 9501.976 2392121
16 9509.913 2392643
16 9584.914 2392632
16 9646.946 2391251
16 9684.883 2397425
16 9690.858 2396896
16 9719.953 2397194
16 9731.869 2395538
16 9783.941 2405369
16 9879.901 2400225
16 9954.999 2400998
16 9990.942 2399004
