ID TIME pos
3 0.1 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 5.107 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 10.113 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 15.12 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 20.126 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 25.133 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 30.139 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 35.145 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 40.15 [0, 0] [0.1884189449382887, -0.17437824141009056]
3 45.155 [0.2044950000000001, -0.22038500000000005] [0.1884189449382887, -0.17437824141009056]
3 50.162 [0.19220499999999996, -0.2298175] [0.1884189449382887, -0.17437824141009056]
3 55.169 [0.19329688584965612, -0.22899630901506093] [0.1884189449382887, -0.17437824141009056]
3 60.176 [0.18912304501399094, -0.22973112201290938] [0.1884189449382887, -0.17437824141009056]
3 65.183 [0.18043733072827667, -0.22080683629862366] [0.1884189449382887, -0.17437824141009056]
3 70.189 [0.18002875929970522, -0.22031826487005218] [0.1884189449382887, -0.17437824141009056]
3 75.195 [0.1825864143872421, -0.22508098176129568] [0.1884189449382887, -0.17437824141009056]
3 80.203 [0.18246516438724214, -0.22490973176129567] [0.1884189449382887, -0.17437824141009056]
3 85.209 [0.18254236834421522, -0.22207087267670728] [0.1884189449382887, -0.17437824141009056]
3 90.215 [0.18405459056643744, -0.2148008726767073] [0.1884189449382887, -0.17437824141009056]
3 95.223 [0.18410347945532635, -0.21508198378781843] [0.1884189449382887, -0.17437824141009056]
3 100.228 [0.1847041315097937, -0.21483378540903658] [0.1884189449382887, -0.17437824141009056]
3 105.236 [0.1847941315097937, -0.21510278540903655] [0.1884189449382887, -0.17437824141009056]
3 110.24 [0.18516113150979369, -0.21479478540903657] [0.1884189449382887, -0.17437824141009056]
3 115.245 [0.18492213150979367, -0.21501478540903657] [0.1884189449382887, -0.17437824141009056]
3 120.251 [0.18491013150979368, -0.21505478540903655] [0.1884189449382887, -0.17437824141009056]
