ID TIME pos
5 0.099 [0, 0] [-0.443937911857729, -0.544249679978258]
5 5.112 [0, 0] [-0.443937911857729, -0.544249679978258]
5 10.114 [0, 0] [-0.443937911857729, -0.544249679978258]
5 15.12 [0, 0] [-0.443937911857729, -0.544249679978258]
5 20.128 [0, 0] [-0.443937911857729, -0.544249679978258]
5 25.136 [0, 0] [-0.443937911857729, -0.544249679978258]
5 30.141 [0, 0] [-0.443937911857729, -0.544249679978258]
5 35.149 [0, 0] [-0.443937911857729, -0.544249679978258]
5 40.153 [0, 0] [-0.443937911857729, -0.544249679978258]
5 45.159 [0, 0] [-0.443937911857729, -0.544249679978258]
5 50.168 [0, 0] [-0.443937911857729, -0.544249679978258]
5 55.175 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 60.18 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 65.187 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 70.195 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 75.201 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 80.207 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 85.212 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 90.221 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 95.226 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 100.234 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 105.239 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 110.247 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 115.251 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 120.261 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 125.268 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 130.275 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 135.283 [-0.34845647826349496, -0.7972502195619496] [-0.443937911857729, -0.544249679978258]
5 140.289 [-0.4393588260878316, -0.6633700731873166] [-0.443937911857729, -0.544249679978258]
5 145.295 [-0.44274411956587373, -0.6617900548904874] [-0.443937911857729, -0.544249679978258]
5 150.301 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 155.308 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 160.315 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 165.322 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 170.331 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 175.338 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 180.343 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 185.349 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 190.354 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 195.361 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 200.367 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 205.374 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 210.379 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 215.387 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 220.392 [-0.44269661956587375, -0.6618750548904874] [-0.443937911857729, -0.544249679978258]
5 225.399 [-0.4362591195658737, -0.6564500548904875] [-0.443937911857729, -0.544249679978258]
5 230.408 [-0.43956129565269897, -0.6476400439123899] [-0.443937911857729, -0.544249679978258]
5 235.409 [-0.439563295652699, -0.64763804391239] [-0.443937911857729, -0.544249679978258]
5 240.42 [-0.4438366397519279, -0.6352257456517071] [-0.443937911857729, -0.544249679978258]
5 245.425 [-0.4441958097829368, -0.6352400274452438] [-0.443937911857729, -0.544249679978258]
5 250.433 [-0.4444584975848328, -0.6325722466179945] [-0.443937911857729, -0.544249679978258]
5 255.441 [-0.4440051642514995, -0.6330522466179945] [-0.443937911857729, -0.544249679978258]
5 260.448 [-0.4441384975848328, -0.63295780217355] [-0.443937911857729, -0.544249679978258]
5 265.452 [-0.44432516425149937, -0.63252780217355] [-0.443937911857729, -0.544249679978258]
5 270.458 [-0.44528294202927715, -0.6301566910624389] [-0.443937911857729, -0.544249679978258]
5 275.467 [-0.44528294202927715, -0.6301555799513276] [-0.443937911857729, -0.544249679978258]
5 280.472 [-0.44529627536261057, -0.6301344688402167] [-0.443937911857729, -0.544249679978258]
5 285.475 [-0.44487464782634945, -0.629382021956195] [-0.443937911857729, -0.544249679978258]
5 290.485 [-0.4422336478263495, -0.630456021956195] [-0.443937911857729, -0.544249679978258]
5 295.492 [-0.4422386478263495, -0.630456021956195] [-0.443937911857729, -0.544249679978258]
5 300.499 [-0.4395756478263495, -0.630159021956195] [-0.443937911857729, -0.544249679978258]
5 305.506 [-0.4395756478263495, -0.630159021956195] [-0.443937911857729, -0.544249679978258]
5 310.513 [-0.4394256478263495, -0.630029021956195] [-0.443937911857729, -0.544249679978258]
5 315.521 [-0.43942364782634946, -0.630032021956195] [-0.443937911857729, -0.544249679978258]
