ID TIME pos
11 1.208 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 6.222 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 11.329 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 16.335 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 21.343 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 26.351 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 31.357 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 36.365 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 41.373 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 46.481 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 51.489 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 56.497 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 61.505 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 66.614 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 71.722 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 76.73 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 81.738 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 86.747 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 91.754 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 96.762 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 101.77 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 106.777 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 111.786 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 116.793 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 121.801 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 126.808 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 131.917 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 136.925 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 141.936 [0, 0] [0.44075506075927007, 0.2911133254511221] [[0, 0], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 146.944 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 151.952 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 157.06 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 162.066 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 167.075 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 172.083 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 177.091 [0.4880845972054044, 0.13195283438573185] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0, 0], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 182.098 [0.34714430128775653, 0.2673915808970455] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 187.106 [0.3471400001312649, 0.2673957141595733] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 192.215 [0.347140000000004, 0.2673957142857105] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0, 0], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0, 0], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 197.222 [0.3412026888888888, 0.2676553629041741] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.3412299999999999, 0.2677200000000002], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.2990599999999999, 0.26930999999999994], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 202.23 [0.3411155608268889, 0.26762666875362906] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.34111, 0.26761999999999997], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.29895000000000005, 0.26925], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 207.238 [0.3411155555556083, 0.26762666666668755] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.34111, 0.26761999999999997], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.29895000000000005, 0.26925], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 212.247 [0.34111555555555556, 0.2676266666666667] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.34111, 0.26761999999999997], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.29895000000000005, 0.26925], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 217.255 [0.34111555555555556, 0.2676266666666667] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.34111, 0.26761999999999997], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.29895000000000005, 0.26925], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 222.262 [0.34111555555555556, 0.2676266666666667] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.34111, 0.26761999999999997], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.29895000000000005, 0.26925], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
11 227.271 [0.34111555555555556, 0.2676266666666667] [0.44075506075927007, 0.2911133254511221] [[0.4335200000000001, 0.2877200000000002], [0.34111, 0.26761999999999997], [0.47543999999999986, 0.25425999999999993], [0, 0], [0.5625499999999999, 0.2774700000000001], [0, 0], [0.29895000000000005, 0.26925], [0.3912300000000002, 0.3701699999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0.5604399999999998, 0.6036700000000002], [-0.42072, 0.39066], [0.4275199999999999, -0.3121799999999999]]
