ID TIME pos
10 5.251 [0.44474986728960425, 0.4424835853286981] []
10 10.28 [0.44474986728960425, 0.4424835853286981] []
10 15.297 [0.44474986728960425, 0.4424835853286981] []
10 20.309 [0.44474986728960425, 0.4424835853286981] [(-44659, 41611, 1676591024, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611)]
10 39.135 [0.44474986728960425, 0.4424835853286981] [(-30110, 42256, 1676591036, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -30110, 42256)]
10 79.643 [0.44474986728960425, 0.4424835853286981] [(-33970, 42398, 1676591036, 0, 7, 70000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 84.669 [0.44474986728960425, 0.4424835853286981] [(-33627, 42334, 1676591036, 0, 8, 80000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 89.696 [0.44474986728960425, 0.4424835853286981] [(-34851, 42094, 1676591036, 0, 9, 90000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 94.73 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 99.811 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 104.84 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 109.94 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 114.962 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933)]
10 120.013 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-44495, 42343, 1676591122, 0, 2, 15000000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611)]
10 138.202 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-43817, 42400, 1676591122, 0, 3, 26250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46191, 37085, 1676591130, 0, 2, 22500000000000000000, 22500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46191, 37085)]
10 173.514 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-41890, 41915, 1676591122, 0, 8, 80000000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46191, 37085, 1676591130, 0, 2, 22500000000000000000, 22500000000000000000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46191, 37085)]
10 234.806 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (45871, 41147, 1676591130, 0, 7, 76527777777777779000, 76527777777777779000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 45871, 41147)]
10 291.424 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591291, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41281, 52463, 1676591263, 0, 5, 53333333333333337000, 42083333333333337000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 42454, 48215)]
10 321.342 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591319, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41472, 52453, 1676591263, 0, 7, 74861111111111116000, 53333333333333337000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 43161, 46824)]
10 346.856 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591351, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41612, 53774, 1676591351, 1, 9, 97916666666666674000, 64861111111111116000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 43622, 47308), (45767, 45622, 1676591339, 0, 4, 47060185185185187000, 34027777777777779000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 45674, 46804)]
10 367.388 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591371, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41612, 53774, 1676591371, 1, 9, 97916666666666674000, 64861111111111116000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 43622, 47308), (42879, 53005, 1676591371, 1, 8, 95902777777777783000, 61064814814814817000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 44266, 50043), (64996, 39071, 1676591361, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 64996, 39071)]
10 423.487 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591425, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41612, 53774, 1676591425, 1, 9, 97916666666666674000, 64861111111111116000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 43622, 47308), (42879, 53005, 1676591425, 1, 8, 95902777777777783000, 61064814814814817000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 44266, 50043), (57886, 46753, 1676591361, 0, 8, 63587962962962959000, 42951388888888887000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 54774, 50723)]
10 428.552 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591425, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41612, 53774, 1676591425, 1, 9, 97916666666666674000, 64861111111111116000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 43622, 47308), (42879, 53005, 1676591425, 1, 8, 95902777777777783000, 61064814814814817000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 44266, 50043), (57886, 46753, 1676591361, 0, 8, 63587962962962959000, 42951388888888887000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 54774, 50723)]
10 438.65 [0.44474986728960425, 0.4424835853286981] [(-34300, 42040, 1676591036, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37384, 41933), (-42332, 42013, 1676591122, 2, 10, 101250000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -44659, 41611), (46039, 42650, 1676591431, 1, 9, 98333333333333337000, 98333333333333337000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, 46039, 42650), (41612, 53774, 1676591431, 1, 9, 97916666666666674000, 64861111111111116000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 43622, 47308), (42879, 53005, 1676591431, 1, 8, 95902777777777783000, 61064814814814817000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 44266, 50043), (59436, 45383, 1676591361, 0, 9, 78321759259259255000, 42951388888888887000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 54774, 50723)]
