ID TIME pos
8 0.097 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 5.106 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 10.117 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 15.122 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 20.124 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 25.131 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 30.14 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 35.145 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 40.152 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 45.161 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 50.167 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 55.173 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 60.179 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 65.191 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 70.193 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 75.199 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 80.208 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 85.212 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 90.222 [0.3352200000000001, 0.41484999999999994] [0.4514688196983951, 0.4391248372732914]
8 95.226 [0.3352200000000001, 0.41484999999999994] [0.4514688196983951, 0.4391248372732914]
8 100.232 [0.3352200000000001, 0.41484999999999994] [0.4514688196983951, 0.4391248372732914]
8 105.241 [0.42254499999999995, 0.3966799999999999] [0.4514688196983951, 0.4391248372732914]
8 110.341 [0.42254499999999995, 0.3966799999999999] [0.4514688196983951, 0.4391248372732914]
8 115.353 [0.42254499999999995, 0.3966799999999999] [0.4514688196983951, 0.4391248372732914]
8 120.355 [0.42254499999999995, 0.3966799999999999] [0.4514688196983951, 0.4391248372732914]
8 125.363 [0.42254499999999995, 0.3966799999999999] [0.4514688196983951, 0.4391248372732914]
8 130.37 [0.42254499999999995, 0.3966799999999999] [0.4514688196983951, 0.4391248372732914]
8 135.373 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 140.379 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 145.386 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 150.394 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 155.401 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 160.405 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 165.412 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 170.413 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 175.42 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 180.433 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 185.436 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 190.449 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 195.453 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 200.458 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 205.464 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
8 210.47 [0.49749650276814955, 0.43199178876123856] [0.4514688196983951, 0.4391248372732914]
