ID TIME ESTIMATE W B S1 S2 S3
22 0.002 0.125 0 3 0 0 0
22 0.882 0.071 0 6 0.0 0.0 0.0
22 1.893 0.05 0 9 0.0 0.0 0.0
22 3.924 0.269 3 9 1.0 1.0 1.0
22 4.973 0.281 4 11 1.0 0.0 0.0
22 6.902 0.342 6 12 0.0 1.0 1.0
22 8.91 0.432 9 12 1.0 1.0 1.0
22 10.867 0.38 9 15 0.0 0.0 0.0
22 12.88 0.446 12 15 1.0 1.0 1.0
22 13.887 0.5 15 15 1.0 1.0 1.0
22 15.873 0.456 15 18 0.0 0.0 0.0
22 16.898 0.419 15 21 0.0 0.0 0.0
22 18.899 0.412 16 23 0.0 0.0 1.0
22 19.94 0.407 17 25 0.0 0.0 1.0
22 21.876 0.446 20 25 1.0 1.0 1.0
22 23.881 0.439 21 27 1.0 0.0 0.0
22 25.903 0.413 21 30 0.0 0.0 0.0
22 27.903 0.445 24 30 1.0 1.0 1.0
22 29.905 0.422 24 33 0.0 0.0 0.0
22 31.906 0.402 24 36 0.0 0.0 0.0
22 33.898 0.383 24 39 0.0 0.0 0.0
22 35.891 0.381 25 41 0.0 0.0 1.0
22 37.9 0.407 28 41 1.0 1.0 1.0
22 39.881 0.39 28 44 0.0 0.0 0.0
22 41.888 0.414 31 44 1.0 1.0 1.0
22 43.911 0.437 34 44 1.0 1.0 1.0
22 45.884 0.421 34 47 0.0 0.0 0.0
22 46.906 0.441 37 47 1.0 1.0 1.0
22 48.9 0.426 37 50 0.0 0.0 0.0
22 50.894 0.445 40 50 1.0 1.0 1.0
22 52.906 0.431 40 53 0.0 0.0 0.0
22 54.889 0.418 40 56 0.0 0.0 0.0
22 56.9 0.405 40 59 0.0 0.0 0.0
22 58.888 0.413 42 60 1.0 1.0 0.0
22 60.905 0.401 42 63 0.0 0.0 0.0
22 62.901 0.39 42 66 0.0 0.0 0.0
22 64.907 0.379 42 69 0.0 0.0 0.0
22 66.911 0.37 42 72 0.0 0.0 0.0
22 68.89 0.36 42 75 0.0 0.0 0.0
22 69.908 0.351 42 78 0.0 0.0 0.0
22 71.904 0.343 42 81 0.0 0.0 0.0
22 73.9 0.335 42 84 0.0 0.0 0.0
22 75.874 0.327 42 87 0.0 0.0 0.0
22 76.892 0.32 42 90 0.0 0.0 0.0
22 78.838 0.312 42 93 0.0 0.0 0.0
22 79.9 0.306 42 96 0.0 0.0 0.0
22 80.913 0.299 42 99 0.0 0.0 0.0
22 82.885 0.293 42 102 0.0 0.0 0.0
22 83.9 0.287 42 105 0.0 0.0 0.0
22 85.921 0.281 42 108 0.0 0.0 0.0
22 87.89 0.276 42 111 0.0 0.0 0.0
22 88.903 0.271 42 114 0.0 0.0 0.0
22 90.925 0.266 42 117 0.0 0.0 0.0
22 92.12 0.261 42 120 0.0 0.0 0.0
22 93.881 0.256 42 123 0.0 0.0 0.0
22 94.968 0.251 42 126 0.0 0.0 0.0
22 96.899 0.247 42 129 0.0 0.0 0.0
22 98.913 0.249 43 131 1.0 0.0 0.0
22 100.886 0.244 43 134 0.0 0.0 0.0
22 101.906 0.251 45 135 0.0 1.0 1.0
22 103.908 0.247 45 138 0.0 0.0 0.0
22 105.89 0.243 45 141 0.0 0.0 0.0
22 107.907 0.239 45 144 0.0 0.0 0.0
22 109.927 0.241 46 146 0.0 0.0 1.0
22 111.896 0.247 48 147 0.0 1.0 1.0
22 112.913 0.244 48 150 0.0 0.0 0.0
22 114.915 0.245 49 152 1.0 0.0 0.0
22 116.908 0.256 52 152 1.0 1.0 1.0
22 118.91 0.252 52 155 0.0 0.0 0.0
22 120.91 0.258 54 156 1.0 1.0 0.0
22 122.9 0.255 54 159 0.0 0.0 0.0
22 124.873 0.251 54 162 0.0 0.0 0.0
22 125.906 0.248 54 165 0.0 0.0 0.0
22 127.903 0.249 55 167 0.0 0.0 1.0
22 128.929 0.246 55 170 0.0 0.0 0.0
22 130.927 0.242 55 173 0.0 0.0 0.0
22 131.958 0.244 56 175 1.0 0.0 0.0
22 133.91 0.253 59 175 1.0 1.0 1.0
22 135.917 0.263 62 175 1.0 1.0 1.0
22 137.903 0.259 62 178 0.0 0.0 0.0
22 139.873 0.256 62 181 0.0 0.0 0.0
22 140.886 0.253 62 184 0.0 0.0 0.0
22 142.895 0.25 62 187 0.0 0.0 0.0
22 144.877 0.247 62 190 0.0 0.0 0.0
22 146.893 0.256 65 190 1.0 1.0 1.0
22 148.893 0.253 65 193 0.0 0.0 0.0
22 149.897 0.25 65 196 0.0 0.0 0.0
22 150.905 0.255 67 197 1.0 1.0 0.0
22 152.921 0.252 67 200 0.0 0.0 0.0
22 154.924 0.253 68 202 0.0 0.0 1.0
22 156.93 0.261 71 202 1.0 1.0 1.0
22 158.948 0.269 74 202 1.0 1.0 1.0
22 160.922 0.277 77 202 1.0 1.0 1.0
22 162.91 0.274 77 205 0.0 0.0 0.0
22 164.92 0.271 77 208 0.0 0.0 0.0
22 166.916 0.268 77 211 0.0 0.0 0.0
22 168.936 0.265 77 214 0.0 0.0 0.0
22 170.916 0.273 80 214 1.0 1.0 1.0
22 172.901 0.27 80 217 0.0 0.0 0.0
22 174.917 0.267 80 220 0.0 0.0 0.0
22 176.918 0.265 80 223 0.0 0.0 0.0
22 178.933 0.262 80 226 0.0 0.0 0.0
22 180.874 0.26 80 229 0.0 0.0 0.0
22 182.918 0.257 80 232 0.0 0.0 0.0
22 184.931 0.255 80 235 0.0 0.0 0.0
22 186.889 0.255 81 237 1.0 0.0 0.0
22 187.898 0.253 81 240 0.0 0.0 0.0
22 189.897 0.251 81 243 0.0 0.0 0.0
22 191.876 0.248 81 246 0.0 0.0 0.0
22 192.924 0.246 81 249 0.0 0.0 0.0
22 194.904 0.244 81 252 0.0 0.0 0.0
22 195.92 0.242 81 255 0.0 0.0 0.0
22 197.887 0.243 82 257 1.0 0.0 0.0
22 199.991 0.241 82 260 0.0 0.0 0.0
22 201.905 0.238 82 263 0.0 0.0 0.0
22 203.926 0.236 82 266 0.0 0.0 0.0
22 205.905 0.234 82 269 0.0 0.0 0.0
22 207.872 0.232 82 272 0.0 0.0 0.0
22 208.926 0.23 82 275 0.0 0.0 0.0
22 210.923 0.229 82 278 0.0 0.0 0.0
22 212.924 0.227 82 281 0.0 0.0 0.0
22 214.938 0.233 85 281 1.0 1.0 1.0
22 216.879 0.231 85 284 0.0 0.0 0.0
22 217.908 0.229 85 287 0.0 0.0 0.0
22 218.928 0.227 85 290 0.0 0.0 0.0
22 220.918 0.231 87 291 1.0 1.0 0.0
22 222.923 0.237 90 291 1.0 1.0 1.0
22 224.928 0.235 90 294 0.0 0.0 0.0
22 227.09 0.233 90 297 0.0 0.0 0.0
22 228.933 0.231 90 300 0.0 0.0 0.0
22 230.908 0.23 90 303 0.0 0.0 0.0
22 232.904 0.236 93 303 1.0 1.0 1.0
22 233.908 0.241 96 303 1.0 1.0 1.0
22 235.893 0.242 97 305 1.0 0.0 0.0
22 237.03 0.248 100 305 1.0 1.0 1.0
22 238.922 0.251 102 306 1.0 1.0 0.0
22 240.937 0.251 103 308 1.0 0.0 0.0
22 243.007 0.249 103 311 0.0 0.0 0.0
22 244.907 0.248 103 314 0.0 0.0 0.0
22 247.01 0.246 103 317 0.0 0.0 0.0
22 248.898 0.244 103 320 0.0 0.0 0.0
22 249.91 0.242 103 323 0.0 0.0 0.0
22 250.94 0.243 104 325 0.0 0.0 1.0
22 252.877 0.241 104 328 0.0 0.0 0.0
22 253.884 0.24 104 331 0.0 0.0 0.0
22 255.897 0.238 104 334 0.0 0.0 0.0
22 257.878 0.236 104 337 0.0 0.0 0.0
22 259.89 0.235 104 340 0.0 0.0 0.0
22 260.898 0.235 105 342 0.0 0.0 1.0
22 262.907 0.234 105 345 0.0 0.0 0.0
