ID TIME pos
11 0.095 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 5.106 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 10.11 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 15.12 [0, 0] [0.4514688196983951, 0.4391248372732914]
11 20.125 [0.70492, 0.18534000000000006] [0.4514688196983951, 0.4391248372732914]
11 25.132 [0.70492, 0.18534000000000006] [0.4514688196983951, 0.4391248372732914]
11 30.136 [0.70492, 0.18534000000000006] [0.4514688196983951, 0.4391248372732914]
11 35.144 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 40.149 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 45.154 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 50.169 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 55.268 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 60.28 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 65.287 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 70.291 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 75.297 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 80.304 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 85.312 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 90.316 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 95.322 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 100.328 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 105.337 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 110.443 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 115.444 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 120.456 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 125.459 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 130.467 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 135.475 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 140.477 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 145.483 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 150.494 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 155.498 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 160.505 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 165.515 [0.33149, 0.34908333333333336] [0.4514688196983951, 0.4391248372732914]
11 170.615 [0.35695499999999997, 0.3837425] [0.4514688196983951, 0.4391248372732914]
11 175.623 [0.364566, 0.39722599999999997] [0.4514688196983951, 0.4391248372732914]
11 180.63 [0.38281666666666664, 0.42099333333333333] [0.4514688196983951, 0.4391248372732914]
11 185.634 [0.47914199999999996, 0.402592] [0.4514688196983951, 0.4391248372732914]
11 190.642 [0.49709309767576293, 0.37563376462211184] [0.4514688196983951, 0.4391248372732914]
11 195.649 [0.47757616537542397, 0.43785875812339553] [0.4514688196983951, 0.4391248372732914]
11 200.653 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 205.66 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 210.67 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 215.673 [0.45359221262554505, 0.4931526890157942] [0.4514688196983951, 0.4391248372732914]
11 220.682 [0.4627694987087572, 0.4856054247900622] [0.4514688196983951, 0.4391248372732914]
11 225.687 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 230.694 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 235.702 [0.4627694987087572, 0.4856054247900622] [0.4514688196983951, 0.4391248372732914]
11 240.706 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 245.714 [0.4627694987087572, 0.4856054247900622] [0.4514688196983951, 0.4391248372732914]
11 250.72 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 255.727 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 260.737 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 265.742 [0.462187276486535, 0.48597098034561775] [0.4514688196983951, 0.4391248372732914]
11 270.75 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 275.755 [0.462187276486535, 0.48597098034561775] [0.4514688196983951, 0.4391248372732914]
11 280.761 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 285.766 [0.462187276486535, 0.48597098034561775] [0.4514688196983951, 0.4391248372732914]
11 290.776 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 295.785 [0.462187276486535, 0.48597098034561775] [0.4514688196983951, 0.4391248372732914]
11 300.789 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
11 305.795 [0.462187276486535, 0.48597098034561775] [0.4514688196983951, 0.4391248372732914]
11 310.809 [0.452175097675763, 0.4901417646221119] [0.4514688196983951, 0.4391248372732914]
