ID TIME pos
8 5.233 [-0.338778130701499, 0.43950386142034237] []
8 10.267 [-0.338778130701499, 0.43950386142034237] []
8 15.284 [-0.338778130701499, 0.43950386142034237] []
8 20.303 [-0.338778130701499, 0.43950386142034237] []
8 25.322 [-0.338778130701499, 0.43950386142034237] []
8 30.413 [-0.338778130701499, 0.43950386142034237] []
8 35.54 [-0.338778130701499, 0.43950386142034237] []
8 40.632 [-0.338778130701499, 0.43950386142034237] []
8 45.652 [-0.338778130701499, 0.43950386142034237] []
8 50.697 [-0.338778130701499, 0.43950386142034237] []
8 55.794 [-0.338778130701499, 0.43950386142034237] []
8 60.865 [-0.338778130701499, 0.43950386142034237] []
8 65.897 [-0.338778130701499, 0.43950386142034237] [(-39078, -38433, 1676601095, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39078, -38433)]
8 113.351 [-0.338778130701499, 0.43950386142034237] [(-38890, -38251, 1676601095, 0, 6, 60000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39078, -38433), (-30884, 51864, 1676601103, 0, 3, 30000000000000000000, 20000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -31809, 50184)]
8 138.778 [-0.338778130701499, 0.43950386142034237] [(-39020, -38086, 1676601095, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39078, -38433), (-30884, 51864, 1676601103, 0, 3, 30000000000000000000, 20000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -31809, 50184)]
8 181.024 [-0.338778130701499, 0.43950386142034237] [(-39020, -38086, 1676601095, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39078, -38433), (-32286, 49541, 1676601103, 0, 6, 61666666666666665000, 51666666666666665000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -32916, 48441)]
8 206.758 [-0.338778130701499, 0.43950386142034237] [(-39020, -38086, 1676601095, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39078, -38433), (-34232, 47900, 1676601245, 1, 10, 103333333333333330000, 93333333333333330000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -34789, 47116)]
8 211.801 [-0.338778130701499, 0.43950386142034237] [(-39020, -38086, 1676601095, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39078, -38433), (-34232, 47900, 1676601255, 1, 10, 103333333333333330000, 93333333333333330000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -34789, 47116), (-34442, 43695, 1676601255, 0, 1, 11111111111111110000, 11111111111111110000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, -34442, 43695)]
