ID TIME pos
7 0.098 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 5.106 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 10.115 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 15.119 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 20.125 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 25.132 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 30.139 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 35.146 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 40.149 [0, 0] [0.1884189449382887, -0.17437824141009056]
7 45.155 [0.18909999999999982, -0.21866999999999992] [0.1884189449382887, -0.17437824141009056]
7 50.164 [0.18909999999999982, -0.21866999999999992] [0.1884189449382887, -0.17437824141009056]
7 55.171 [0.19082, -0.22318999999999992] [0.1884189449382887, -0.17437824141009056]
7 60.178 [0.19081333333333328, -0.22318666666666664] [0.1884189449382887, -0.17437824141009056]
7 65.184 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 70.193 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 75.195 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 80.202 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 85.208 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 90.217 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 95.222 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 100.225 [0.19028666666666658, -0.22353333333333328] [0.1884189449382887, -0.17437824141009056]
7 105.238 [0.19218249999999992, -0.2213325] [0.1884189449382887, -0.17437824141009056]
7 110.239 [0.19199749999999993, -0.221545] [0.1884189449382887, -0.17437824141009056]
7 115.247 [0.19201249999999992, -0.22159749999999995] [0.1884189449382887, -0.17437824141009056]
7 120.252 [0.19201249999999992, -0.22159749999999995] [0.1884189449382887, -0.17437824141009056]
7 125.259 [0.19201249999999992, -0.22159749999999995] [0.1884189449382887, -0.17437824141009056]
7 130.263 [0.19201249999999992, -0.22159749999999995] [0.1884189449382887, -0.17437824141009056]
7 135.275 [0.19201249999999992, -0.22159749999999995] [0.1884189449382887, -0.17437824141009056]
7 140.277 [0.19201249999999992, -0.22159749999999995] [0.1884189449382887, -0.17437824141009056]
7 145.285 [0.1907899999999999, -0.21915749999999995] [0.1884189449382887, -0.17437824141009056]
7 150.291 [0.19215399999999994, -0.21450799999999998] [0.1884189449382887, -0.17437824141009056]
7 155.301 [0.16346312417953052, -0.24036350344692542] [0.1884189449382887, -0.17437824141009056]
7 160.306 [0.16580648365708925, -0.23735056551605976] [0.1884189449382887, -0.17437824141009056]
7 165.312 [0.16562648365708924, -0.23758056551605974] [0.1884189449382887, -0.17437824141009056]
7 170.319 [0.16429023365708925, -0.24342056551605976] [0.1884189449382887, -0.17437824141009056]
7 175.324 [0.16429023365708925, -0.24341181551605975] [0.1884189449382887, -0.17437824141009056]
7 180.325 [0.15971898365708928, -0.23730556551605975] [0.1884189449382887, -0.17437824141009056]
7 185.33 [0.15971898365708928, -0.23777931551605974] [0.1884189449382887, -0.17437824141009056]
7 190.343 [0.16243020769519048, -0.23550272490316423] [0.1884189449382887, -0.17437824141009056]
7 195.346 [0.16289118692567145, -0.2361654524128478] [0.1884189449382887, -0.17437824141009056]
7 200.353 [0.16327518692567147, -0.23567345241284782] [0.1884189449382887, -0.17437824141009056]
7 205.36 [0.1632641869256715, -0.23595645241284782] [0.1884189449382887, -0.17437824141009056]
7 210.364 [0.1652501699324286, -0.23396495673895254] [0.1884189449382887, -0.17437824141009056]
7 215.372 [0.16697682243805956, -0.23286371034403983] [0.1884189449382887, -0.17437824141009056]
7 220.381 [0.16695932243805955, -0.2327028770107065] [0.1884189449382887, -0.17437824141009056]
7 225.384 [0.16694432243805957, -0.23278287701070652] [0.1884189449382887, -0.17437824141009056]
7 230.392 [0.16694432243805957, -0.23278287701070652] [0.1884189449382887, -0.17437824141009056]
7 235.398 [0.16696682243805958, -0.23275704367737313] [0.1884189449382887, -0.17437824141009056]
7 240.406 [0.16696765577139291, -0.23275621034403982] [0.1884189449382887, -0.17437824141009056]
7 245.41 [0.16696765577139291, -0.23275621034403982] [0.1884189449382887, -0.17437824141009056]
7 250.419 [0.16696765577139291, -0.23275621034403982] [0.1884189449382887, -0.17437824141009056]
7 255.424 [0.16696765577139291, -0.23275621034403982] [0.1884189449382887, -0.17437824141009056]
7 260.432 [0.16696765577139291, -0.23275621034403982] [0.1884189449382887, -0.17437824141009056]
7 265.439 [0.16682015577139295, -0.23216787701070649] [0.1884189449382887, -0.17437824141009056]
7 270.445 [0.16632182243805962, -0.2325312103440398] [0.1884189449382887, -0.17437824141009056]
7 275.453 [0.1663134891047263, -0.2325770436773732] [0.1884189449382887, -0.17437824141009056]
7 280.457 [0.16602265577139294, -0.23275954367737317] [0.1884189449382887, -0.17437824141009056]
7 285.462 [0.16960629763513196, -0.22996880954834448] [0.1884189449382887, -0.17437824141009056]
7 290.468 [0.16960552840436272, -0.22995342493295984] [0.1884189449382887, -0.17437824141009056]
7 295.475 [0.16939168225051657, -0.22992265570219064] [0.1884189449382887, -0.17437824141009056]
7 300.482 [0.1690478360966704, -0.2296749633944983] [0.1884189449382887, -0.17437824141009056]
7 305.488 [0.16896245148128577, -0.22946650185603673] [0.1884189449382887, -0.17437824141009056]
7 310.494 [0.1685855284043627, -0.22971188647142135] [0.1884189449382887, -0.17437824141009056]
7 315.501 [0.16859168225051654, -0.2296949633944983] [0.1884189449382887, -0.17437824141009056]
7 320.51 [0.16856091301974732, -0.22970034800988293] [0.1884189449382887, -0.17437824141009056]
7 325.518 [0.1685578360966704, -0.22969880954834446] [0.1884189449382887, -0.17437824141009056]
7 330.521 [0.1685578360966704, -0.22969880954834446] [0.1884189449382887, -0.17437824141009056]
7 335.528 [0.16820014378897807, -0.2297788095483445] [0.1884189449382887, -0.17437824141009056]
7 340.534 [0.16819783609667038, -0.2297788095483445] [0.1884189449382887, -0.17437824141009056]
7 345.541 [0.16819783609667038, -0.2297788095483445] [0.1884189449382887, -0.17437824141009056]
7 350.546 [0.16819629763513191, -0.2297788095483445] [0.1884189449382887, -0.17437824141009056]
7 355.553 [0.16819629763513191, -0.2297788095483445] [0.1884189449382887, -0.17437824141009056]
7 360.564 [0.16819629763513191, -0.2297788095483445] [0.1884189449382887, -0.17437824141009056]
7 365.568 [0.16802168225051653, -0.22943419416372912] [0.1884189449382887, -0.17437824141009056]
7 370.574 [0.16784706686590115, -0.22954342493295984] [0.1884189449382887, -0.17437824141009056]
7 375.58 [0.16784014378897807, -0.2295449633944983] [0.1884189449382887, -0.17437824141009056]
7 380.586 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 385.594 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 390.596 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 395.606 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 400.612 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 405.621 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 410.625 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 415.632 [0.1678386053274396, -0.22954419416372904] [0.1884189449382887, -0.17437824141009056]
7 420.638 [0.16748706686590115, -0.22965265570219065] [0.1884189449382887, -0.17437824141009056]
7 425.645 [0.16747475917359347, -0.22965111724065218] [0.1884189449382887, -0.17437824141009056]
7 430.656 [0.16734783609667037, -0.2292141941637291] [0.1884189449382887, -0.17437824141009056]
7 435.658 [0.16822013351833678, -0.2285117517234627] [0.1884189449382887, -0.17437824141009056]
7 440.665 [0.16960412461711433, -0.22875163494189854] [0.1884189449382887, -0.17437824141009056]
7 445.673 [0.1696101246171143, -0.2287529682752319] [0.1884189449382887, -0.17437824141009056]
7 450.678 [0.1696101246171143, -0.2287529682752319] [0.1884189449382887, -0.17437824141009056]
7 455.686 [0.1696101246171143, -0.2287529682752319] [0.1884189449382887, -0.17437824141009056]
7 460.696 [0.1696101246171143, -0.2287529682752319] [0.1884189449382887, -0.17437824141009056]
7 465.699 [0.1696101246171143, -0.2287529682752319] [0.1884189449382887, -0.17437824141009056]
7 470.706 [0.1696101246171143, -0.2287529682752319] [0.1884189449382887, -0.17437824141009056]
7 475.713 [0.16958345795044763, -0.2287749682752319] [0.1884189449382887, -0.17437824141009056]
7 480.724 [0.16958345795044763, -0.2287749682752319] [0.1884189449382887, -0.17437824141009056]
7 485.725 [0.16946145795044767, -0.2288336349418985] [0.1884189449382887, -0.17437824141009056]
