ID TIME pos
15 0.093 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 5.105 [0, 0] [-0.3627042145495745, -0.3886294839370129]
15 10.112 [-0.7030758258776088, -0.33858415475200326] [-0.3627042145495745, -0.3886294839370129]
15 15.125 [-0.6231705505850725, -0.3677494365013354] [-0.3627042145495745, -0.3886294839370129]
15 20.231 [-0.6157705505850725, -0.3716061031680022] [-0.3627042145495745, -0.3886294839370129]
15 25.329 [-0.6157705505850725, -0.3716061031680022] [-0.3627042145495745, -0.3886294839370129]
15 30.335 [-0.5362483303510436, -0.3937756619008013] [-0.3627042145495745, -0.3886294839370129]
15 35.347 [-0.5022486086258695, -0.4024363849173344] [-0.3627042145495745, -0.3886294839370129]
15 40.349 [-0.49133309310788814, -0.40300404421485814] [-0.3627042145495745, -0.3886294839370129]
15 45.359 [-0.47219895646940213, -0.41113728868800076] [-0.3627042145495745, -0.3886294839370129]
15 50.364 [-0.4717802064694021, -0.41135478868800085] [-0.3627042145495745, -0.3886294839370129]
15 55.369 [-0.4717802064694021, -0.41135478868800085] [-0.3627042145495745, -0.3886294839370129]
15 60.378 [-0.4717802064694021, -0.41135478868800085] [-0.3627042145495745, -0.3886294839370129]
15 65.381 [-0.4717802064694021, -0.41135478868800085] [-0.3627042145495745, -0.3886294839370129]
15 70.397 [-0.4571391651755217, -0.41363183095040057] [-0.3627042145495745, -0.3886294839370129]
15 75.399 [-0.44780616517552174, -0.4173088309504006] [-0.3627042145495745, -0.3886294839370129]
15 80.404 [-0.44865316517552173, -0.41568083095040065] [-0.3627042145495745, -0.3886294839370129]
15 85.406 [-0.44486651379592873, -0.416669846318546] [-0.3627042145495745, -0.3886294839370129]
15 90.414 [-0.44349847097960143, -0.41589985912533384] [-0.3627042145495745, -0.3886294839370129]
15 95.417 [-0.4434993043129347, -0.41589235912533384] [-0.3627042145495745, -0.3886294839370129]
15 100.431 [-0.4434993043129347, -0.41589235912533384] [-0.3627042145495745, -0.3886294839370129]
15 105.538 [-0.4434993043129347, -0.41589235912533384] [-0.3627042145495745, -0.3886294839370129]
15 110.542 [-0.4430343043129348, -0.4160465257920005] [-0.3627042145495745, -0.3886294839370129]
15 115.644 [-0.4440339732119398, -0.4180952545772312] [-0.3627042145495745, -0.3886294839370129]
15 120.648 [-0.441488689411087, -0.4193198792502862] [-0.3627042145495745, -0.3886294839370129]
15 125.655 [-0.44117583226822976, -0.41943487925028616] [-0.3627042145495745, -0.3886294839370129]
15 130.658 [-0.4411794036968012, -0.41942987925028624] [-0.3627042145495745, -0.3886294839370129]
15 135.674 [-0.4411794036968012, -0.41942987925028624] [-0.3627042145495745, -0.3886294839370129]
15 140.778 [-0.4411794036968012, -0.41942987925028624] [-0.3627042145495745, -0.3886294839370129]
15 145.78 [-0.44127511798251545, -0.4193291649645718] [-0.3627042145495745, -0.3886294839370129]
15 150.78 [-0.4420544036968012, -0.41947773639314334] [-0.3627042145495745, -0.3886294839370129]
15 155.792 [-0.4420601179825155, -0.41947130782171477] [-0.3627042145495745, -0.3886294839370129]
15 160.8 [-0.4420601179825155, -0.41947130782171477] [-0.3627042145495745, -0.3886294839370129]
15 165.808 [-0.44143297512537266, -0.420089164964572] [-0.3627042145495745, -0.3886294839370129]
15 170.811 [-0.44137297512537266, -0.42016202210742903] [-0.3627042145495745, -0.3886294839370129]
