112 tungsten red 65 35 179
112 tungsten blue 104 80 39
112 tungsten green 89 144 0
112 cloudy red 36 6 238
112 cloudy blue 73 79 85
112 cloudy green 1 154 87
112 fluorescent red 45 32 196
112 fluorescent blue 90 77 63
112 fluorescent green 74 139 14
112 tungsten red 69 36 182
112 tungsten green 87 138 0
112 tungsten blue 95 67 35
