117 tungsten red 172 213 181
117 tungsten blue 104 180 111
117 tungsten green 79 254 140
117 cloudy red 93 254 236
117 cloudy blue 109 21 76
117 cloudy green 44 243 153
117 fluorescent red 176 217 195
117 fluorescent blue 101 114 90
117 fluorescent green 76 239 138
117 tungsten red 171 210 184
117 tungsten green 80 254 135
117 tungsten blue 104 183 107
