111 tungsten red 69 31 175
111 tungsten blue 113 74 33
111 tungsten green 95 138 1
111 fluorescent red 50 29 196
111 fluorescent blue 92 78 56
111 fluorescent green 82 137 20
111 tungsten red 73 32 178
111 tungsten green 94 130 0
111 tungsten blue 125 56 12
