ID TIME pos
14 0.094 [0, 0] [-0.15595537058831346, 0.1024752092600966]
14 5.107 [0, 0] [-0.15595537058831346, 0.1024752092600966]
14 10.122 [-0.12596000000000007, 0.12144000000000021] [-0.15595537058831346, 0.1024752092600966]
14 15.222 [-0.11292400000000002, 0.18286000000000008] [-0.15595537058831346, 0.1024752092600966]
14 20.227 [-0.10864714285714284, 0.18922000000000003] [-0.15595537058831346, 0.1024752092600966]
14 25.231 [-0.10759428571428575, 0.1889028571428572] [-0.15595537058831346, 0.1024752092600966]
14 30.237 [-0.11010428571428574, 0.1883728571428572] [-0.15595537058831346, 0.1024752092600966]
14 35.247 [-0.11010857142857147, 0.18837142857142863] [-0.15595537058831346, 0.1024752092600966]
14 40.251 [-0.10798000000000005, 0.19346250000000004] [-0.15595537058831346, 0.1024752092600966]
14 45.264 [-0.10794500000000004, 0.19345000000000007] [-0.15595537058831346, 0.1024752092600966]
14 50.369 [-0.10655250000000002, 0.2020725] [-0.15595537058831346, 0.1024752092600966]
14 55.372 [-0.10655250000000002, 0.2020725] [-0.15595537058831346, 0.1024752092600966]
14 60.377 [-0.10655250000000002, 0.2020725] [-0.15595537058831346, 0.1024752092600966]
14 65.382 [-0.10655250000000002, 0.2020725] [-0.15595537058831346, 0.1024752092600966]
14 70.393 [-0.10845, 0.20098666666666665] [-0.15595537058831346, 0.1024752092600966]
14 75.397 [-0.11096600000000004, 0.19661899999999996] [-0.15595537058831346, 0.1024752092600966]
14 80.403 [-0.11161727272727275, 0.19582454545454545] [-0.15595537058831346, 0.1024752092600966]
14 85.416 [-0.1141181818181818, 0.19393363636363636] [-0.15595537058831346, 0.1024752092600966]
14 90.416 [-0.12659529216502474, 0.17582717776856038] [-0.15595537058831346, 0.1024752092600966]
14 95.424 [-0.1270694588316914, 0.17549967776856037] [-0.15595537058831346, 0.1024752092600966]
14 100.43 [-0.12743029216502477, 0.17504384443522705] [-0.15595537058831346, 0.1024752092600966]
14 105.441 [-0.12768029216502477, 0.17476134443522706] [-0.15595537058831346, 0.1024752092600966]
14 110.537 [-0.12768029216502477, 0.17476134443522706] [-0.15595537058831346, 0.1024752092600966]
14 115.545 [-0.12768612549835812, 0.17475551110189372] [-0.15595537058831346, 0.1024752092600966]
14 120.558 [-0.12768612549835812, 0.17475551110189372] [-0.15595537058831346, 0.1024752092600966]
14 125.558 [-0.12861453614144983, 0.1746854380873375] [-0.15595537058831346, 0.1024752092600966]
14 130.573 [-0.12862310757002127, 0.17467615237305179] [-0.15595537058831346, 0.1024752092600966]
14 135.576 [-0.12931290039868648, 0.17491840888151497] [-0.15595537058831346, 0.1024752092600966]
14 140.585 [-0.12931290039868648, 0.17491774221484832] [-0.15595537058831346, 0.1024752092600966]
14 145.59 [-0.12925756706535318, 0.17507240888151496] [-0.15595537058831346, 0.1024752092600966]
14 150.596 [-0.12926356706535316, 0.17506907554818163] [-0.15595537058831346, 0.1024752092600966]
14 155.602 [-0.12926356706535316, 0.17506907554818163] [-0.15595537058831346, 0.1024752092600966]
14 160.612 [-0.12926356706535316, 0.17506907554818163] [-0.15595537058831346, 0.1024752092600966]
14 165.621 [-0.12926356706535316, 0.17506907554818163] [-0.15595537058831346, 0.1024752092600966]
14 170.624 [-0.13188356706535317, 0.1742797422148483] [-0.15595537058831346, 0.1024752092600966]
14 175.628 [-0.13194223373201985, 0.17425374221484832] [-0.15595537058831346, 0.1024752092600966]
14 180.637 [-0.13194223373201985, 0.17425374221484832] [-0.15595537058831346, 0.1024752092600966]
14 185.642 [-0.13194223373201985, 0.17425374221484832] [-0.15595537058831346, 0.1024752092600966]
14 190.643 [-0.13194223373201985, 0.17425374221484832] [-0.15595537058831346, 0.1024752092600966]
14 195.658 [-0.13194223373201985, 0.17425374221484832] [-0.15595537058831346, 0.1024752092600966]
