ID TIME pos
4 5.12 [-0.407204279139098, -0.31415283918423553] []
4 10.133 [-0.407204279139098, -0.31415283918423553] [(-33933, -18695, 1676643030, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -33933, -18695)]
4 20.318 [-0.407204279139098, -0.31415283918423553] [(-33933, -18695, 1676643030, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -33933, -18695)]
4 45.724 [-0.407204279139098, -0.31415283918423553] [(-38083, -22496, 1676643030, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619)]
4 50.764 [-0.407204279139098, -0.31415283918423553] [(-36853, -21783, 1676643030, 0, 8, 80000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619)]
4 56.053 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619)]
4 61.07 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619)]
4 66.14 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-37676, -32187, 1676643082, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -37676, -32187)]
4 117.992 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643136, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-41839, -30609, 1676643132, 0, 3, 40000000000000002000, 26666666666666668000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -40777, -34159)]
4 144.892 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643152, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-41684, -31080, 1676643132, 0, 9, 98888888888888890500, 75555555555555556500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -42191, -34202)]
4 199.51 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643218, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643218, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43998, -31823, 1676643178, 0, 8, 77152777777777775000, 77152777777777775000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43998, -31823), (-9109, -58600, 1676643212, 0, 1, 7199074074074074000, 7199074074074074000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -9109, -58600)]
4 234.628 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643252, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643252, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643252, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-36938, -31481, 1676643212, 0, 5, 53055555555555554000, 40856481481481480000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -35570, -32533)]
4 265.106 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643284, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643284, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643284, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-37046, -32133, 1676643212, 0, 8, 85254629629629626000, 66388888888888886000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -36653, -32861)]
4 276.699 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643294, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643294, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643294, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-37792, -31986, 1676643294, 1, 10, 97453703703703700000, 78587962962962960000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37640, -32566)]
4 327.542 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643344, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643344, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643344, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-37792, -31986, 1676643344, 1, 10, 97453703703703700000, 78587962962962960000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37640, -32566), (-42079, -30952, 1676643304, 0, 8, 96407696759259255000, 96407696759259255000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -42079, -30952)]
4 332.556 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643344, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643344, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643344, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-37792, -31986, 1676643344, 1, 10, 97453703703703700000, 78587962962962960000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37640, -32566), (-42079, -30952, 1676643304, 0, 8, 96407696759259255000, 96407696759259255000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -42079, -30952)]
4 337.574 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643344, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643344, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643344, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-37792, -31986, 1676643344, 1, 10, 97453703703703700000, 78587962962962960000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37640, -32566), (-42079, -30952, 1676643304, 0, 8, 96407696759259255000, 96407696759259255000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -42079, -30952)]
4 342.628 [-0.407204279139098, -0.31415283918423553] [(-36095, -21068, 1676643030, 2, 10, 100000000000000000000, 40000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -40276, -24619), (-41187, -28589, 1676643362, 1, 10, 91666666666666668000, 78333333333333334000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -41940, -27972), (-43240, -31052, 1676643362, 1, 10, 109629629629629630500, 86296296296296296500, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -43972, -33459), (-43016, -32718, 1676643362, 1, 10, 99143518518518515000, 99143518518518515000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -43016, -32718), (-37792, -31986, 1676643362, 1, 10, 97453703703703700000, 78587962962962960000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37640, -32566), (-43288, -31136, 1676643304, 0, 9, 104785879629629625000, 104785879629629625000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -43288, -31136)]
