ID TIME pos
4 5.143 [-0.2944833697192148, 0.4089485170622933] []
4 15.157 [-0.2944833697192148, 0.4089485170622933] []
4 20.174 [-0.2944833697192148, 0.4089485170622933] []
4 60.713 [-0.2944833697192148, 0.4089485170622933] [(-31433, 37421, 1676645033, 0, 3, 30000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -31219, 35356)]
4 65.74 [-0.2944833697192148, 0.4089485170622933] [(-31433, 37421, 1676645033, 0, 3, 30000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -31219, 35356)]
4 70.781 [-0.2944833697192148, 0.4089485170622933] [(-29215, 40346, 1676645033, 0, 4, 40000000000000000000, 30000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -28334, 39945)]
4 75.866 [-0.2944833697192148, 0.4089485170622933] [(-29732, 41476, 1676645033, 0, 6, 60000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29307, 41462)]
4 80.96 [-0.2944833697192148, 0.4089485170622933] [(-30286, 41364, 1676645033, 0, 7, 70000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29307, 41462)]
4 86.033 [-0.2944833697192148, 0.4089485170622933] [(-30125, 40570, 1676645033, 0, 8, 80000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29256, 40388)]
4 91.042 [-0.2944833697192148, 0.4089485170622933] [(-30125, 40570, 1676645033, 0, 8, 80000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29256, 40388)]
4 96.097 [-0.2944833697192148, 0.4089485170622933] [(-30430, 41335, 1676645033, 0, 9, 90000000000000000000, 70000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29773, 41398)]
4 101.131 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645091, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528)]
4 106.541 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645099, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-26188, 30709, 1676645095, 0, 2, 20000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26188, 30709)]
4 126.224 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645115, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28383, 37123, 1676645095, 0, 7, 71250000000000000000, 60000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29668, 40733)]
4 151.599 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645129, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645129, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761)]
4 156.68 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645145, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645145, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761), (-39250, 68269, 1676645145, 0, 1, 12656250000000000000, 12656250000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -39250, 68269)]
4 191.468 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645185, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645185, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761), (-36770, 53421, 1676645145, 0, 8, 86875000000000000000, 64062500000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -36088, 48136)]
4 237.044 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645225, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645225, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761), (-36673, 52375, 1676645225, 1, 10, 109687500000000000000, 75468750000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35342, 47289), (1703, 20096, 1676645187, 0, 1, 11250000000000000000, 11250000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 1703, 20096)]
4 282.289 [-0.2944833697192148, 0.4089485170622933] [(-29990, 40645, 1676645264, 1, 10, 100000000000000000000, 80000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -29305, 40528), (-28177, 37358, 1676645264, 1, 10, 105000000000000000000, 82500000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -29450, 40761), (-36673, 52375, 1676645264, 1, 10, 109687500000000000000, 75468750000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35342, 47289), (1951, 19818, 1676645187, 0, 6, 68292410714285716000, 11250000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 1703, 20096), (-32893, 38771, 1676645248, 0, 3, 36506696428571429000, 36506696428571429000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, -32893, 38771)]
