ID TIME pos
9 1.211 [-0.33311766364641004, -0.4385322199154328] [-0.38390689975849596, -0.3823912073041463] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
9 237.162 [-0.33311766364641004, -0.4385322199154328] [-0.38390689975849596, -0.3823912073041463] [[-0.35446, -0.40735999999999994], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [0, 0], [0, 0], [0, 0], [-0.7277100000000001, -0.37193999999999994], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 242.17 [-0.33311766364641004, -0.4385322199154328] [-0.38390689975849596, -0.3823912073041463] [[-0.35446, -0.40735999999999994], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [0, 0], [0, 0], [0, 0], [-0.7277100000000001, -0.37193999999999994], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 247.177 [-0.3557962134944751, -0.41004800343617864] [-0.38390689975849596, -0.3823912073041463] [[-0.35446, -0.40735999999999994], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33904, -0.3996200000000001], [0, 0], [0, 0], [-0.3478699999999999, -0.40867999999999993], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 252.184 [-0.35672562549479664, -0.4090514983521556] [-0.38390689975849596, -0.3823912073041463] [[-0.35446, -0.40735999999999994], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [0, 0], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 257.191 [-0.36534365079150977, -0.40657495590997184] [-0.38390689975849596, -0.3823912073041463] [[-0.35446, -0.40735999999999994], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [-0.42567, -0.38924000000000003], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 262.2 [-0.3644316085564665, -0.40680619493904907] [-0.38390689975849596, -0.3823912073041463] [[-0.35446, -0.40735999999999994], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [-0.4183699999999999, -0.39108999999999994], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 267.207 [-0.3654566666939078, -0.40630513888795644] [-0.38390689975849596, -0.3823912073041463] [[-0.3636999999999999, -0.40284999999999993], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [-0.41836000000000007, -0.39108999999999994], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 272.214 [-0.3656399943549712, -0.40619375442664385] [-0.38390689975849596, -0.3823912073041463] [[-0.3641399999999999, -0.40246000000000004], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [-0.41836000000000007, -0.39108999999999994], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 277.222 [-0.3656399999999043, -0.40619375000007507] [-0.38390689975849596, -0.3823912073041463] [[-0.3641399999999999, -0.40246000000000004], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.37712999999999997, -0.40470000000000006], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [-0.41836000000000007, -0.39108999999999994], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [0, 0], [0, 0], [0, 0]]
9 282.229 [-0.361695799, -0.40621204037499997] [-0.38390689975849596, -0.3823912073041463] [[-0.3641399999999999, -0.40242], [-0.3327899999999999, -0.45026999999999995], [0, 0], [0, 0], [-0.37825, -0.40149999999999997], [-0.3379700000000001, -0.4094500000000001], [0, 0], [-0.33986000000000005, -0.3990100000000001], [0, 0], [-0.41836000000000007, -0.39108999999999994], [-0.3508800000000001, -0.40532999999999997], [-0.36371, -0.39518999999999993], [-0.3653900000000001, -0.40212000000000003], [0, 0], [0, 0]]
